alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,source_y,class_index,class_label
toc_uco_oc03_balancescale_47,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_48,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_49,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,1.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_50,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_51,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.5,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_52,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.0,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_53,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,0.75,0.5,0,1,Cl1
toc_uco_oc03_balancescale_54,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,1.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_55,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_56,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.25,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_57,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_58,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.75,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_59,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.25,0.5,0,1,Cl1
toc_uco_oc03_balancescale_60,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.5,0.75,0.0,0,1,Cl1
toc_uco_oc03_balancescale_61,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.25,1.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_62,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,1.0,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_63,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.25,0.75,0,1,Cl1
toc_uco_oc03_balancescale_64,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,1.0,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_65,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_66,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_67,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.5,0.5,0,1,Cl1
toc_uco_oc03_balancescale_68,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc03_balancescale_69,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.5,0.25,1.0,0,1,Cl1
toc_uco_oc03_balancescale_70,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,0.75,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_71,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,1.0,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_72,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.5,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_73,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_74,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,0.75,0.0,0,1,Cl1
toc_uco_oc03_balancescale_75,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,1.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_76,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_77,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,1.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_78,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.75,1.0,0,1,Cl1
toc_uco_oc03_balancescale_79,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_80,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_81,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.5,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_82,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.5,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_83,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.0,0.25,0.25,0,1,Cl1
toc_uco_oc03_balancescale_84,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.75,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_85,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_86,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_87,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.5,1.0,0,1,Cl1
toc_uco_oc03_balancescale_88,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_89,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_90,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.25,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_91,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_92,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_93,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_94,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.75,0.0,0,1,Cl1
toc_uco_oc03_balancescale_95,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.5,0.5,0,1,Cl1
toc_uco_oc03_balancescale_96,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.5,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_97,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_98,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.25,0.75,0,1,Cl1
toc_uco_oc03_balancescale_99,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.25,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_100,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.25,0.25,0,1,Cl1
toc_uco_oc03_balancescale_101,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.25,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_102,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.5,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_103,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.75,0.75,0.0,0,1,Cl1
toc_uco_oc03_balancescale_104,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.25,0.25,0,1,Cl1
toc_uco_oc03_balancescale_105,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,1.0,0.75,0.0,0,1,Cl1
toc_uco_oc03_balancescale_106,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.5,0.5,0,1,Cl1
toc_uco_oc03_balancescale_107,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.5,0.75,0.0,0,1,Cl1
toc_uco_oc03_balancescale_108,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_109,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,1.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_110,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.25,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_111,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,0.25,0.25,0,1,Cl1
toc_uco_oc03_balancescale_112,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.5,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_113,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_114,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.75,0.75,0,1,Cl1
toc_uco_oc03_balancescale_115,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.75,0.25,0,1,Cl1
toc_uco_oc03_balancescale_116,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,1.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_117,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.5,0.5,0,1,Cl1
toc_uco_oc03_balancescale_118,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.5,0.5,0,1,Cl1
toc_uco_oc03_balancescale_119,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,1.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_120,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_121,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_122,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.5,0.25,0.5,0,1,Cl1
toc_uco_oc03_balancescale_123,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,0.5,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_124,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_125,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,0.75,0.0,0,1,Cl1
toc_uco_oc03_balancescale_126,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,1.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_127,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_128,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.75,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_129,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.0,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_130,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.25,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_131,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,1.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_132,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.0,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_133,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_134,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_135,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_136,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.5,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_137,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.25,1.0,0,1,Cl1
toc_uco_oc03_balancescale_138,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,1.0,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_139,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,1.0,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_140,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.75,0.5,0,1,Cl1
toc_uco_oc03_balancescale_141,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_142,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,1.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_143,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,1.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_144,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.5,0.25,0.75,0,1,Cl1
toc_uco_oc03_balancescale_145,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.25,1.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_146,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.0,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_147,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,1.0,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_148,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,0.5,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_149,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.75,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_150,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.5,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_151,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.5,0.25,0.5,0,1,Cl1
toc_uco_oc03_balancescale_152,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,0.75,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_153,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,1.0,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_154,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.5,0.5,0.5,0,1,Cl1
toc_uco_oc03_balancescale_155,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.25,0.25,0,1,Cl1
toc_uco_oc03_balancescale_156,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,0.5,0.75,0,1,Cl1
toc_uco_oc03_balancescale_157,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,0.25,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_158,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.75,0.25,0,1,Cl1
toc_uco_oc03_balancescale_159,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.25,1.0,0,1,Cl1
toc_uco_oc03_balancescale_160,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,1.0,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_161,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.5,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_162,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,0.75,0.75,0,1,Cl1
toc_uco_oc03_balancescale_163,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,0.75,0.25,0,1,Cl1
toc_uco_oc03_balancescale_164,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.5,1.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_165,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_166,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.5,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_167,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_168,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.5,0.5,0.75,0,1,Cl1
toc_uco_oc03_balancescale_169,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.25,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_170,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.75,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_171,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.75,0.25,0,1,Cl1
toc_uco_oc03_balancescale_172,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.25,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_173,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.25,0.75,0.0,0,1,Cl1
toc_uco_oc03_balancescale_174,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_175,toc_uco_oc03_balancescale,oc03_balanceScale,0.0,0.5,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_176,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.5,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_177,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,1.0,0.75,0.5,0,1,Cl1
toc_uco_oc03_balancescale_178,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_179,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.25,0.25,0,1,Cl1
toc_uco_oc03_balancescale_180,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,1.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_181,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.5,0.25,1.0,0,1,Cl1
toc_uco_oc03_balancescale_182,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.5,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_183,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_184,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,1.0,0.5,0.5,0,1,Cl1
toc_uco_oc03_balancescale_185,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.0,0.5,0,1,Cl1
toc_uco_oc03_balancescale_186,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.75,1.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_187,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.5,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_188,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.25,0.5,0,1,Cl1
toc_uco_oc03_balancescale_189,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.25,0.75,0,1,Cl1
toc_uco_oc03_balancescale_190,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,1.0,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_191,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.5,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_192,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.25,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_193,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.25,1.0,0,1,Cl1
toc_uco_oc03_balancescale_194,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.75,0.25,0.5,0,1,Cl1
toc_uco_oc03_balancescale_195,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_196,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.5,0.0,1.0,0,1,Cl1
toc_uco_oc03_balancescale_197,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,1.0,0.0,0.75,0,1,Cl1
toc_uco_oc03_balancescale_198,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.75,0.5,0.0,0,1,Cl1
toc_uco_oc03_balancescale_199,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.75,0.0,0.25,0,1,Cl1
toc_uco_oc03_balancescale_200,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.5,0.25,0.25,0,1,Cl1
toc_uco_oc03_balancescale_201,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.5,1.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_202,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,0.75,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_203,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.75,0.5,0.25,0,1,Cl1
toc_uco_oc03_balancescale_204,toc_uco_oc03_balancescale,oc03_balanceScale,0.5,0.5,0.25,0.75,0,1,Cl1
toc_uco_oc03_balancescale_205,toc_uco_oc03_balancescale,oc03_balanceScale,0.75,0.0,0.0,0.0,0,1,Cl1
toc_uco_oc03_balancescale_206,toc_uco_oc03_balancescale,oc03_balanceScale,0.25,1.0,0.25,0.0,0,1,Cl1
toc_uco_oc03_balancescale_207,toc_uco_oc03_balancescale,oc03_balanceScale,1.0,0.25,0.75,0.25,0,1,Cl1
