alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,source_y,class_index,class_label
toc_uco_oc04_swd_51,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,0.0,1.0,0.5,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_52,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_53,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_54,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_55,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_56,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.5,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_57,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_58,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_59,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_60,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_61,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_62,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.5,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_63,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_64,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_65,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_66,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_67,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_68,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_69,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_70,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_71,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.5,0.6666666666666666,1.0,0.5,0.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_72,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_73,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,1.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_74,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,1.0,0.6666666666666666,0.0,1.0,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_75,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_76,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_77,toc_uco_oc04_swd,oc04_swd,1.0,0.5,1.0,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_78,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_79,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_80,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_81,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_82,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_83,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_84,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,1.0,0.6666666666666666,0.0,1.0,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_85,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_86,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_87,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_88,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_89,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_90,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.5,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_91,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_92,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.5,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_93,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_94,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_95,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_96,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_97,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_98,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_99,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_100,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_101,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_102,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.6666666666666666,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_103,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.5,0.6666666666666666,1.0,0.5,0.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_104,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_105,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_106,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_107,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_108,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_109,toc_uco_oc04_swd,oc04_swd,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_110,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_111,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,0.5,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_112,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_113,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.6666666666666666,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_114,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_115,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_116,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_117,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.5,0.6666666666666666,1.0,0.5,0.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_118,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_119,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.5,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_120,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_121,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_122,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_123,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_124,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_125,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_126,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_127,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_128,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_129,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_130,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_131,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_132,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_133,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_134,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,1.0,0.6666666666666666,0.0,1.0,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_135,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.5,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_136,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_137,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_138,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.0,0.5,1.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_139,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.5,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_140,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_141,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_142,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_143,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_144,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_145,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_146,toc_uco_oc04_swd,oc04_swd,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_147,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_148,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.5,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_149,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_150,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_151,toc_uco_oc04_swd,oc04_swd,0.5,1.0,1.0,0.0,0.6666666666666666,1.0,0.5,0.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_152,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,0.5,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_153,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_154,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_155,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_156,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.5,1,2,Cl2
