alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,g5,g6,source_y,class_index,class_label
toc_uco_oc04_lestsensors_13,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6,0.45862884160756495,0.3223661183059153,0.5224089635854342,0.3450608930987819,0.9318333363577422,2,3,Cl3
toc_uco_oc04_lestsensors_14,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.7175757575757574,0.5035460992907801,0.2915645782289114,0.46778711484593843,0.4519621109607581,0.8276086766450171,3,4,Cl4
toc_uco_oc04_lestsensors_15,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.463030303030303,0.5449172576832151,0.2859642982149107,0.47478991596638653,0.59404600811908,0.677158067171578,3,4,Cl4
toc_uco_oc04_lestsensors_16,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6339393939393938,0.5437352245862883,0.4273713685684284,0.6232492997198879,0.5690121786197573,0.5267074576981386,0,1,Cl1
toc_uco_oc04_lestsensors_17,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3618181818181818,0.19976359338061464,0.35456772838641926,0.5546218487394958,0.6640730717185388,0.49367667067904947,2,3,Cl3
toc_uco_oc04_lestsensors_18,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.37636363636363634,0.41134751773049644,0.40147007350367514,0.5770308123249299,0.5747631935047364,0.6284401050588101,2,3,Cl3
toc_uco_oc04_lestsensors_19,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6133333333333332,0.5177304964539007,0.3867693384669233,0.5714285714285714,0.5608930987821389,0.6470374720631656,2,3,Cl3
toc_uco_oc04_lestsensors_20,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6290909090909091,0.2647754137115839,0.304165208260413,0.49019607843137253,0.6468200270635996,0.6436888390162504,3,4,Cl4
toc_uco_oc04_lestsensors_21,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5042424242424243,0.46099290780141844,0.34756737836891843,0.5238095238095238,0.6373477672530443,0.5187931287622962,0,1,Cl1
toc_uco_oc04_lestsensors_22,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3751515151515152,0.3356973995271868,0.38116905845292265,0.5826330532212886,0.5987821380243569,0.3661950905747705,0,1,Cl1
toc_uco_oc04_lestsensors_23,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5193939393939394,0.3144208037825059,0.3097654882744137,0.5238095238095238,0.5876184032476316,0.46517702781296555,3,4,Cl4
toc_uco_oc04_lestsensors_24,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.2509090909090909,0.44208037825059104,0.25236261813090655,0.38095238095238093,0.7347767253044669,0.4977629666556266,3,4,Cl4
toc_uco_oc04_lestsensors_25,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.2393939393939394,0.3356973995271868,0.20126006300315016,0.3522408963585434,0.7510148849797037,0.44067337492132536,3,4,Cl4
toc_uco_oc04_lestsensors_26,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.13151515151515153,0.5957446808510638,0.215960798039902,0.288515406162465,0.7361299052774021,0.38358378318702413,3,4,Cl4
toc_uco_oc04_lestsensors_27,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.13151515151515153,0.6099290780141844,0.1781589079453973,0.2464985994397759,0.7374830852503372,0.32649419145272296,1,2,Cl2
toc_uco_oc04_lestsensors_28,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.2757575757575758,0.20567375886524822,0.1655582779138957,0.3179271708683473,0.702976995940459,0.2923674823785964,1,2,Cl2
toc_uco_oc04_lestsensors_29,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6818181818181818,0.2765957446808511,0.2663633181659083,0.46638655462184875,0.5399188092016235,0.3059442954221009,3,4,Cl4
toc_uco_oc04_lestsensors_30,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.756969696969697,0.23404255319148937,0.2495624781239062,0.453781512605042,0.5027063599458731,0.34732097703761183,2,3,Cl3
toc_uco_oc04_lestsensors_31,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.7224242424242423,0.27541371158392436,0.25096254812740637,0.4404761904761905,0.4996617050067662,0.361490399517121,3,4,Cl4
toc_uco_oc04_lestsensors_32,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.18727272727272729,0.19858156028368795,0.18515925796289814,0.29411764705882354,0.6556156968876856,0.37565982199663,3,4,Cl4
toc_uco_oc04_lestsensors_33,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.4448484848484848,0.2955082742316785,0.22016100805040253,0.26750700280112044,0.6535859269282811,0.3898292444761392,3,4,Cl4
toc_uco_oc04_lestsensors_34,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3951515151515152,0.28132387706855794,0.25796289814490725,0.3249299719887955,0.5568335588633297,0.4039986669556483,2,3,Cl3
toc_uco_oc04_lestsensors_35,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5727272727272728,0.5874704491725768,0.31746587329366466,0.4502801120448179,0.40054127198917555,0.41816808943515743,3,4,Cl4
toc_uco_oc04_lestsensors_36,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6557575757575757,0.5626477541371158,0.30136506825341264,0.44677871148459386,0.5446549391069021,0.4323375119146664,2,3,Cl3
toc_uco_oc04_lestsensors_37,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5712121212121211,0.25413711583924353,0.3461673083654182,0.542016806722689,0.669485791610285,0.42921335105546915,3,4,Cl4
toc_uco_oc04_lestsensors_38,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.4036363636363636,0.3286052009456265,0.33496674833741685,0.5,0.5142083897158332,0.39186609895756863,1,2,Cl2
toc_uco_oc04_lestsensors_39,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6018181818181818,0.15839243498817965,0.3307665383269163,0.5266106442577031,0.3697564276048718,0.35360865826289406,0,1,Cl1
toc_uco_oc04_lestsensors_40,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3248484848484849,0.19858156028368795,0.26356317815890795,0.4117647058823529,0.4303112313937751,0.4281489404458993,3,4,Cl4
toc_uco_oc04_lestsensors_41,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.23636363636363636,0.32387706855791965,0.1655582779138957,0.26750700280112044,0.45331529093369516,0.4811078678715892,3,4,Cl4
toc_uco_oc04_lestsensors_42,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.16727272727272727,0.4397163120567376,0.10535526776338816,0.1638655462184874,0.5541271989174557,0.5118191161356629,3,4,Cl4
toc_uco_oc04_lestsensors_43,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.22060606060606058,0.46572104018912525,0.11795589779488974,0.11904761904761905,0.5365358592692837,0.5425303643997365,3,4,Cl4
toc_uco_oc04_lestsensors_44,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.14424242424242426,0.5106382978723404,0.11655582779138955,0.12745098039215688,0.5202976995940469,0.5732416126638102,3,4,Cl4
toc_uco_oc04_lestsensors_45,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.21030303030303032,0.3120567375886525,0.0857542877143857,0.13025210084033614,0.45331529093369516,0.6039528609278837,3,4,Cl4
toc_uco_oc04_lestsensors_46,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.18424242424242426,0.4562647754137116,0.13055652782639132,0.1358543417366947,0.2543978349120444,0.6346641091919575,3,4,Cl4
toc_uco_oc04_lestsensors_47,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.2557575757575758,0.2931442080378251,0.19075953797689885,0.2507002801120448,0.13802435723951276,0.6653753574560309,2,3,Cl3
toc_uco_oc04_lestsensors_48,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.7854545454545454,0.27068557919621755,0.2285614280714036,0.38095238095238093,0.19519621109607627,0.6960866057201045,3,4,Cl4
toc_uco_oc04_lestsensors_49,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.39939393939393936,0.1796690307328605,0.19075953797689885,0.35714285714285715,0.29702300405954096,0.4359367402165143,2,3,Cl3
toc_uco_oc04_lestsensors_50,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5769696969696968,0.19148936170212766,0.14035701785089252,0.30532212885154064,0.3958051420838969,0.14462219044640062,3,4,Cl4
toc_uco_oc04_lestsensors_51,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5254545454545455,0.32269503546099293,0.1879593979698985,0.3333333333333333,0.423207036535859,0.1285720485109421,2,3,Cl3
toc_uco_oc04_lestsensors_52,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5309090909090909,0.8900709219858155,0.3139656982849142,0.47829131652661067,0.15730717185385645,0.34953920693900137,2,3,Cl3
toc_uco_oc04_lestsensors_53,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6133333333333332,0.8817966903073285,0.35806790339516975,0.5343137254901961,0.15020297699594037,0.5679663751991603,2,3,Cl3
toc_uco_oc04_lestsensors_54,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6569696969696969,0.7801418439716312,0.3307665383269163,0.5112044817927172,0.25372124492557496,0.5815592424019967,1,2,Cl2
toc_uco_oc04_lestsensors_55,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6393939393939393,0.7434988179669031,0.3328666433321666,0.49929971988795524,0.36874154262516956,0.549530443672273,2,3,Cl3
toc_uco_oc04_lestsensors_56,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.649090909090909,0.784869976359338,0.36016800840042,0.5406162464985995,0.28146143437077176,0.5067610410438188,3,4,Cl4
toc_uco_oc04_lestsensors_57,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5539393939393938,0.44208037825059104,0.27616380819040953,0.42296918767506997,0.4418132611637351,0.46261784024227126,2,3,Cl3
toc_uco_oc04_lestsensors_58,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.4812121212121212,0.6252955082742316,0.3195659782989149,0.5189075630252101,0.1133288227334247,0.41847463944072366,3,4,Cl4
toc_uco_oc04_lestsensors_59,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.48060606060606065,0.32505910165484636,0.2313615680784039,0.4313725490196078,0.36535859269282794,0.39617312653577513,3,4,Cl4
toc_uco_oc04_lestsensors_60,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5939393939393939,0.46099290780141844,0.28036401820091006,0.42997198879551823,0.4986468200270639,0.4236859895353508,3,4,Cl4
toc_uco_oc04_lestsensors_61,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.29151515151515145,0.40661938534278963,0.3489674483724186,0.37815126050420167,0.45805142083897193,0.4531147900697159,2,3,Cl3
toc_uco_oc04_lestsensors_62,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.46848484848484845,0.15130023640661938,0.3419670983549177,0.5322128851540616,0.4140730717185383,0.482543590604081,3,4,Cl4
toc_uco_oc04_lestsensors_63,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.18727272727272729,0.33806146572104023,0.31746587329366466,0.4397759103641456,0.5605548037889042,0.4927382175891939,3,4,Cl4
toc_uco_oc04_lestsensors_64,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.2290909090909091,0.40189125295508277,0.2663633181659083,0.3333333333333333,0.5250338294993238,0.482026134194685,3,4,Cl4
toc_uco_oc04_lestsensors_65,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.2909090909090909,0.4397163120567376,0.35036751837591873,0.3375350140056022,0.4566982408660349,0.4713140508001762,3,4,Cl4
toc_uco_oc04_lestsensors_66,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.24606060606060604,0.3333333333333333,0.271963598179909,0.41596638655462187,0.4915426251691478,0.4606019674056673,3,4,Cl4
toc_uco_oc04_lestsensors_67,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.21333333333333332,0.5862884160756501,0.1431571578578929,0.07002801120448178,0.4878213802435733,0.44988988401115837,3,4,Cl4
toc_uco_oc04_lestsensors_68,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.16606060606060608,0.49408983451536637,0.19495974798739937,0.14565826330532214,0.5703653585926924,0.43917780061664946,3,4,Cl4
toc_uco_oc04_lestsensors_69,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.18727272727272729,0.44208037825059104,0.16975848792439624,0.13445378151260504,0.5926928281461431,0.4284657172221406,3,4,Cl4
toc_uco_oc04_lestsensors_70,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.14060606060606062,0.5011820330969267,0.18235911795589782,0.17787114845938376,0.5730717185385665,0.41775363382763175,3,4,Cl4
toc_uco_oc04_lestsensors_71,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.08727272727272728,0.49881796690307323,0.22156107805390268,0.2549019607843137,0.673883626522327,0.4070415504331229,3,4,Cl4
toc_uco_oc04_lestsensors_72,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.2690909090909091,0.4373522458628841,0.22016100805040253,0.30392156862745096,0.7733423545331543,0.396329467038614,3,4,Cl4
toc_uco_oc04_lestsensors_73,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.14606060606060606,0.30023640661938533,0.23556177808890444,0.28291316526610644,0.784167794316643,0.38561738364410514,3,4,Cl4
toc_uco_oc04_lestsensors_74,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.36121212121212126,0.18203309692671393,0.31676583829191457,0.27521008403361347,0.7117726657645469,0.37490530024959623,3,4,Cl4
toc_uco_oc04_lestsensors_75,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.46484848484848484,0.3026004728132388,0.38256912845642277,0.23249299719887956,0.6644113667117735,0.3641932168550873,3,4,Cl4
toc_uco_oc04_lestsensors_76,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.45454545454545453,0.3640661938534279,0.39376968848442423,0.33613445378151263,0.6677943166441133,0.3534811334605784,2,3,Cl3
toc_uco_oc04_lestsensors_77,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5381818181818182,0.6122931442080378,0.4343717185859292,0.5742296918767508,0.6055480378890401,0.34276905006606956,2,3,Cl3
toc_uco_oc04_lestsensors_78,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5509090909090909,0.7978723404255319,0.46167308365418264,0.642156862745098,0.540595399188093,0.3320569666715607,2,3,Cl3
toc_uco_oc04_lestsensors_79,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6878787878787878,0.47635933806146563,0.43017150857542874,0.6414565826330533,0.5460081190798373,0.32134488327705174,3,4,Cl4
toc_uco_oc04_lestsensors_80,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5,0.21040189125295508,0.38816940847042347,0.5406162464985995,0.6495263870094719,0.3106327998825429,3,4,Cl4
toc_uco_oc04_lestsensors_81,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5387878787878787,0.18439716312056736,0.36016800840042,0.4726890756302521,0.6654262516914757,0.299920716488034,3,4,Cl4
toc_uco_oc04_lestsensors_82,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5254545454545455,0.25886524822695034,0.38746937346867344,0.5168067226890757,0.5216508795669821,0.2892086330935252,2,3,Cl3
toc_uco_oc04_lestsensors_83,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5963636363636363,0.5319148936170213,0.3587679383969198,0.5042016806722689,0.3673883626522325,0.2784965496990163,2,3,Cl3
toc_uco_oc04_lestsensors_84,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.586060606060606,0.7364066193853428,0.2593629681484074,0.4054621848739496,0.33457374830852604,0.26778446630450736,2,3,Cl3
toc_uco_oc04_lestsensors_85,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.663030303030303,0.6973995271867612,0.30696534826741334,0.4397759103641456,0.5108254397834915,0.2570723829099985,3,4,Cl4
toc_uco_oc04_lestsensors_86,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.643030303030303,0.3900709219858156,0.34546727336366817,0.4810924369747899,0.6975642760487146,0.2463602995154896,3,4,Cl4
toc_uco_oc04_lestsensors_87,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5042424242424243,0.3144208037825059,0.36716835841792084,0.4985994397759103,0.5960757780784847,0.23564821612098075,3,4,Cl4
toc_uco_oc04_lestsensors_88,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6133333333333332,0.7541371158392435,0.33496674833741685,0.5014005602240896,0.35859269282814654,0.22493613272647184,2,3,Cl3
toc_uco_oc04_lestsensors_89,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.76,0.49645390070921985,0.2817640882044102,0.4509803921568628,0.5317997293640051,0.21422404933196298,2,3,Cl3
toc_uco_oc04_lestsensors_90,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.7363636363636363,0.4397163120567376,0.25236261813090655,0.4117647058823529,0.5703653585926924,0.20351196593745408,3,4,Cl4
toc_uco_oc04_lestsensors_91,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5624242424242423,0.3262411347517731,0.23066153307665385,0.3865546218487395,0.6251691474966167,0.19279988254294517,2,3,Cl3
toc_uco_oc04_lestsensors_92,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6557575757575757,0.5224586288416075,0.3153657682884144,0.46918767507002795,0.5663058186738833,0.18208779914843634,2,3,Cl3
toc_uco_oc04_lestsensors_93,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.6387878787878787,0.2955082742316785,0.25236261813090655,0.4320728291316527,0.5635994587280111,0.17137571575392743,2,3,Cl3
toc_uco_oc04_lestsensors_94,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3648484848484849,0.15130023640661938,0.24536226811340567,0.40616246498599434,0.7347767253044669,0.21200021105564523,3,4,Cl4
toc_uco_oc04_lestsensors_95,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.49878787878787884,0.22931442080378253,0.35316765838291914,0.36694677871148457,0.6806495263870103,0.19580916899133752,2,3,Cl3
toc_uco_oc04_lestsensors_96,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5466666666666665,0.3451536643026005,0.33776688834441715,0.42857142857142855,0.5784844384303108,0.17488713111143736,0,1,Cl1
toc_uco_oc04_lestsensors_97,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.06909090909090909,0.3404255319148936,0.32096604830241504,0.4397759103641456,0.6962110960757777,0.5372522387228557,3,4,Cl4
toc_uco_oc04_lestsensors_98,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.19878787878787876,0.3262411347517731,0.41757087854392716,0.42436974789915966,0.7110960757780774,0.5968855310202107,3,4,Cl4
toc_uco_oc04_lestsensors_99,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.41757575757575754,0.2553191489361702,0.5099754987749386,0.4411764705882353,0.6664411366711781,0.5863004683774156,3,4,Cl4
toc_uco_oc04_lestsensors_100,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.27212121212121215,0.2978723404255319,0.567378368918446,0.42016806722689076,0.6312584573748304,0.5757154057346201,3,4,Cl4
toc_uco_oc04_lestsensors_101,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.16606060606060608,0.34988179669030733,0.5057752887644381,0.42016806722689076,0.5257104194857913,0.5651303430918249,3,4,Cl4
toc_uco_oc04_lestsensors_102,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.15757575757575754,0.5910165484633569,0.3755687784389219,0.37114845938375346,0.4594046008119089,0.5545452804490295,3,4,Cl4
toc_uco_oc04_lestsensors_103,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.16848484848484846,0.5638297872340425,0.3678683934196709,0.30392156862745096,0.4729364005412717,0.5439602178062342,3,4,Cl4
toc_uco_oc04_lestsensors_104,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.20606060606060606,0.42316784869976365,0.40217010850542523,0.376750700280112,0.43166441136671213,0.5333751551634387,3,4,Cl4
toc_uco_oc04_lestsensors_105,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.35030303030303034,0.40898345153664306,0.4259712985649282,0.5336134453781513,0.3876860622462785,0.5227900925206433,3,4,Cl4
toc_uco_oc04_lestsensors_106,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.4139393939393939,0.35933806146572106,0.4812740637031851,0.5595238095238096,0.4451962110960767,0.5122050298778481,3,4,Cl4
toc_uco_oc04_lestsensors_107,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3024242424242424,0.22695035460992904,0.4609730486524326,0.5672268907563025,0.4803788903924225,0.4989406232535952,3,4,Cl4
toc_uco_oc04_lestsensors_108,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3751515151515152,0.1796690307328605,0.4595729786489324,0.5826330532212886,0.5000000000000009,0.3249155777418881,2,3,Cl3
toc_uco_oc04_lestsensors_109,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.4460606060606061,0.1796690307328605,0.47497374868743436,0.5896358543417366,0.5818673883626525,0.13882820097072296,3,4,Cl4
toc_uco_oc04_lestsensors_110,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.48727272727272725,0.1962174940898345,0.5533776688834442,0.6008403361344538,0.5744248985115017,0.26631365714881505,2,3,Cl3
toc_uco_oc04_lestsensors_111,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3751515151515152,0.17021276595744678,0.5323766188309416,0.6631652661064426,0.5067658998646823,0.4070067814426365,1,2,Cl2
toc_uco_oc04_lestsensors_112,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.40030303030303027,0.16075650118203308,0.46307315365768287,0.6463585434173669,0.49018944519621077,0.22869855281379475,1,2,Cl2
toc_uco_oc04_lestsensors_113,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5139393939393939,0.17257683215130024,0.45257262863143155,0.6036414565826331,0.5378890392422189,0.15064979556243688,3,4,Cl4
toc_uco_oc04_lestsensors_114,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.4878787878787879,0.3404255319148936,0.43997199859992997,0.6022408963585434,0.6045331529093378,0.14050577719642468,0,1,Cl1
toc_uco_oc04_lestsensors_115,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5563636363636364,0.20094562647754136,0.46587329366468316,0.5861344537815126,0.7110960757780774,0.44730949933930403,0,1,Cl1
toc_uco_oc04_lestsensors_116,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3927272727272727,0.1867612293144208,0.5687784389219461,0.5448179271708684,0.7070365358592682,0.1286613566289825,3,4,Cl4
toc_uco_oc04_lestsensors_117,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.4721212121212121,0.18912529550827423,0.6443822191109556,0.4635854341736695,0.6745602165087965,0.1381588606665688,3,4,Cl4
toc_uco_oc04_lestsensors_118,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.64,0.22695035460992904,0.6107805390269514,0.46778711484593843,0.6170500676589983,0.20863309352517984,3,4,Cl4
toc_uco_oc04_lestsensors_119,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5793939393939392,0.2624113475177305,0.4903745187259363,0.5994397759103642,0.6014884979702309,0.27910732638379093,3,4,Cl4
toc_uco_oc04_lestsensors_120,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5993939393939393,0.14184397163120566,0.43017150857542874,0.5882352941176471,0.5703653585926924,0.349581559242402,1,2,Cl2
toc_uco_oc04_lestsensors_121,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.7624242424242423,0.30023640661938533,0.42877143857192856,0.5910364145658265,0.5791610284167803,0.4406260705721137,3,4,Cl4
toc_uco_oc04_lestsensors_122,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.7872727272727272,0.37352245862884165,0.38256912845642277,0.4894957983193277,0.6112990527740192,0.46571314377069767,3,4,Cl4
toc_uco_oc04_lestsensors_123,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.1781818181818182,0.6052009456264775,0.3139656982849142,0.4369747899159664,0.6617050067658995,0.48431051077505344,3,4,Cl4
toc_uco_oc04_lestsensors_124,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.07393939393939394,0.6288416075650117,0.2915645782289114,0.3277310924369748,0.6860622462787547,0.5029078777794092,3,4,Cl4
toc_uco_oc04_lestsensors_125,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.10060606060606062,0.5319148936170213,0.3223661183059153,0.35714285714285715,0.6170500676589983,0.5215052447837648,3,4,Cl4
toc_uco_oc04_lestsensors_126,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3042424242424242,0.40898345153664306,0.34756737836891843,0.40756302521008403,0.5155615696887683,0.5401026117881206,0,1,Cl1
toc_uco_oc04_lestsensors_127,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5878787878787878,0.18912529550827423,0.36576828841442066,0.5560224089635853,0.4161028416779429,0.42067264555702366,0,1,Cl1
toc_uco_oc04_lestsensors_128,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.3587878787878787,0.21040189125295508,0.3559677983899195,0.5560224089635853,0.37753721244925553,0.8448787553807886,3,4,Cl4
toc_uco_oc04_lestsensors_129,toc_uco_oc04_lestsensors,oc04_LESTSensors,0.5654545454545454,0.7777777777777777,0.3461673083654182,0.5301120448179272,0.2980378890392433,0.9827165774035606,2,3,Cl3
