alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,source_y,class_index,class_label
toc_uco_oc04_support_39,toc_uco_oc04_support,oc04_support,0.31017658837791906,1.0,0.0,0.0,0.034334763948497854,0.12487660414610069,0.14285714285714285,0.0,0.0138970853872545,0.02225373147860027,0.18983958046741392,0.45,0.09353118208555938,0.26666666666666666,0.3125,0.6091644204851752,0.052171743844011624,0.3157894736842105,0.2857142857142857,0,1,Cl1
toc_uco_oc04_support_40,toc_uco_oc04_support,oc04_support,0.6970271777887628,0.0,1.0,0.0,0.04291845493562232,0.175715695952616,0.2857142857142857,0.26,0.031694293239505573,0.04428785037154847,0.2058823610522176,0.4166666666666667,0.08053640409141127,0.48333333333333334,0.375,0.6091644204851752,0.0782655774819432,0.17543859649122806,0.2857142857142857,0,1,Cl1
toc_uco_oc04_support_41,toc_uco_oc04_support,oc04_support,0.2591738861323148,1.0,1.0,0.0,0.04721030042918455,0.21767028627838106,0.42857142857142855,0.0,0.0164068115864008,0.024849424589683207,0.11764706783579733,0.6666666666666666,0.052524352447869176,0.2833333333333333,0.34375,0.4025157232704403,0.2608799511002723,0.42105263157894735,0.0,0,1,Cl1
toc_uco_oc04_support_42,toc_uco_oc04_support,oc04_support,0.40858689827104977,1.0,1.0,0.0,0.017167381974248927,0.12783810463968412,0.14285714285714285,0.0,0.005325551371814496,0.010539408365250776,0.21390375134461945,0.40555555555555556,0.091537998084799,0.20666666666666667,0.3125,0.5058400718778078,0.043477337857771504,0.22807017543859648,0.25125558,0,1,Cl1
toc_uco_oc04_support_43,toc_uco_oc04_support,oc04_support,0.572407433973305,0.0,1.0,0.0,0.017167381974248927,0.7922013820335637,0.2857142857142857,0.0,0.0403958426231684,0.03970011844988162,0.11764706783579733,0.31666666666666665,0.08653549706328273,0.38333333333333336,0.34375,0.46001796945193174,0.11304320194869541,0.2982456140350877,0.0,0,1,Cl1
toc_uco_oc04_support_44,toc_uco_oc04_support,oc04_support,0.3719290164609899,0.0,0.0,0.0,0.05150214592274678,0.34501480750246794,0.5714285714285714,0.0,0.022980554915071862,0.03024613731734708,0.2673796042743581,0.6388888888888888,0.075533903069895,0.22666666666666666,0.375,0.4249775381850854,0.18261968084917765,0.19298245614035087,0.7142857142857143,0,1,Cl1
toc_uco_oc04_support_45,toc_uco_oc04_support,oc04_support,0.34204878539891725,0.0,0.0,0.0,0.008583690987124463,0.7620927936821322,0.14285714285714285,0.0,0.013023544632007413,0.010887434913390726,0.18181819017501208,0.35,0.06652549297721765,0.24,0.375,0.6091644204851752,0.052171743844011624,0.43859649122807015,0.14285714285714285,0,1,Cl1
toc_uco_oc04_support_46,toc_uco_oc04_support,oc04_support,0.4444055549215864,1.0,1.0,0.0,0.02575107296137339,0.06268509378084897,0.42857142857142855,0.0,0.01021467094769353,0.016078510988947664,0.19786097075981576,0.37777777777777777,0.1525646020932494,0.3566666666666667,0.46875,0.47079964061096136,0.043477337857771504,0.3157894736842105,0.14285714285714285,0,1,Cl1
toc_uco_oc04_support_47,toc_uco_oc04_support,oc04_support,0.515441072793904,1.0,1.0,0.0,0.055793991416309016,0.25666337611056267,0.14285714285714285,0.0,0.07928127233581074,0.08575627368197296,0.25668433646915995,0.5666666666666667,0.1285486892361733,0.3,0.3125,0.5175202156334232,0.10435941146773592,0.3333333333333333,0.2936662942857143,0,1,Cl1
toc_uco_oc04_support_48,toc_uco_oc04_support,oc04_support,0.6872799340111875,0.0,0.0,0.0,0.04291845493562232,0.2211253701875617,0.42857142857142855,0.26,0.0164242591070856,0.023126519046100698,0.21390375134461945,0.42777777777777776,0.1635661963867872,0.3933333333333333,0.4375,0.4249775381850854,0.06956055616435303,0.2631578947368421,0.0,0,1,Cl1
toc_uco_oc04_support_49,toc_uco_oc04_support,oc04_support,0.6177974602019648,1.0,1.0,0.0,0.05150214592274678,0.06910167818361303,0.0,0.0,0.04993055689577474,0.07011592721927058,0.37433155719265626,0.37222222222222223,0.12456232123465251,0.36666666666666664,0.21875,0.7008086253369272,0.1652096373443444,0.45614035087719296,0.0,0,1,Cl1
toc_uco_oc04_support_50,toc_uco_oc04_support,oc04_support,0.7060846909171088,0.0,1.0,0.0,0.04291845493562232,0.18904244817374136,0.42857142857142855,0.0,0.039495215332874894,0.0452529769336463,0.438502679531871,0.42777777777777776,0.06753185551241798,0.23333333333333334,0.3125,0.4132973944294699,0.1739146595315875,0.3508771929824561,0.0,0,1,Cl1
toc_uco_oc04_support_51,toc_uco_oc04_support,oc04_support,0.2446658087964023,0.0,1.0,0.0,0.004291845493562232,0.29615004935834155,0.42857142857142855,0.0,0.0030760146362092122,0.006650755761466268,0.08556150666618996,0.5611111111111111,0.037516849383320366,0.24,0.25,0.48247978436657685,0.034782931871531385,0.3157894736842105,0.5025809157142856,0,1,Cl1
toc_uco_oc04_support_52,toc_uco_oc04_support,oc04_support,0.3212268291887377,1.0,0.0,0.0,0.12446351931330472,0.06663376110562685,0.2857142857142857,0.0,0.08952133691011029,0.11643159167188487,0.27807487368383416,0.2222222222222222,0.07953981204100606,0.22,0.46875,0.37915543575920935,0.6261511608798448,0.21052631578947367,0.16667829285714286,0,1,Cl1
toc_uco_oc04_support_53,toc_uco_oc04_support,oc04_support,0.09919944797092728,0.0,0.0,0.0,0.15021459227467812,0.6939782823297137,0.2857142857142857,0.0,0.06062542132258811,0.07927510439596323,0.23395722707562405,0.45,0.04151298786963628,0.41333333333333333,0.5,0.7241689128481581,0.034782931871531385,0.2982456140350877,0.0,0,1,Cl1
toc_uco_oc04_support_54,toc_uco_oc04_support,oc04_support,0.0021297953245696935,0.0,1.0,0.0,0.13733905579399142,0.3079960513326752,0.14285714285714285,0.0,0.2699190146460281,0.2938744764195098,0.5628342290640995,0.7666666666666667,0.2846423539231732,0.48333333333333334,0.15625,0.7241689128481581,0.060876765683393536,0.38596491228070173,0.07067871099999999,0,1,Cl1
toc_uco_oc04_support_55,toc_uco_oc04_support,oc04_support,0.8504489705704037,0.0,0.0,0.0,0.04291845493562232,0.1742349457058243,0.42857142857142855,0.09,0.023657718291232394,0.03385817822801538,0.1497326290054047,0.3277777777777778,0.24661553025205354,0.2,0.375,0.37915543575920935,0.1739146595315875,0.40350877192982454,0.42857142857142855,0,1,Cl1
toc_uco_oc04_support_56,toc_uco_oc04_support,oc04_support,0.5279568033091175,1.0,1.0,0.0,0.004291845493562232,0.7181638696939783,0.2857142857142857,0.0,0.0019031676686991725,0.005550427405589042,0.10160428725099364,0.5888888888888889,0.06652549297721765,0.42,0.375,0.44833782569631625,0.06956055616435303,0.3684210526315789,0.0,0,1,Cl1
toc_uco_oc04_support_57,toc_uco_oc04_support,oc04_support,0.37209189124674974,0.0,1.0,0.0,0.0,0.37561697926949655,0.14285714285714285,0.0,0.006436099308717767,0.00811539756262157,0.1497326290054047,0.5277777777777778,0.05052139796231365,0.26,0.3125,0.47079964061096136,0.06956055616435303,0.38596491228070173,0.2665318085714286,0,1,Cl1
toc_uco_oc04_support_58,toc_uco_oc04_support,oc04_support,0.6820427112800463,1.0,0.0,0.0,0.06866952789699571,0.16436327739387957,0.2857142857142857,0.0,0.011658383265667783,0.02819419326666846,0.13368984842060103,0.38333333333333336,0.10253959187808669,0.31,0.34375,0.3674752920035939,0.08694936796290269,0.21052631578947367,0.5714285714285714,0,1,Cl1
toc_uco_oc04_support_59,toc_uco_oc04_support,oc04_support,0.7230228881200562,0.0,0.0,0.0,0.017167381974248927,0.7902270483711747,0.42857142857142855,0.0,0.005318779738052891,0.011077785076851563,0.11764706783579733,0.6055555555555555,0.06152299195570137,0.25333333333333335,0.4375,0.4941599281221923,0.026088525885291262,0.38596491228070173,0.5714285714285714,0,1,Cl1
toc_uco_oc04_support_60,toc_uco_oc04_support,oc04_support,0.5724449025031132,1.0,1.0,0.0,0.012875536480686695,0.04985192497532083,0.2857142857142857,0.0,0.005080418229644384,0.009170501881752443,0.18181819017501208,0.4388888888888889,0.07253435653393427,0.43333333333333335,0.375,0.6900269541778976,0.06956055616435303,0.08771929824561403,0.0,0,1,Cl1
toc_uco_oc04_support_61,toc_uco_oc04_support,oc04_support,0.6387822899450694,1.0,1.0,0.0,0.004291845493562232,0.06465942744323791,0.42857142857142855,0.09,0.016046401943188023,0.018030543012673497,0.40641711836226363,0.45,0.091537998084799,0.46,0.3125,0.47079964061096136,0.704284040023585,0.2982456140350877,0.14285714285714285,0,1,Cl1
toc_uco_oc04_support_62,toc_uco_oc04_support,oc04_support,0.6021117908359258,1.0,0.0,0.0,0.017167381974248927,0.2704837117472853,0.42857142857142855,0.0,0.010845787214275145,0.014215106265550548,0.29411765426863784,0.6944444444444444,0.07953981204100606,0.44333333333333336,0.375,0.44833782569631625,0.15650461602675425,0.3333333333333333,0.07067871099999999,0,1,Cl1
toc_uco_oc04_support_63,toc_uco_oc04_support,oc04_support,0.803905822680568,0.0,1.0,0.0,0.034334763948497854,0.8065153010858835,0.5714285714285714,0.0,0.014719161725913383,0.02234895158409109,0.14171123871300287,0.5833333333333334,0.10154300062808165,0.22666666666666666,0.375,0.5058400718778078,0.1304320137472451,0.3508771929824561,0.6072823657142857,0,1,Cl1
toc_uco_oc04_support_64,toc_uco_oc04_support,oc04_support,0.482341199166722,1.0,0.0,0.0,0.012875536480686695,0.07354392892398816,0.2857142857142857,0.0,0.00679635022483517,0.009531794022698839,0.1497326290054047,0.45,0.06753185551241798,0.25333333333333335,0.3125,0.5633423180592992,0.026088525885291262,0.3333333333333333,0.0,0,1,Cl1
toc_uco_oc04_support_65,toc_uco_oc04_support,oc04_support,0.6879314331542266,0.0,1.0,0.0,0.05150214592274678,0.3109575518262586,0.14285714285714285,0.0,0.06071616121499362,0.0800347041506119,0.41176462953759124,0.3611111111111111,0.11955982021313624,0.36333333333333334,0.625,0.6549865229110512,0.09565438928049286,0.2807017543859649,0.0,0,1,Cl1
toc_uco_oc04_support_66,toc_uco_oc04_support,oc04_support,0.24083213687089697,0.0,0.0,0.0,0.05150214592274678,0.43237907206317866,0.42857142857142855,0.0,0.062130078344416806,0.07434062626053083,0.39572184895278756,0.6277777777777778,0.09353118208555938,0.4166666666666667,0.15625,0.6091644204851752,0.060876765683393536,0.42105263157894735,0.8571428571428571,0,1,Cl1
toc_uco_oc04_support_67,toc_uco_oc04_support,oc04_support,0.9025543265336832,1.0,0.0,0.0,0.008583690987124463,0.510365251727542,0.5714285714285714,0.09,0.003919760202905234,0.006466113012711913,0.05347594549658259,0.31666666666666665,0.277607586861666,0.26666666666666666,0.3125,0.4132973944294699,0.06956055616435303,0.24561403508771928,0.42857142857142855,0,1,Cl1
toc_uco_oc04_support_68,toc_uco_oc04_support,oc04_support,0.3591624746867082,0.0,0.0,0.0,0.04291845493562232,0.3415597235932873,0.0,0.0,0.08586736333234805,0.09472389012460927,0.23796792222182497,0.29444444444444445,0.06453230897645724,0.2,0.375,0.47079964061096136,0.034782931871531385,0.2982456140350877,0.0,0,1,Cl1
toc_uco_oc04_support_69,toc_uco_oc04_support,oc04_support,0.5845595642725824,0.0,0.0,0.0,0.02575107296137339,0.6426456071076012,0.5714285714285714,1.0,0.013879479139474325,0.013587421928722624,0.2058823610522176,0.2611111111111111,0.09753709105667045,0.32666666666666666,0.171875,0.4366576819407008,0.01739411989905114,0.8771929824561403,0.14285714285714285,0,1,Cl1
toc_uco_oc04_support_70,toc_uco_oc04_support,oc04_support,0.7161324496680361,0.0,1.0,0.0,0.012875536480686695,0.49259624876604147,0.2857142857142857,0.0,0.003464706414125357,0.007395724484294827,0.1497326290054047,0.40555555555555556,0.07353094848428944,0.21333333333333335,0.3125,0.44833782569631625,0.12174822326628561,0.3684210526315789,0.0,0,1,Cl1
toc_uco_oc04_support_71,toc_uco_oc04_support,oc04_support,0.7258796946984462,1.0,1.0,0.0,0.034334763948497854,0.05231984205330701,0.14285714285714285,0.0,0.01332420517102269,0.018979322569120306,0.0935828969585918,0.6555555555555556,0.16755256438830798,0.2833333333333333,0.3125,0.3908355795148248,0.09565438928049286,0.3508771929824561,0.0,0,1,Cl1
toc_uco_oc04_support_72,toc_uco_oc04_support,oc04_support,0.6992569555930644,0.0,1.0,0.0,0.008583690987124463,0.8998025666337611,0.2857142857142857,0.0,0.003941429430942371,0.0074232961080570245,0.1497326290054047,0.5944444444444444,0.03251434836180409,0.26666666666666666,0.328125,0.5399820305480683,0.06956055616435303,0.22807017543859648,0.0,0,1,Cl1
toc_uco_oc04_support_73,toc_uco_oc04_support,oc04_support,0.4489656617969125,1.0,1.0,0.0,0.12017167381974249,0.18311944718657452,0.42857142857142855,0.0,0.07197197085353396,0.10103902955612667,0.3943850329236609,0.35,0.0005002043022537747,0.4,0.375,0.6900269541778976,0.052171743844011624,0.14035087719298245,0.0,0,1,Cl1
toc_uco_oc04_support_74,toc_uco_oc04_support,oc04_support,0.5666188837569087,0.0,0.0,0.0,0.012875536480686695,0.7339585389930898,0.2857142857142857,0.0,0.008306424553673154,0.009979857706477352,0.13368984842060103,0.6944444444444444,0.09554390715596009,0.29333333333333333,0.34375,0.44833782569631625,0.043477337857771504,0.3684210526315789,0.0,0,1,Cl1
toc_uco_oc04_support_75,toc_uco_oc04_support,oc04_support,0.5837956582872839,1.0,0.0,0.0,0.03862660944206009,0.33070088845014806,0.14285714285714285,0.0,0.03506792117953734,0.045546940599625316,0.3021390445610397,0.5722222222222222,0.07653049502025018,0.3433333333333333,0.46875,0.4941599281221923,0.1304320137472451,0.2631578947368421,0.0,0,1,Cl1
