alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,source_y,class_index,class_label
toc_uco_oc04_problematicinternetusage_11,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,0.0,0.7415427710588525,0.5974025974025974,0.5886243386243387,0.3333333333333333,0.4864864864864865,0.45454545454545453,0.4,0.4,0.6,0.2,0.2,0.6,0.2,0.6,0.6,0.4,0.4,0.0,0.4,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.3225806451612903,0.39436619718309857,0.5645161290322581,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_12,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6153846153846154,0.0,0.4471098002131951,0.8181818181818182,0.46164021164021163,0.3273809523809524,0.44144144144144143,0.4090909090909091,1.0,0.8,0.8,0.6,0.6,0.6,0.0,0.2,0.4,0.4,0.8,0.2,0.6,0.8,0.4,0.4,0.4,0.6,0.4,0.2,0.5483870967741935,0.323943661971831,0.46774193548387094,1.0,2,3,Cl3
toc_uco_oc04_problematicinternetusage_13,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.37067400133716233,0.4077922077922079,0.22751322751322753,0.30357142857142855,0.5495495495495496,0.4805194805194805,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0967741935483871,0.028169014084507043,0.03225806451612903,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_14,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.07692307692307693,0.0,0.3810397770092516,0.24675324675324675,0.18253968253968256,0.36904761904761907,0.6396396396396397,0.4025974025974026,0.6,0.6,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.1935483870967742,0.19718309859154928,0.27419354838709675,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_15,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6153846153846154,0.0,0.5040699269401794,0.5896103896103897,0.39616402116402116,0.3630952380952381,0.44144144144144143,0.525974025974026,0.8,0.8,0.8,0.2,0.8,0.4,0.8,0.6,0.4,0.6,0.4,0.2,0.6,0.4,0.6,0.4,0.6,0.2,0.2,0.2,0.5376344086021505,0.15492957746478872,0.20967741935483872,1.0,2,3,Cl3
toc_uco_oc04_problematicinternetusage_16,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,0.0,0.40066195898762547,0.4805194805194805,0.2724867724867725,0.3630952380952381,0.5765765765765766,0.512987012987013,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.17204301075268819,0.056338028169014086,0.06451612903225806,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_17,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.38182228915867145,0.3246753246753247,0.20701058201058203,0.25595238095238093,0.5855855855855856,0.2662337662337662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19718309859154928,0.27419354838709675,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_18,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.07692307692307693,0.0,0.3552417768907525,0.2857142857142857,0.18121693121693122,0.3333333333333333,0.4864864864864865,0.4025974025974026,1.0,0.8,0.8,0.8,1.0,0.4,0.0,0.0,0.0,0.4,0.8,0.2,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.2,0.5483870967741935,0.6197183098591549,0.9032258064516129,0.3333333333333333,2,3,Cl3
toc_uco_oc04_problematicinternetusage_19,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.4345448442263072,0.5584415584415584,0.3280423280423281,0.40476190476190477,0.5495495495495496,0.38961038961038963,0.6,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07526881720430108,0.323943661971831,0.46774193548387094,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_20,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.8461538461538461,1.0,0.4641190935334374,0.6363636363636364,0.3869047619047619,0.35119047619047616,0.43243243243243246,0.34415584415584416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.14084507042253522,0.1935483870967742,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_21,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.40475749602287936,0.5584415584415584,0.3055555555555556,0.3869047619047619,0.5405405405405406,0.43506493506493504,0.4,0.4,0.6,0.0,0.4,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.26881720430107525,0.2535211267605634,0.3548387096774194,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_22,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.9230769230769231,1.0,0.6959236360263026,0.6948051948051948,0.6230158730158731,0.3630952380952381,0.36036036036036034,0.5454545454545454,0.2,0.8,0.4,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.3655913978494624,0.09859154929577464,0.12903225806451613,1.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_23,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.07692307692307693,0.0,0.3432338217093654,0.2077922077922078,0.15410052910052913,0.31547619047619047,0.5135135135135135,0.3181818181818182,0.2,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.6,0.4,0.2,0.2,0.2,0.0,0.1935483870967742,0.18309859154929578,0.25806451612903225,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_24,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.601363788470568,0.42857142857142855,0.38029100529100535,0.27380952380952384,0.3963963963963964,0.461038961038961,0.8,0.8,0.8,0.8,0.8,0.2,0.0,0.4,0.2,0.0,0.8,0.0,0.2,0.0,0.6,0.0,0.4,0.0,0.4,0.0,0.3870967741935484,0.23943661971830985,0.3387096774193548,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_25,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,1.0,0.4284176247500408,0.6363636363636364,0.35714285714285715,0.2619047619047619,0.2972972972972973,0.3181818181818182,0.8,0.8,0.8,0.2,1.0,0.4,0.0,0.0,0.2,0.0,0.4,0.0,0.6,0.0,0.8,0.8,0.6,0.6,0.6,0.6,0.4946236559139785,0.8028169014084507,1.0,0.3333333333333333,1,2,Cl2
toc_uco_oc04_problematicinternetusage_26,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.8461538461538461,1.0,0.43928766833482197,0.6883116883116883,0.39021164021164023,0.3333333333333333,0.40540540540540543,0.4935064935064935,0.6,0.4,0.4,0.2,0.6,0.2,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.27956989247311825,0.15492957746478872,0.20967741935483872,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_27,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,1.0,0.32570652858942367,0.4025974025974026,0.19841269841269843,0.31547619047619047,0.42342342342342343,0.44155844155844154,0.4,0.4,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.10752688172043011,0.15492957746478872,0.20967741935483872,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_28,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,1.0,0.3430775433000302,0.4025974025974026,0.208994708994709,0.375,0.6036036036036037,0.4155844155844156,0.2,0.4,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.10752688172043011,0.07042253521126761,0.08064516129032258,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_29,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.9230769230769231,0.0,0.4577889719133886,0.948051948051948,0.5436507936507937,0.3392857142857143,0.5045045045045045,0.461038961038961,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.6,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.3655913978494624,0.16901408450704225,0.24193548387096775,0.6666666666666666,1,2,Cl2
toc_uco_oc04_problematicinternetusage_30,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6923076923076923,1.0,0.5026381521373687,0.7077922077922078,0.45701058201058203,0.25,0.2972972972972973,0.43506493506493504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38028169014084506,0.5483870967741935,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_31,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.36003388551999627,0.2727272727272727,0.1798941798941799,0.3869047619047619,0.5585585585585585,0.42857142857142855,1.0,0.8,0.8,0.2,0.6,0.2,0.0,0.6,0.0,0.2,0.8,0.0,0.2,0.4,0.4,0.6,0.6,0.6,0.6,0.0,0.46236559139784944,0.3380281690140845,0.4838709677419355,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_32,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6153846153846154,1.0,0.39759036135954334,0.7792207792207793,0.3928571428571429,0.44642857142857145,0.32432432432432434,0.42857142857142855,0.4,0.2,0.4,0.2,0.2,0.4,0.2,0.4,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.3118279569892473,0.11267605633802817,0.14516129032258066,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_33,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.3370515716547041,0.538961038961039,0.24801587301587302,0.3273809523809524,0.5315315315315315,0.42207792207792205,0.8,0.8,0.8,0.2,1.0,0.2,0.0,0.4,0.4,0.4,0.6,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6236559139784946,0.23943661971830985,0.3387096774193548,0.0,2,3,Cl3
toc_uco_oc04_problematicinternetusage_34,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,1.0,0.31270636496722687,0.461038961038961,0.20701058201058203,0.26785714285714285,0.2972972972972973,0.3961038961038961,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.26881720430107525,0.3380281690140845,0.4838709677419355,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_35,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.3854480422189404,0.5844155844155844,0.30092592592592593,0.44642857142857145,0.42342342342342343,0.5194805194805194,0.6,1.0,1.0,0.2,1.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.2,0.2,0.44086021505376344,0.14084507042253522,0.1935483870967742,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_36,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,1.0,0.40589826557334907,0.36363636363636365,0.23346560846560846,0.2619047619047619,0.4144144144144144,0.33116883116883117,0.6,0.6,0.8,0.2,0.4,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.2,0.3010752688172043,0.30985915492957744,0.45161290322580644,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_37,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.07692307692307693,1.0,0.3575952966918756,0.34415584415584416,0.19973544973544974,0.3333333333333333,0.4864864864864865,0.2012987012987013,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7956989247311828,0.15492957746478872,0.20967741935483872,0.3333333333333333,2,3,Cl3
toc_uco_oc04_problematicinternetusage_38,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.8461538461538461,0.0,0.4881055413331211,0.8181818181818182,0.5039682539682541,0.3273809523809524,0.7477477477477478,0.43506493506493504,0.6,0.8,1.0,0.4,0.6,0.2,0.0,0.6,0.4,0.0,1.0,0.0,0.8,0.0,0.4,0.8,0.8,1.0,0.8,0.4,0.5698924731182796,0.08450704225352113,0.11290322580645161,1.0,2,3,Cl3
toc_uco_oc04_problematicinternetusage_39,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,0.0,0.4109848855240181,0.7077922077922078,0.3736772486772487,0.32142857142857145,0.6036036036036037,0.38311688311688313,0.8,0.8,0.8,0.2,0.8,0.4,0.4,0.4,0.4,0.8,0.0,0.0,0.2,0.2,0.4,0.2,0.6,0.6,0.4,0.2,0.46236559139784944,0.09859154929577464,0.12903225806451613,0.6666666666666666,1,2,Cl2
toc_uco_oc04_problematicinternetusage_40,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,1.0,0.516528925632383,0.3116883116883117,0.2744708994708995,0.31547619047619047,0.5045045045045045,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4225352112676056,0.6129032258064516,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_41,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,1.0,0.3148496442597284,0.4025974025974026,0.1917989417989418,0.27976190476190477,0.4144144144144144,0.4090909090909091,0.4,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.12903225806451613,0.28169014084507044,0.4032258064516129,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_42,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.3953313253916912,0.42857142857142855,0.25,0.35119047619047616,0.43243243243243246,0.4155844155844156,1.0,0.8,1.0,0.8,1.0,1.0,0.0,0.8,0.2,0.8,0.0,0.8,0.8,0.0,1.0,0.8,0.8,0.8,0.8,1.0,0.7634408602150538,0.30985915492957744,0.45161290322580644,0.6666666666666666,2,3,Cl3
toc_uco_oc04_problematicinternetusage_43,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,1.0,0.41886295182821714,0.42857142857142855,0.2648809523809524,0.3333333333333333,0.45045045045045046,0.45454545454545453,1.0,0.8,0.8,0.0,0.6,0.4,0.0,0.2,0.4,0.8,0.4,0.0,0.2,0.0,0.4,0.6,0.4,0.6,0.2,0.4,0.44086021505376344,0.36619718309859156,0.532258064516129,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_44,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.34237295203935786,0.35064935064935066,0.19312169312169314,0.2619047619047619,0.4864864864864865,0.34415584415584416,0.4,0.4,0.6,0.0,0.6,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.4,1.0,1.0,0.4,0.4,0.4,0.2,0.4,0.3763440860215054,0.28169014084507044,0.4032258064516129,0.3333333333333333,1,2,Cl2
toc_uco_oc04_problematicinternetusage_45,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,1.0,0.4623917721167157,0.4441558441558442,0.298941798941799,0.3392857142857143,0.5315315315315315,0.35714285714285715,1.0,1.0,1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.6,0.6,0.0,0.8,0.0,0.6,0.6,0.4,0.4,0.4,0.2,0.4838709677419355,0.23943661971830985,0.3387096774193548,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_46,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.3374507275555143,0.4805194805194805,0.22949735449735453,0.3333333333333333,0.3783783783783784,0.38311688311688313,0.4,0.6,0.6,0.2,0.6,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.8,0.4,0.6,0.4,0.6,0.2,0.3763440860215054,0.4507042253521127,0.6612903225806451,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_47,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6153846153846154,0.0,0.6071579595816079,0.6233766233766234,0.498015873015873,0.30357142857142855,0.43243243243243246,0.45454545454545453,0.2,0.4,1.0,0.2,1.0,0.0,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.2,0.2,0.0,1.0,0.2,1.0,0.2,0.43010752688172044,0.43661971830985913,0.6290322580645161,1.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_48,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.38394393901557833,0.38961038961038963,0.22949735449735453,0.3273809523809524,0.38738738738738737,0.474025974025974,0.8,0.8,0.6,0.0,0.4,0.0,0.0,0.4,0.2,0.4,0.4,0.0,0.6,0.0,0.4,0.6,0.4,0.6,0.0,0.0,0.3548387096774194,0.352112676056338,0.5,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_49,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.4183132529473423,0.487012987012987,0.28703703703703703,0.27380952380952384,0.5135135135135135,0.3051948051948052,0.4,0.4,0.4,0.2,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.24731182795698925,0.23943661971830985,0.3387096774193548,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_50,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,0.0,0.40377482168666007,0.34415584415584416,0.22552910052910055,0.18452380952380953,0.3153153153153153,0.33116883116883117,0.2,0.6,0.6,0.0,0.8,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.4,0.0,0.4,0.4,0.8,0.6,0.8,0.0,0.3333333333333333,0.14084507042253522,0.1935483870967742,1.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_51,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,0.0,0.4625323614959261,0.6363636363636364,0.3855820105820106,0.32142857142857145,0.43243243243243246,0.42207792207792205,0.6,1.0,0.4,0.4,0.8,1.0,0.2,0.4,0.2,0.4,0.8,0.0,0.8,0.8,0.6,1.0,0.8,1.0,0.6,0.6,0.6666666666666666,0.36619718309859156,0.532258064516129,0.6666666666666666,2,3,Cl3
toc_uco_oc04_problematicinternetusage_52,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.3251884274946078,0.4174025974025974,0.2023809523809524,0.34523809523809523,0.42342342342342343,0.3961038961038961,1.0,1.0,0.8,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,1.0,1.0,1.0,1.0,0.2,0.4731182795698925,0.4507042253521127,0.6612903225806451,0.3333333333333333,1,2,Cl2
toc_uco_oc04_problematicinternetusage_53,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.46153846153846156,1.0,0.30655165048247696,0.5454545454545454,0.22751322751322753,0.36904761904761907,0.45045045045045046,0.42207792207792205,1.0,1.0,0.6,0.6,1.0,0.2,0.2,0.2,1.0,0.6,0.6,0.0,1.0,0.4,0.4,0.8,0.8,0.8,0.4,0.2,0.6344086021505376,0.5492957746478874,0.8064516129032258,0.6666666666666666,2,3,Cl3
toc_uco_oc04_problematicinternetusage_54,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.46153846153846156,1.0,0.5117210518389974,0.6363636363636364,0.4265873015873016,0.2976190476190476,0.44144144144144143,0.36363636363636365,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.056338028169014086,0.06451612903225806,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_55,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.46153846153846156,0.0,0.44472770824823865,0.5740259740259741,0.3425925925925926,0.42857142857142855,0.4864864864864865,0.564935064935065,0.4,0.6,0.6,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.6,0.2,0.4,0.2,0.6,0.4,0.4,0.2,0.2,0.2,0.3655913978494624,0.18309859154929578,0.25806451612903225,0.6666666666666666,1,2,Cl2
toc_uco_oc04_problematicinternetusage_56,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,1.0,0.36755378812655076,0.277922077922078,0.1851851851851852,0.35714285714285715,0.5315315315315315,0.2792207792207792,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22580645161290322,0.014084507042253521,0.0,0.0,0,1,Cl1
