alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,source_y,class_index,class_label
toc_uco_oc05_lev_21,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.25,0.25,0,1,Cl1
toc_uco_oc05_lev_22,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.5,0.5,0,1,Cl1
toc_uco_oc05_lev_23,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.25,0.75,0,1,Cl1
toc_uco_oc05_lev_24,toc_uco_oc05_lev,oc05_lev,0.0,0.5,1.0,1.0,0,1,Cl1
toc_uco_oc05_lev_25,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc05_lev_26,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc05_lev_27,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.5,0.0,0,1,Cl1
toc_uco_oc05_lev_28,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.0,0.0,0,1,Cl1
toc_uco_oc05_lev_29,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.5,0.5,0,1,Cl1
toc_uco_oc05_lev_30,toc_uco_oc05_lev,oc05_lev,0.0,0.0,1.0,0.0,0,1,Cl1
toc_uco_oc05_lev_31,toc_uco_oc05_lev,oc05_lev,0.0,0.0,1.0,0.0,0,1,Cl1
toc_uco_oc05_lev_32,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.75,1.0,0,1,Cl1
toc_uco_oc05_lev_33,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc05_lev_34,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc05_lev_35,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc05_lev_36,toc_uco_oc05_lev,oc05_lev,0.0,0.0,1.0,0.0,0,1,Cl1
toc_uco_oc05_lev_37,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.0,0,1,Cl1
toc_uco_oc05_lev_38,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.25,1.0,0,1,Cl1
toc_uco_oc05_lev_39,toc_uco_oc05_lev,oc05_lev,0.75,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc05_lev_40,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc05_lev_41,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.25,1.0,0,1,Cl1
toc_uco_oc05_lev_42,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc05_lev_43,toc_uco_oc05_lev,oc05_lev,0.5,0.5,0.0,1.0,0,1,Cl1
toc_uco_oc05_lev_44,toc_uco_oc05_lev,oc05_lev,0.0,0.0,1.0,0.0,0,1,Cl1
toc_uco_oc05_lev_45,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.0,0.0,0,1,Cl1
toc_uco_oc05_lev_46,toc_uco_oc05_lev,oc05_lev,0.0,0.75,1.0,0.0,0,1,Cl1
toc_uco_oc05_lev_47,toc_uco_oc05_lev,oc05_lev,1.0,0.0,1.0,0.25,0,1,Cl1
toc_uco_oc05_lev_48,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc05_lev_49,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.0,0.0,0,1,Cl1
toc_uco_oc05_lev_50,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,0,1,Cl1
toc_uco_oc05_lev_51,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc05_lev_52,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.75,0.25,0,1,Cl1
toc_uco_oc05_lev_53,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.0,0.0,0,1,Cl1
toc_uco_oc05_lev_54,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.25,0.0,0,1,Cl1
toc_uco_oc05_lev_55,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc05_lev_56,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.75,0.25,0,1,Cl1
toc_uco_oc05_lev_57,toc_uco_oc05_lev,oc05_lev,0.25,0.25,0.25,0.5,0,1,Cl1
toc_uco_oc05_lev_58,toc_uco_oc05_lev,oc05_lev,0.5,0.0,1.0,0.75,0,1,Cl1
toc_uco_oc05_lev_59,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc05_lev_60,toc_uco_oc05_lev,oc05_lev,0.25,0.0,1.0,1.0,0,1,Cl1
toc_uco_oc05_lev_61,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.25,0.25,0,1,Cl1
toc_uco_oc05_lev_62,toc_uco_oc05_lev,oc05_lev,0.0,1.0,0.5,0.75,0,1,Cl1
toc_uco_oc05_lev_63,toc_uco_oc05_lev,oc05_lev,0.0,0.0,1.0,0.0,0,1,Cl1
toc_uco_oc05_lev_64,toc_uco_oc05_lev,oc05_lev,0.0,0.0,1.0,0.0,0,1,Cl1
toc_uco_oc05_lev_65,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.25,0.75,0,1,Cl1
toc_uco_oc05_lev_66,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.5,0.5,0,1,Cl1
toc_uco_oc05_lev_67,toc_uco_oc05_lev,oc05_lev,0.5,0.0,1.0,0.75,0,1,Cl1
toc_uco_oc05_lev_68,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.5,0.5,0,1,Cl1
toc_uco_oc05_lev_69,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.0,0.0,0,1,Cl1
toc_uco_oc05_lev_70,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc05_lev_71,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_72,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_73,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_74,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_75,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.75,0.0,1,2,Cl2
toc_uco_oc05_lev_76,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.5,0.0,1,2,Cl2
toc_uco_oc05_lev_77,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.25,1.0,1,2,Cl2
toc_uco_oc05_lev_78,toc_uco_oc05_lev,oc05_lev,0.25,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_79,toc_uco_oc05_lev,oc05_lev,0.75,0.25,0.25,0.0,1,2,Cl2
toc_uco_oc05_lev_80,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_81,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc05_lev_82,toc_uco_oc05_lev,oc05_lev,0.0,0.75,0.75,0.0,1,2,Cl2
toc_uco_oc05_lev_83,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.25,1,2,Cl2
toc_uco_oc05_lev_84,toc_uco_oc05_lev,oc05_lev,0.25,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_85,toc_uco_oc05_lev,oc05_lev,0.5,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_86,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_87,toc_uco_oc05_lev,oc05_lev,0.5,0.5,1.0,0.25,1,2,Cl2
toc_uco_oc05_lev_88,toc_uco_oc05_lev,oc05_lev,0.25,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_89,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.25,1,2,Cl2
toc_uco_oc05_lev_90,toc_uco_oc05_lev,oc05_lev,1.0,0.25,0.75,0.25,1,2,Cl2
toc_uco_oc05_lev_91,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.75,0.75,1,2,Cl2
toc_uco_oc05_lev_92,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc05_lev_93,toc_uco_oc05_lev,oc05_lev,0.25,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_94,toc_uco_oc05_lev,oc05_lev,0.75,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc05_lev_95,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.5,0.75,1,2,Cl2
toc_uco_oc05_lev_96,toc_uco_oc05_lev,oc05_lev,0.5,0.5,0.75,0.75,1,2,Cl2
toc_uco_oc05_lev_97,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_98,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.75,0.5,1,2,Cl2
toc_uco_oc05_lev_99,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_100,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_101,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.25,1.0,1,2,Cl2
toc_uco_oc05_lev_102,toc_uco_oc05_lev,oc05_lev,1.0,0.25,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_103,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_104,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.75,0.25,1,2,Cl2
toc_uco_oc05_lev_105,toc_uco_oc05_lev,oc05_lev,0.25,0.25,1.0,0.5,1,2,Cl2
toc_uco_oc05_lev_106,toc_uco_oc05_lev,oc05_lev,0.0,0.75,1.0,0.0,1,2,Cl2
toc_uco_oc05_lev_107,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.5,0.25,1,2,Cl2
toc_uco_oc05_lev_108,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_109,toc_uco_oc05_lev,oc05_lev,0.25,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_110,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_111,toc_uco_oc05_lev,oc05_lev,0.0,0.25,1.0,0.75,1,2,Cl2
toc_uco_oc05_lev_112,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.75,0.25,1,2,Cl2
toc_uco_oc05_lev_113,toc_uco_oc05_lev,oc05_lev,0.5,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_114,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc05_lev_115,toc_uco_oc05_lev,oc05_lev,0.25,0.75,0.0,0.25,1,2,Cl2
toc_uco_oc05_lev_116,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_117,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_118,toc_uco_oc05_lev,oc05_lev,0.25,0.25,1.0,0.25,1,2,Cl2
toc_uco_oc05_lev_119,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.75,0.0,1,2,Cl2
toc_uco_oc05_lev_120,toc_uco_oc05_lev,oc05_lev,0.25,0.25,1.0,0.25,1,2,Cl2
toc_uco_oc05_lev_121,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_122,toc_uco_oc05_lev,oc05_lev,0.75,0.25,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_123,toc_uco_oc05_lev,oc05_lev,0.75,0.25,0.25,0.0,1,2,Cl2
toc_uco_oc05_lev_124,toc_uco_oc05_lev,oc05_lev,1.0,0.25,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_125,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.5,0.0,1,2,Cl2
toc_uco_oc05_lev_126,toc_uco_oc05_lev,oc05_lev,0.0,1.0,1.0,0.5,1,2,Cl2
toc_uco_oc05_lev_127,toc_uco_oc05_lev,oc05_lev,0.0,0.25,1.0,0.75,1,2,Cl2
toc_uco_oc05_lev_128,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.5,0.25,1,2,Cl2
toc_uco_oc05_lev_129,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.5,0.25,1,2,Cl2
toc_uco_oc05_lev_130,toc_uco_oc05_lev,oc05_lev,1.0,0.75,0.5,0.0,1,2,Cl2
toc_uco_oc05_lev_131,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.5,0.0,1,2,Cl2
toc_uco_oc05_lev_132,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_133,toc_uco_oc05_lev,oc05_lev,0.0,0.75,1.0,0.0,1,2,Cl2
toc_uco_oc05_lev_134,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.5,0.75,1,2,Cl2
toc_uco_oc05_lev_135,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_136,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_137,toc_uco_oc05_lev,oc05_lev,1.0,0.25,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_138,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_139,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_140,toc_uco_oc05_lev,oc05_lev,0.5,0.5,1.0,0.25,1,2,Cl2
toc_uco_oc05_lev_141,toc_uco_oc05_lev,oc05_lev,0.5,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_142,toc_uco_oc05_lev,oc05_lev,0.25,0.25,1.0,0.5,1,2,Cl2
toc_uco_oc05_lev_143,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_144,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.5,0.0,1,2,Cl2
toc_uco_oc05_lev_145,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_146,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_147,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_148,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_149,toc_uco_oc05_lev,oc05_lev,0.5,1.0,0.0,0.75,1,2,Cl2
toc_uco_oc05_lev_150,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.75,0.75,1,2,Cl2
toc_uco_oc05_lev_151,toc_uco_oc05_lev,oc05_lev,0.0,1.0,1.0,1.0,1,2,Cl2
toc_uco_oc05_lev_152,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_153,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.75,0.25,1,2,Cl2
toc_uco_oc05_lev_154,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_155,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_156,toc_uco_oc05_lev,oc05_lev,1.0,0.5,0.75,0.25,1,2,Cl2
toc_uco_oc05_lev_157,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_158,toc_uco_oc05_lev,oc05_lev,0.25,0.75,0.0,0.25,1,2,Cl2
toc_uco_oc05_lev_159,toc_uco_oc05_lev,oc05_lev,1.0,0.25,0.75,0.25,1,2,Cl2
toc_uco_oc05_lev_160,toc_uco_oc05_lev,oc05_lev,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc05_lev_161,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.5,0.25,1,2,Cl2
toc_uco_oc05_lev_162,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.25,1,2,Cl2
toc_uco_oc05_lev_163,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_164,toc_uco_oc05_lev,oc05_lev,0.5,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_165,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_166,toc_uco_oc05_lev,oc05_lev,0.75,0.25,0.25,0.0,1,2,Cl2
toc_uco_oc05_lev_167,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_168,toc_uco_oc05_lev,oc05_lev,0.0,0.75,0.5,1.0,1,2,Cl2
toc_uco_oc05_lev_169,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_170,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.5,0.25,1,2,Cl2
toc_uco_oc05_lev_171,toc_uco_oc05_lev,oc05_lev,0.25,0.25,1.0,0.25,1,2,Cl2
toc_uco_oc05_lev_172,toc_uco_oc05_lev,oc05_lev,1.0,0.0,1.0,0.75,1,2,Cl2
toc_uco_oc05_lev_173,toc_uco_oc05_lev,oc05_lev,0.0,1.0,1.0,0.25,1,2,Cl2
toc_uco_oc05_lev_174,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.75,0.0,1,2,Cl2
toc_uco_oc05_lev_175,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.75,0.0,1,2,Cl2
toc_uco_oc05_lev_176,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.75,1.0,1,2,Cl2
toc_uco_oc05_lev_177,toc_uco_oc05_lev,oc05_lev,0.0,0.25,1.0,0.75,1,2,Cl2
toc_uco_oc05_lev_178,toc_uco_oc05_lev,oc05_lev,0.25,0.25,1.0,0.25,1,2,Cl2
toc_uco_oc05_lev_179,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.5,0.25,1,2,Cl2
toc_uco_oc05_lev_180,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc05_lev_181,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.25,1,2,Cl2
toc_uco_oc05_lev_182,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc05_lev_183,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.5,0.0,1,2,Cl2
toc_uco_oc05_lev_184,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_185,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_186,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.25,0.25,1,2,Cl2
toc_uco_oc05_lev_187,toc_uco_oc05_lev,oc05_lev,0.0,0.75,1.0,1.0,1,2,Cl2
toc_uco_oc05_lev_188,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_189,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc05_lev_190,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.75,1.0,1,2,Cl2
toc_uco_oc05_lev_191,toc_uco_oc05_lev,oc05_lev,0.75,0.25,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_192,toc_uco_oc05_lev,oc05_lev,0.5,0.5,0.25,1.0,1,2,Cl2
toc_uco_oc05_lev_193,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_194,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_195,toc_uco_oc05_lev,oc05_lev,1.0,0.25,0.25,1.0,1,2,Cl2
toc_uco_oc05_lev_196,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc05_lev_197,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.0,0.25,1,2,Cl2
toc_uco_oc05_lev_198,toc_uco_oc05_lev,oc05_lev,0.0,0.0,1.0,0.0,1,2,Cl2
toc_uco_oc05_lev_199,toc_uco_oc05_lev,oc05_lev,0.5,0.0,1.0,0.75,1,2,Cl2
toc_uco_oc05_lev_200,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.75,0.0,1,2,Cl2
toc_uco_oc05_lev_201,toc_uco_oc05_lev,oc05_lev,0.75,0.25,0.5,0.0,1,2,Cl2
toc_uco_oc05_lev_202,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_203,toc_uco_oc05_lev,oc05_lev,0.75,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc05_lev_204,toc_uco_oc05_lev,oc05_lev,0.5,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_205,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_206,toc_uco_oc05_lev,oc05_lev,0.5,0.75,0.5,0.75,1,2,Cl2
toc_uco_oc05_lev_207,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc05_lev_208,toc_uco_oc05_lev,oc05_lev,1.0,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc05_lev_209,toc_uco_oc05_lev,oc05_lev,0.0,0.0,0.25,1.0,1,2,Cl2
toc_uco_oc05_lev_210,toc_uco_oc05_lev,oc05_lev,0.0,0.25,0.5,0.75,1,2,Cl2
toc_uco_oc05_lev_211,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.75,1.0,1,2,Cl2
toc_uco_oc05_lev_212,toc_uco_oc05_lev,oc05_lev,0.25,0.0,1.0,1.0,1,2,Cl2
toc_uco_oc05_lev_213,toc_uco_oc05_lev,oc05_lev,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc05_lev_214,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.75,0.75,1,2,Cl2
toc_uco_oc05_lev_215,toc_uco_oc05_lev,oc05_lev,0.0,0.75,0.75,0.0,1,2,Cl2
toc_uco_oc05_lev_216,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.5,0.5,1,2,Cl2
toc_uco_oc05_lev_217,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_218,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_219,toc_uco_oc05_lev,oc05_lev,0.25,0.25,0.25,0.5,1,2,Cl2
toc_uco_oc05_lev_220,toc_uco_oc05_lev,oc05_lev,0.0,1.0,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_221,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_222,toc_uco_oc05_lev,oc05_lev,0.75,0.25,0.25,0.0,1,2,Cl2
toc_uco_oc05_lev_223,toc_uco_oc05_lev,oc05_lev,0.25,0.0,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_224,toc_uco_oc05_lev,oc05_lev,0.5,0.0,0.75,1.0,1,2,Cl2
toc_uco_oc05_lev_225,toc_uco_oc05_lev,oc05_lev,0.75,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc05_lev_226,toc_uco_oc05_lev,oc05_lev,0.25,1.0,0.5,0.25,1,2,Cl2
toc_uco_oc05_lev_227,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_228,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.75,1,2,Cl2
toc_uco_oc05_lev_229,toc_uco_oc05_lev,oc05_lev,0.25,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc05_lev_230,toc_uco_oc05_lev,oc05_lev,1.0,0.25,0.75,0.25,1,2,Cl2
toc_uco_oc05_lev_231,toc_uco_oc05_lev,oc05_lev,0.0,0.5,0.25,0.5,1,2,Cl2
