alternative_id,dataset_id,subject,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,original_grade,class_index,class_label
student_performance_math_with_prior_grades_11,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.25,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4375,0.42105263157894735,9,1,Cl1
student_performance_math_with_prior_grades_12,student_performance_math_with_prior_grades,math,0.0,0.5,0.25,0.6666666666666666,0.6666666666666666,0.0,1.0,0.25,0.25,0.0,0.0,0.75,0.05333333333333334,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4375,0.631578947368421,12,3,Cl3
student_performance_math_with_prior_grades_13,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.5,0.5,0.0,0.5,1.0,0.02666666666666667,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6875,0.7368421052631579,14,4,Cl4
student_performance_math_with_prior_grades_14,student_performance_math_with_prior_grades,math,0.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.25,0.5,0.02666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4375,0.5263157894736842,11,2,Cl2
student_performance_math_with_prior_grades_15,student_performance_math_with_prior_grades,math,0.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.75,1.0,0.25,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6875,0.8421052631578947,16,5,Cl5
student_performance_math_with_prior_grades_16,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.25,0.25,0.05333333333333334,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6875,0.7368421052631579,14,4,Cl4
student_performance_math_with_prior_grades_17,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,1.0,0.0,0.6666666666666666,0.0,0.5,0.25,0.5,0.0,0.25,0.25,0.08,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.625,0.7368421052631579,14,4,Cl4
student_performance_math_with_prior_grades_18,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,0.75,0.6666666666666666,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.75,0.05333333333333334,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3125,0.5263157894736842,10,2,Cl2
student_performance_math_with_prior_grades_19,student_performance_math_with_prior_grades,math,0.2857142857142857,0.75,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.21333333333333335,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1875,0.2631578947368421,5,1,Cl1
student_performance_math_with_prior_grades_20,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,0.75,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.05333333333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3125,0.5263157894736842,10,2,Cl2
student_performance_math_with_prior_grades_21,student_performance_math_with_prior_grades,math,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.625,0.7368421052631579,15,4,Cl4
student_performance_math_with_prior_grades_22,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5625,0.7894736842105263,15,4,Cl4
student_performance_math_with_prior_grades_23,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,1.0,0.0,0.0,0.5,1.0,0.02666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.7894736842105263,16,5,Cl5
student_performance_math_with_prior_grades_24,student_performance_math_with_prior_grades,math,0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.75,0.25,0.75,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.625,0.6842105263157895,12,3,Cl3
student_performance_math_with_prior_grades_25,student_performance_math_with_prior_grades,math,0.0,0.5,1.0,0.0,0.6666666666666666,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.02666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4375,0.47368421052631576,8,1,Cl1
student_performance_math_with_prior_grades_26,student_performance_math_with_prior_grades,math,0.14285714285714285,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.25,0.25,0.0,0.5,1.0,0.18666666666666668,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.1875,0.47368421052631576,8,1,Cl1
student_performance_math_with_prior_grades_27,student_performance_math_with_prior_grades,math,0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.25,1.0,0.02666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5625,0.631578947368421,11,2,Cl2
student_performance_math_with_prior_grades_28,student_performance_math_with_prior_grades,math,0.0,1.0,0.5,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.75,0.0,0.05333333333333334,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.75,0.8421052631578947,15,4,Cl4
student_performance_math_with_prior_grades_29,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,1.0,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.05333333333333334,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5789473684210527,11,2,Cl2
student_performance_math_with_prior_grades_30,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.21333333333333335,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,0.631578947368421,11,2,Cl2
student_performance_math_with_prior_grades_31,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.5,0.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.375,0.5789473684210527,12,3,Cl3
student_performance_math_with_prior_grades_32,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.875,0.8421052631578947,17,5,Cl5
student_performance_math_with_prior_grades_33,student_performance_math_with_prior_grades,math,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,1.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.875,0.8421052631578947,16,5,Cl5
student_performance_math_with_prior_grades_34,student_performance_math_with_prior_grades,math,0.0,0.75,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3125,0.5263157894736842,12,3,Cl3
student_performance_math_with_prior_grades_35,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5625,0.7368421052631579,15,4,Cl4
student_performance_math_with_prior_grades_36,student_performance_math_with_prior_grades,math,0.0,0.5,0.75,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3125,0.3684210526315789,6,1,Cl1
student_performance_math_with_prior_grades_37,student_performance_math_with_prior_grades,math,0.0,1.0,0.75,0.0,0.6666666666666666,0.0,1.0,0.75,0.5,0.0,0.0,0.75,0.02666666666666667,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.8421052631578947,18,5,Cl5
student_performance_math_with_prior_grades_38,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.75,0.5,0.0,0.0,1.0,0.09333333333333334,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8421052631578947,15,4,Cl4
student_performance_math_with_prior_grades_39,student_performance_math_with_prior_grades,math,0.0,0.75,1.0,0.0,0.6666666666666666,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.02666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5625,0.631578947368421,11,2,Cl2
student_performance_math_with_prior_grades_40,student_performance_math_with_prior_grades,math,0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.25,0.10666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6875,0.6842105263157895,13,3,Cl3
student_performance_math_with_prior_grades_41,student_performance_math_with_prior_grades,math,0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.0,0.25,0.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.5263157894736842,11,2,Cl2
student_performance_math_with_prior_grades_42,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.5,0.25,0.75,1.0,0.10666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5625,0.631578947368421,12,3,Cl3
student_performance_math_with_prior_grades_43,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.02666666666666667,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9473684210526315,18,5,Cl5
student_performance_math_with_prior_grades_44,student_performance_math_with_prior_grades,math,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3125,0.42105263157894735,11,2,Cl2
student_performance_math_with_prior_grades_45,student_performance_math_with_prior_grades,math,0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.25,0.25,1.0,0.18666666666666668,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4375,0.5263157894736842,9,1,Cl1
student_performance_math_with_prior_grades_46,student_performance_math_with_prior_grades,math,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,1.0,0.25,0.25,0.0,0.0,1.0,0.10666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.42105263157894735,6,1,Cl1
student_performance_math_with_prior_grades_47,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,0.75,0.0,0.3333333333333333,0.0,0.25,0.5,1.0,0.0,0.75,0.5,0.16,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.631578947368421,11,2,Cl2
student_performance_math_with_prior_grades_48,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,0.75,0.0,1.0,0.0,0.75,0.25,0.25,0.0,0.0,0.25,0.05333333333333334,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20,5,Cl5
student_performance_math_with_prior_grades_49,student_performance_math_with_prior_grades,math,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.25,1.0,0.02666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.75,0.7894736842105263,14,4,Cl4
student_performance_math_with_prior_grades_50,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.0,0.0,0.5,0.02666666666666667,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.25,0.3684210526315789,7,1,Cl1
student_performance_math_with_prior_grades_51,student_performance_math_with_prior_grades,math,0.14285714285714285,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,0.75,0.02666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5625,0.6842105263157895,13,3,Cl3
student_performance_math_with_prior_grades_52,student_performance_math_with_prior_grades,math,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.02666666666666667,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.6842105263157895,13,3,Cl3
student_performance_math_with_prior_grades_53,student_performance_math_with_prior_grades,math,0.0,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.75,1.0,0.08,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5789473684210527,10,2,Cl2
student_performance_math_with_prior_grades_54,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.75,0.25,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3125,0.5263157894736842,11,2,Cl2
student_performance_math_with_prior_grades_55,student_performance_math_with_prior_grades,math,0.0,0.75,0.75,0.0,0.0,0.0,1.0,0.5,0.75,0.75,0.75,0.0,0.08,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4375,0.6842105263157895,13,3,Cl3
student_performance_math_with_prior_grades_56,student_performance_math_with_prior_grades,math,0.14285714285714285,0.5,0.25,0.0,0.3333333333333333,0.0,1.0,0.5,0.75,0.0,0.0,0.25,0.10666666666666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.47368421052631576,10,2,Cl2
student_performance_math_with_prior_grades_57,student_performance_math_with_prior_grades,math,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6875,0.7894736842105263,15,4,Cl4
student_performance_math_with_prior_grades_58,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.05333333333333334,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6875,0.7894736842105263,15,4,Cl4
student_performance_math_with_prior_grades_59,student_performance_math_with_prior_grades,math,0.0,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.02666666666666667,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.375,0.5263157894736842,9,1,Cl1
student_performance_math_with_prior_grades_60,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.0,1.0,0.02666666666666667,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.75,0.8421052631578947,16,5,Cl5
student_performance_math_with_prior_grades_61,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.75,0.25,0.5,0.75,0.08,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4375,0.5789473684210527,11,2,Cl2
student_performance_math_with_prior_grades_62,student_performance_math_with_prior_grades,math,0.14285714285714285,0.25,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.4375,0.42105263157894735,11,2,Cl2
student_performance_math_with_prior_grades_63,student_performance_math_with_prior_grades,math,0.14285714285714285,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.0,0.05333333333333334,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3125,0.5263157894736842,9,1,Cl1
student_performance_math_with_prior_grades_64,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,0.75,0.0,0.6666666666666666,0.0,0.5,0.75,0.75,0.25,0.75,0.75,0.02666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4375,0.47368421052631576,9,1,Cl1
student_performance_math_with_prior_grades_65,student_performance_math_with_prior_grades,math,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.25,0.75,0.25,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4375,0.5263157894736842,10,2,Cl2
student_performance_math_with_prior_grades_66,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,0.75,0.6666666666666666,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.25,0.0,0.02666666666666667,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8125,0.7894736842105263,15,4,Cl4
student_performance_math_with_prior_grades_67,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.05333333333333334,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.625,0.6842105263157895,12,3,Cl3
student_performance_math_with_prior_grades_68,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,0.25,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.25,1.0,0.05333333333333334,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.3684210526315789,6,1,Cl1
student_performance_math_with_prior_grades_69,student_performance_math_with_prior_grades,math,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.5,0.0,0.5,0.75,0.02666666666666667,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3125,0.47368421052631576,8,1,Cl1
student_performance_math_with_prior_grades_70,student_performance_math_with_prior_grades,math,0.0,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.75,0.25,0.25,0.5,0.5,0.16,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8125,0.8421052631578947,16,5,Cl5
student_performance_math_with_prior_grades_71,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.625,0.7894736842105263,15,4,Cl4
student_performance_math_with_prior_grades_72,student_performance_math_with_prior_grades,math,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4375,0.5263157894736842,10,2,Cl2
student_performance_math_with_prior_grades_73,student_performance_math_with_prior_grades,math,0.0,0.25,0.25,0.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.75,0.25,0.75,1.0,0.02666666666666667,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3125,0.3157894736842105,5,1,Cl1
student_performance_math_with_prior_grades_74,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,0.25,0.0,0.0,0.0,1.0,0.5,0.25,0.25,0.25,1.0,0.02666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5625,0.631578947368421,14,4,Cl4
student_performance_math_with_prior_grades_75,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.75,1.0,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.631578947368421,11,2,Cl2
student_performance_math_with_prior_grades_76,student_performance_math_with_prior_grades,math,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,1.0,0.08,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.375,0.47368421052631576,10,2,Cl2
student_performance_math_with_prior_grades_77,student_performance_math_with_prior_grades,math,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.10666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5789473684210527,10,2,Cl2
student_performance_math_with_prior_grades_78,student_performance_math_with_prior_grades,math,0.14285714285714285,0.5,0.5,0.0,1.0,0.0,1.0,0.25,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5789473684210527,11,2,Cl2
student_performance_math_with_prior_grades_79,student_performance_math_with_prior_grades,math,0.2857142857142857,0.5,0.25,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.5,0.02666666666666667,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3125,0.42105263157894735,10,2,Cl2
student_performance_math_with_prior_grades_80,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,1.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.5,0.0,0.25,0.5,0.16,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.125,0.2631578947368421,5,1,Cl1
student_performance_math_with_prior_grades_81,student_performance_math_with_prior_grades,math,0.0,0.5,0.75,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.5,0.5,0.02666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4375,0.631578947368421,12,3,Cl3
student_performance_math_with_prior_grades_82,student_performance_math_with_prior_grades,math,0.0,0.5,0.75,0.0,0.6666666666666666,0.0,1.0,0.5,0.25,0.0,0.25,1.0,0.05333333333333334,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5263157894736842,11,2,Cl2
student_performance_math_with_prior_grades_83,student_performance_math_with_prior_grades,math,0.0,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.0,1.0,0.13333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.3157894736842105,6,1,Cl1
student_performance_math_with_prior_grades_84,student_performance_math_with_prior_grades,math,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.5,0.75,0.05333333333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.7894736842105263,15,4,Cl4
student_performance_math_with_prior_grades_85,student_performance_math_with_prior_grades,math,0.0,0.25,0.25,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.25,0.5,0.75,0.02666666666666667,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.375,0.5263157894736842,10,2,Cl2
student_performance_math_with_prior_grades_86,student_performance_math_with_prior_grades,math,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.75,0.25,0.5,1.0,0.08,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,0.47368421052631576,8,1,Cl1
student_performance_math_with_prior_grades_87,student_performance_math_with_prior_grades,math,0.14285714285714285,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.25,0.25,0.05333333333333334,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3125,0.3684210526315789,6,1,Cl1
student_performance_math_with_prior_grades_88,student_performance_math_with_prior_grades,math,0.0,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.05333333333333334,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.625,0.7368421052631579,14,4,Cl4
student_performance_math_with_prior_grades_89,student_performance_math_with_prior_grades,math,0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.25,0.0,0.0,0.5,0.16,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5263157894736842,10,2,Cl2
student_performance_math_with_prior_grades_90,student_performance_math_with_prior_grades,math,0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.0,0.5,0.5,1.0,1.0,0.24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3125,0.3157894736842105,7,1,Cl1
student_performance_math_with_prior_grades_91,student_performance_math_with_prior_grades,math,0.14285714285714285,0.75,0.75,0.0,0.6666666666666666,0.0,0.75,0.5,0.5,0.0,0.5,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,0.3684210526315789,8,1,Cl1
