alternative_id,dataset_id,subject,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,original_grade,class_index,class_label
student_performance_portuguese_no_prior_grades_11,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.25,0.25,0.0625,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,14,4,Cl4
student_performance_portuguese_no_prior_grades_12,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.25,0.6666666666666666,0.6666666666666666,0.0,1.0,0.25,0.25,0.0,0.0,0.75,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_13,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.5,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_14,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.25,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_15,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.75,1.0,0.25,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,15,4,Cl4
student_performance_portuguese_no_prior_grades_16,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.25,0.25,0.1875,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,17,5,Cl5
student_performance_portuguese_no_prior_grades_17,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,1.0,0.0,0.6666666666666666,0.0,0.5,0.25,0.5,0.0,0.25,0.25,0.3125,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,14,4,Cl4
student_performance_portuguese_no_prior_grades_18,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,0.75,0.6666666666666666,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.75,0.0625,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,14,4,Cl4
student_performance_portuguese_no_prior_grades_19,student_performance_portuguese_no_prior_grades,portuguese,0.2857142857142857,0.75,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.0625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,1,Cl1
student_performance_portuguese_no_prior_grades_20,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,0.75,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.1875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_21,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,14,4,Cl4
student_performance_portuguese_no_prior_grades_22,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_23,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,14,4,Cl4
student_performance_portuguese_no_prior_grades_24,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.75,0.25,0.75,1.0,0.0625,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,10,2,Cl2
student_performance_portuguese_no_prior_grades_25,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,1.0,0.0,0.6666666666666666,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0625,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,10,2,Cl2
student_performance_portuguese_no_prior_grades_26,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,1.0,0.1875,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_27,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.25,1.0,0.25,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_28,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.5,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_29,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,1.0,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_30,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_31,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.5,0.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_32,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.0,0.0,0.0,1.0,0.0625,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,15,4,Cl4
student_performance_portuguese_no_prior_grades_33,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,1.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15,4,Cl4
student_performance_portuguese_no_prior_grades_34,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.75,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_35,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.0,1.0,0.125,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_36,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.75,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.125,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_37,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.75,0.0,0.6666666666666666,0.0,1.0,0.75,0.5,0.0,0.0,0.75,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,14,4,Cl4
student_performance_portuguese_no_prior_grades_38,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.75,0.5,0.0,0.0,1.0,0.125,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_39,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.75,1.0,0.0,0.6666666666666666,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0625,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_40,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.25,0.25,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_41,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.25,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10,2,Cl2
student_performance_portuguese_no_prior_grades_42,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.5,0.25,0.75,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_43,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,15,4,Cl4
student_performance_portuguese_no_prior_grades_44,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,10,2,Cl2
student_performance_portuguese_no_prior_grades_45,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.25,0.25,1.0,0.4375,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_46,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,1.0,0.25,0.25,0.0,0.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_47,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,0.75,0.0,0.3333333333333333,0.0,0.25,0.5,1.0,0.0,0.75,0.5,0.1875,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_48,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,0.75,0.0,1.0,0.0,0.75,0.25,0.25,0.0,0.0,0.25,0.0625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,17,5,Cl5
student_performance_portuguese_no_prior_grades_49,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.25,1.0,0.125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_50,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.0,0.5,0.0625,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_51,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_52,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,16,5,Cl5
student_performance_portuguese_no_prior_grades_53,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.5,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.5,0.75,1.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9,1,Cl1
student_performance_portuguese_no_prior_grades_54,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.75,0.25,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_55,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.75,0.75,0.0,0.0,0.0,1.0,0.5,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_56,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.5,0.25,0.0,0.3333333333333333,0.0,1.0,0.5,0.75,0.0,0.0,0.25,0.0625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_57,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,15,4,Cl4
student_performance_portuguese_no_prior_grades_58,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.25,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,16,5,Cl5
student_performance_portuguese_no_prior_grades_59,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,14,4,Cl4
student_performance_portuguese_no_prior_grades_60,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.0,1.0,0.0625,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,16,5,Cl5
student_performance_portuguese_no_prior_grades_61,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.75,0.25,0.5,0.75,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,16,5,Cl5
student_performance_portuguese_no_prior_grades_62,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.25,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,16,5,Cl5
student_performance_portuguese_no_prior_grades_63,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10,2,Cl2
student_performance_portuguese_no_prior_grades_64,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,0.75,0.0,0.6666666666666666,0.0,0.5,0.75,0.75,0.25,0.75,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_65,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.25,0.75,0.25,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_66,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,0.75,0.6666666666666666,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.25,0.0,0.0625,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,16,5,Cl5
student_performance_portuguese_no_prior_grades_67,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_68,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,0.25,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.25,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,10,2,Cl2
student_performance_portuguese_no_prior_grades_69,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.5,0.0,0.5,0.75,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_70,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.75,0.25,0.25,0.5,0.5,0.1875,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15,4,Cl4
student_performance_portuguese_no_prior_grades_71,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0625,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_72,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10,2,Cl2
student_performance_portuguese_no_prior_grades_73,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.25,0.25,0.0,0.3333333333333333,0.0,0.5,0.5,0.75,0.25,0.75,1.0,0.0625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_74,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,0.25,0.0,0.0,0.0,1.0,0.5,0.25,0.25,0.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,14,4,Cl4
student_performance_portuguese_no_prior_grades_75,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.75,1.0,0.125,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_76,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_77,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_78,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.5,0.5,0.0,1.0,0.0,1.0,0.25,0.5,0.0,0.5,0.5,0.03125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_79,student_performance_portuguese_no_prior_grades,portuguese,0.2857142857142857,0.5,0.25,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,10,2,Cl2
student_performance_portuguese_no_prior_grades_80,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,1.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.5,0.0,0.25,0.5,0.4375,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_81,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.75,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_82,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.75,0.0,0.6666666666666666,0.0,1.0,0.5,0.25,0.0,0.25,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9,1,Cl1
student_performance_portuguese_no_prior_grades_83,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.0,1.0,0.125,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_84,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.5,0.75,0.0625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_85,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.25,0.25,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.25,0.5,0.75,0.0625,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_86,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.75,0.25,0.5,1.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_87,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.25,0.25,0.1875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_88,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.125,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,15,4,Cl4
student_performance_portuguese_no_prior_grades_89,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.25,0.0,0.0,0.5,0.1875,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_90,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.0,0.5,0.5,1.0,1.0,0.1875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10,2,Cl2
student_performance_portuguese_no_prior_grades_91,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,0.75,0.0,0.6666666666666666,0.0,0.75,0.5,0.5,0.0,0.5,0.75,0.0625,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,11,2,Cl2
student_performance_portuguese_no_prior_grades_92,student_performance_portuguese_no_prior_grades,portuguese,0.0,1.0,0.75,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.5,0.0,0.1875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,13,3,Cl3
student_performance_portuguese_no_prior_grades_93,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,0.75,0.25,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.25,0.5,0.25,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_94,student_performance_portuguese_no_prior_grades,portuguese,0.14285714285714285,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0625,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,14,4,Cl4
student_performance_portuguese_no_prior_grades_95,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.5,0.5,0.0,1.0,0.0,0.75,0.5,0.75,0.0,0.0,0.75,0.0625,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,12,3,Cl3
student_performance_portuguese_no_prior_grades_96,student_performance_portuguese_no_prior_grades,portuguese,0.0,0.25,0.25,0.3333333333333333,1.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13,3,Cl3
