alternative_id,dataset_id,rank,university_name_raw,g1,g2,g3,g4,g5,g6,class_index,class_label
qs_2026_top500_common6_40,qs_2026_top500_common6,40,不列颠哥伦比亚大学,0.7979999999999999,0.985,0.34700000000000003,0.7090000000000001,0.996,0.965,5,Cl5
qs_2026_top500_common6_41,qs_2026_top500_common6,41,巴黎理工学院,0.992,0.9990000000000001,0.948,0.973,0.581,0.998,5,Cl5
qs_2026_top500_common6_42,qs_2026_top500_common6,42,昆士兰大学（UQ）,1.0,1.0,0.265,0.9420000000000001,0.943,0.795,5,Cl5
qs_2026_top500_common6_43,qs_2026_top500_common6,43,西北大学,0.672,0.5770000000000001,0.991,0.7120000000000001,0.922,0.894,5,Cl5
qs_2026_top500_common6_44,qs_2026_top500_common6,44,香港科技大学（HKUST),0.993,1.0,0.675,1.0,0.894,0.6970000000000001,5,Cl5
qs_2026_top500_common6_45,qs_2026_top500_common6,45,密歇根大学,0.561,0.7390000000000001,0.857,0.545,0.993,0.985,5,Cl5
qs_2026_top500_common6_46,qs_2026_top500_common6,46,加州大学洛杉矶分校,0.318,0.508,0.436,0.843,1.0,1.0,5,Cl5
qs_2026_top500_common6_47,qs_2026_top500_common6,47,代尔夫特理工大学,0.948,1.0,0.491,0.846,0.862,0.904,5,Cl5
qs_2026_top500_common6_48,qs_2026_top500_common6,48,上海交通大学,0.191,0.409,0.645,1.0,0.927,0.938,5,Cl5
qs_2026_top500_common6_49,qs_2026_top500_common6,49,浙江大学,0.235,0.941,0.53,1.0,0.87,0.972,5,Cl5
qs_2026_top500_common6_50,qs_2026_top500_common6,50,延世大学,0.743,0.305,0.843,0.679,0.9159999999999999,0.978,5,Cl5
qs_2026_top500_common6_51,qs_2026_top500_common6,51,布里斯托大学,0.9570000000000001,0.907,0.36700000000000005,0.8320000000000001,0.873,0.894,5,Cl5
qs_2026_top500_common6_52,qs_2026_top500_common6,52,卡内基梅隆大学,0.987,0.524,0.511,0.986,0.8009999999999999,0.9440000000000001,5,Cl5
qs_2026_top500_common6_53,qs_2026_top500_common6,53,阿姆斯特丹大学,0.958,0.988,0.275,0.872,0.925,0.726,5,Cl5
qs_2026_top500_common6_54,qs_2026_top500_common6,54,香港理工大学,0.988,1.0,0.7709999999999999,0.987,0.812,0.475,5,Cl5
qs_2026_top500_common6_55,qs_2026_top500_common6,55,纽约大学（NYU）,0.997,0.331,0.89,0.317,0.986,0.9990000000000001,5,Cl5
qs_2026_top500_common6_56,qs_2026_top500_common6,56,伦敦经济政治学院,1.0,1.0,0.47200000000000003,0.64,0.8059999999999999,0.9940000000000001,5,Cl5
qs_2026_top500_common6_57,qs_2026_top500_common6,57,京都大学,0.292,0.22899999999999998,0.943,0.509,0.997,0.993,5,Cl5
qs_2026_top500_common6_58,qs_2026_top500_common6,58,路德维希 - 马克西米利安 - 慕尼黑大学,0.532,0.8029999999999999,0.41,0.623,0.971,0.955,5,Cl5
qs_2026_top500_common6_59,qs_2026_top500_common6,59,马来亚大学（UM）,0.868,0.6920000000000001,0.742,0.474,0.9229999999999999,0.9670000000000001,5,Cl5
qs_2026_top500_common6_60,qs_2026_top500_common6,60,鲁汶大学,0.6509999999999999,0.958,0.096,0.9470000000000001,0.93,0.635,5,Cl5
qs_2026_top500_common6_61,qs_2026_top500_common6,61,高丽大学,0.64,0.245,0.77,0.682,0.892,0.9540000000000001,5,Cl5
qs_2026_top500_common6_62,qs_2026_top500_common6,62,杜克大学,0.62,0.28300000000000003,1.0,0.47100000000000003,0.929,0.91,5,Cl5
qs_2026_top500_common6_63,qs_2026_top500_common6,63,台湾大学,0.5920000000000001,0.253,0.38799999999999996,0.7090000000000001,0.977,0.9420000000000001,5,Cl5
qs_2026_top500_common6_64,qs_2026_top500_common6,64,香港城市大学,1.0,1.0,0.948,1.0,0.755,0.467,5,Cl5
qs_2026_top500_common6_65,qs_2026_top500_common6,65,奥克兰大学,0.955,1.0,0.17600000000000002,0.7909999999999999,0.917,0.552,5,Cl5
qs_2026_top500_common6_66,qs_2026_top500_common6,66,加州大学圣地亚哥分校,0.47,0.43799999999999994,0.544,0.8029999999999999,0.94,0.802,5,Cl5
qs_2026_top500_common6_67,qs_2026_top500_common6,67,法赫德法国石油和矿物大学（KFUPM）,0.762,1.0,0.924,0.932,0.535,0.7559999999999999,5,Cl5
qs_2026_top500_common6_68,qs_2026_top500_common6,68,德克萨斯大学奥斯汀分校,0.191,0.091,0.107,0.8540000000000001,0.976,0.968,5,Cl5
qs_2026_top500_common6_69,qs_2026_top500_common6,69,布朗大学,0.67,0.91,0.845,0.8220000000000001,0.7240000000000001,0.643,5,Cl5
qs_2026_top500_common6_70,qs_2026_top500_common6,70,巴黎萨克雷大学,0.727,0.45899999999999996,0.9990000000000001,0.424,0.753,0.9940000000000001,5,Cl5
qs_2026_top500_common6_71,qs_2026_top500_common6,71,伊利诺伊大学香槟分校,0.701,0.142,0.086,0.816,0.917,0.915,5,Cl5
qs_2026_top500_common6_72,qs_2026_top500_common6,72,隆德大学,0.82,0.988,0.6809999999999999,0.5660000000000001,0.8009999999999999,0.6409999999999999,5,Cl5
qs_2026_top500_common6_73,qs_2026_top500_common6,73,索邦大学,0.6679999999999999,0.355,0.564,0.688,0.932,0.621,5,Cl5
qs_2026_top500_common6_74,qs_2026_top500_common6,74,华威大学,0.992,0.995,0.483,0.436,0.8270000000000001,0.93,5,Cl5
qs_2026_top500_common6_75,qs_2026_top500_common6,75,都柏林三一学院,0.9490000000000001,1.0,0.287,0.66,0.825,0.6809999999999999,5,Cl5
qs_2026_top500_common6_76,qs_2026_top500_common6,76,伯明翰大学,0.934,0.9670000000000001,0.499,0.561,0.8109999999999999,0.757,5,Cl5
qs_2026_top500_common6_77,qs_2026_top500_common6,77,西澳大学（UWA）,1.0,1.0,0.151,0.992,0.69,0.565,5,Cl5
qs_2026_top500_common6_78,qs_2026_top500_common6,78,皇家理工学院,0.818,0.956,0.6829999999999999,0.882,0.602,0.621,5,Cl5
qs_2026_top500_common6_79,qs_2026_top500_common6,79,格拉斯哥大学,0.991,0.98,0.503,0.44799999999999995,0.883,0.735,5,Cl5
qs_2026_top500_common6_80,qs_2026_top500_common6,80,鲁普莱希特-卡尔斯-海德堡大学,0.7140000000000001,0.662,0.998,0.414,0.871,0.722,5,Cl5
qs_2026_top500_common6_81,qs_2026_top500_common6,81,华盛顿大学,0.45799999999999996,0.147,0.49200000000000005,0.6920000000000001,0.9009999999999999,0.748,5,Cl5
qs_2026_top500_common6_82,qs_2026_top500_common6,82,宾夕法尼亚州立大学,0.382,0.374,0.29100000000000004,0.672,0.861,0.858,5,Cl5
qs_2026_top500_common6_83,qs_2026_top500_common6,83,Adelaide University,0.975,1.0,0.305,0.698,0.7829999999999999,0.627,5,Cl5
qs_2026_top500_common6_84,qs_2026_top500_common6,84,布宜诺斯艾利斯大学,0.785,0.723,0.82,0.023,0.981,0.958,5,Cl5
qs_2026_top500_common6_85,qs_2026_top500_common6,85,东京工业大学,0.434,0.298,0.8759999999999999,0.542,0.85,0.9570000000000001,5,Cl5
qs_2026_top500_common6_86,qs_2026_top500_common6,86,利兹大学,0.963,0.897,0.397,0.488,0.818,0.821,5,Cl5
qs_2026_top500_common6_87,qs_2026_top500_common6,87,南安普敦大学,0.986,0.968,0.401,0.878,0.626,0.5589999999999999,5,Cl5
qs_2026_top500_common6_88,qs_2026_top500_common6,88,柏林自由大学,0.56,0.738,0.083,0.843,0.883,0.664,5,Cl5
qs_2026_top500_common6_89,qs_2026_top500_common6,89,波士顿大学,0.9279999999999999,0.4,0.406,0.619,0.753,0.867,5,Cl5
qs_2026_top500_common6_90,qs_2026_top500_common6,90,普渡大学,0.5529999999999999,0.9640000000000001,0.16399999999999998,0.624,0.743,0.927,5,Cl5
qs_2026_top500_common6_91,qs_2026_top500_common6,91,大阪大学,0.21100000000000002,0.252,0.456,0.6579999999999999,0.905,0.9,5,Cl5
qs_2026_top500_common6_92,qs_2026_top500_common6,92,谢菲尔德大学,0.98,0.816,0.503,0.684,0.73,0.617,5,Cl5
qs_2026_top500_common6_93,qs_2026_top500_common6,93,乌普萨拉大学,0.8290000000000001,0.997,0.6629999999999999,0.5589999999999999,0.747,0.48100000000000004,5,Cl5
qs_2026_top500_common6_94,qs_2026_top500_common6,94,阿尔伯塔大学,0.7859999999999999,0.9940000000000001,0.446,0.715,0.7090000000000001,0.53,5,Cl5
qs_2026_top500_common6_95,qs_2026_top500_common6,95,杜伦大学,0.945,0.992,0.373,0.429,0.741,0.919,5,Cl5
qs_2026_top500_common6_96,qs_2026_top500_common6,96,悉尼科技大学（UTS）,0.917,0.976,0.11800000000000001,0.993,0.5870000000000001,0.667,5,Cl5
qs_2026_top500_common6_97,qs_2026_top500_common6,97,诺丁汉大学,0.785,0.927,0.445,0.486,0.754,0.784,5,Cl5
qs_2026_top500_common6_98,qs_2026_top500_common6,98,卡尔斯鲁厄理工学院,0.569,0.838,0.489,0.7709999999999999,0.5710000000000001,0.8740000000000001,5,Cl5
qs_2026_top500_common6_99,qs_2026_top500_common6,99,米兰理工大学,0.693,0.7440000000000001,0.09300000000000001,0.539,0.8340000000000001,0.9009999999999999,5,Cl5
qs_2026_top500_common6_100,qs_2026_top500_common6,100,苏黎世大学,0.578,1.0,0.9520000000000001,0.523,0.71,0.435,5,Cl5
qs_2026_top500_common6_101,qs_2026_top500_common6,101,哥本哈根大学,0.265,0.873,0.996,0.366,0.855,0.41700000000000004,4,Cl4
qs_2026_top500_common6_102,qs_2026_top500_common6,102,浦项科技大学,0.042,0.316,0.9990000000000001,0.983,0.613,0.833,4,Cl4
qs_2026_top500_common6_103,qs_2026_top500_common6,103,南京大学,0.159,0.8290000000000001,0.37200000000000005,0.99,0.721,0.612,4,Cl4
qs_2026_top500_common6_104,qs_2026_top500_common6,104,乌得勒支大学,0.305,0.634,0.395,0.779,0.7929999999999999,0.49200000000000005,4,Cl4
qs_2026_top500_common6_105,qs_2026_top500_common6,105,罗蒙诺索夫莫斯科国立大学,0.96,0.255,0.9990000000000001,0.073,0.8370000000000001,0.879,4,Cl4
qs_2026_top500_common6_106,qs_2026_top500_common6,106,亚琛工业大学,0.93,0.596,0.107,0.797,0.5770000000000001,0.9570000000000001,4,Cl4
qs_2026_top500_common6_107,qs_2026_top500_common6,107,丹麦技术大学,0.9590000000000001,1.0,0.9840000000000001,0.909,0.44799999999999995,0.36200000000000004,4,Cl4
qs_2026_top500_common6_108,qs_2026_top500_common6,108,圣保罗大学,0.035,0.092,0.305,0.40299999999999997,0.973,0.81,4,Cl4
qs_2026_top500_common6_109,qs_2026_top500_common6,109,东北大学,0.19399999999999998,0.205,0.982,0.355,0.845,0.865,4,Cl4
qs_2026_top500_common6_110,qs_2026_top500_common6,110,伦敦大学皇后玛丽学院（QMUL）,0.9990000000000001,0.9990000000000001,0.31,0.8340000000000001,0.636,0.47100000000000003,4,Cl4
qs_2026_top500_common6_111,qs_2026_top500_common6,111,威斯康星大学麦迪逊分校,0.37,0.5770000000000001,0.843,0.281,0.857,0.631,4,Cl4
qs_2026_top500_common6_112,qs_2026_top500_common6,112,卡塔尔大学,0.986,1.0,0.738,0.733,0.433,0.565,4,Cl4
qs_2026_top500_common6_113,qs_2026_top500_common6,113,圣安德鲁斯大学,0.997,0.988,0.638,0.513,0.615,0.7490000000000001,4,Cl4
qs_2026_top500_common6_114,qs_2026_top500_common6,114,阿尔托大学,0.6,0.972,0.35100000000000003,0.7959999999999999,0.575,0.561,4,Cl4
qs_2026_top500_common6_115,qs_2026_top500_common6,115,加州大学戴维斯分校,0.619,0.865,0.28300000000000003,0.665,0.727,0.701,4,Cl4
qs_2026_top500_common6_116,qs_2026_top500_common6,116,赫尔辛基大学,0.131,0.785,0.669,0.627,0.745,0.377,4,Cl4
qs_2026_top500_common6_117,qs_2026_top500_common6,117,智利天主教大学,0.078,0.42,0.35100000000000003,0.142,0.98,0.986,4,Cl4
qs_2026_top500_common6_118,qs_2026_top500_common6,118,都柏林大学,0.8959999999999999,0.995,0.19699999999999998,0.62,0.665,0.5760000000000001,4,Cl4
qs_2026_top500_common6_119,qs_2026_top500_common6,119,奥斯陆大学,0.46,0.958,0.784,0.677,0.6779999999999999,0.27699999999999997,4,Cl4
qs_2026_top500_common6_120,qs_2026_top500_common6,120,滑铁卢大学,0.7659999999999999,0.815,0.08800000000000001,0.883,0.53,0.742,4,Cl4
qs_2026_top500_common6_121,qs_2026_top500_common6,121,莱顿大学,0.684,0.897,0.303,0.649,0.804,0.46299999999999997,4,Cl4
qs_2026_top500_common6_122,qs_2026_top500_common6,122,赖斯大学,0.966,0.9129999999999999,0.7490000000000001,0.816,0.506,0.51,4,Cl4
qs_2026_top500_common6_123,qs_2026_top500_common6,123,乔治亚理工学院(Georgia Tech),0.604,0.215,0.324,0.542,0.76,0.9279999999999999,4,Cl4
qs_2026_top500_common6_124,qs_2026_top500_common6,124,印度理工学院德里分校,0.019,0.032,0.21899999999999997,0.9309999999999999,0.679,0.95,4,Cl4
qs_2026_top500_common6_125,qs_2026_top500_common6,125,皇家墨尔本理工大学,0.9520000000000001,1.0,0.07200000000000001,0.9129999999999999,0.551,0.603,4,Cl4
qs_2026_top500_common6_126,qs_2026_top500_common6,126,成均馆大学,0.5760000000000001,0.242,0.838,0.623,0.684,0.7559999999999999,4,Cl4
qs_2026_top500_common6_127,qs_2026_top500_common6,127,马来西亚国立大学（UKM）,0.9470000000000001,0.501,0.787,0.301,0.762,0.764,4,Cl4
qs_2026_top500_common6_128,qs_2026_top500_common6,128,萨皮恩扎 - 罗马大学,0.14800000000000002,0.04,0.078,0.629,0.907,0.664,4,Cl4
qs_2026_top500_common6_129,qs_2026_top500_common6,129,印度理工学院孟买分校,0.016,0.065,0.161,0.8290000000000001,0.733,0.9670000000000001,4,Cl4
qs_2026_top500_common6_130,qs_2026_top500_common6,130,柏林洪堡大学,0.47600000000000003,0.757,0.105,0.434,0.943,0.753,4,Cl4
qs_2026_top500_common6_131,qs_2026_top500_common6,131,奥胡斯大学,0.255,0.9670000000000001,0.424,0.741,0.6829999999999999,0.41700000000000004,4,Cl4
qs_2026_top500_common6_132,qs_2026_top500_common6,132,巴斯大学,0.868,0.956,0.205,0.759,0.489,0.816,4,Cl4
qs_2026_top500_common6_133,qs_2026_top500_common6,133,中国科学技术大学,0.078,0.149,0.981,0.9940000000000001,0.5760000000000001,0.506,4,Cl4
qs_2026_top500_common6_134,qs_2026_top500_common6,134,马来西亚博特拉大学（UPM）,0.9840000000000001,0.452,0.6679999999999999,0.38299999999999995,0.757,0.7340000000000001,4,Cl4
qs_2026_top500_common6_135,qs_2026_top500_common6,135,马来西亚理科大学（USM）,0.993,0.34700000000000003,0.47600000000000003,0.384,0.7759999999999999,0.7979999999999999,4,Cl4
qs_2026_top500_common6_136,qs_2026_top500_common6,136,墨西哥国立自治大学,0.054000000000000006,0.1,0.47100000000000003,0.040999999999999995,0.992,0.9590000000000001,4,Cl4
qs_2026_top500_common6_137,qs_2026_top500_common6,137,纽卡斯尔大学,0.81,0.925,0.495,0.491,0.629,0.687,4,Cl4
qs_2026_top500_common6_138,qs_2026_top500_common6,138,博洛尼亚大学,0.265,0.299,0.06,0.519,0.9059999999999999,0.675,4,Cl4
qs_2026_top500_common6_139,qs_2026_top500_common6,139,麦考瑞大学,0.973,1.0,0.136,0.858,0.47700000000000004,0.5670000000000001,4,Cl4
qs_2026_top500_common6_140,qs_2026_top500_common6,140,埃因霍芬理工大学,0.9570000000000001,1.0,0.436,0.8190000000000001,0.405,0.773,4,Cl4
qs_2026_top500_common6_141,qs_2026_top500_common6,141,北卡罗来纳大学教堂山,0.25,0.311,0.856,0.479,0.722,0.555,4,Cl4
qs_2026_top500_common6_142,qs_2026_top500_common6,142,鹿特丹伊拉斯谟大学,0.816,0.818,0.207,0.757,0.494,0.748,4,Cl4
qs_2026_top500_common6_143,qs_2026_top500_common6,143,沙特国王大学（KSU）,0.292,1.0,0.557,0.6559999999999999,0.5479999999999999,0.5770000000000001,4,Cl4
qs_2026_top500_common6_144,qs_2026_top500_common6,144,德州农工大学,0.207,0.28,0.062,0.755,0.7290000000000001,0.815,4,Cl4
qs_2026_top500_common6_145,qs_2026_top500_common6,145,柏林工业大学,0.845,0.642,0.706,0.34299999999999997,0.6459999999999999,0.794,4,Cl4
qs_2026_top500_common6_146,qs_2026_top500_common6,146,南加州大学,0.812,0.158,0.196,0.662,0.612,0.696,4,Cl4
qs_2026_top500_common6_147,qs_2026_top500_common6,147,格罗宁根大学,0.894,0.9540000000000001,0.562,0.53,0.672,0.41600000000000004,4,Cl4
qs_2026_top500_common6_148,qs_2026_top500_common6,148,利物浦大学,0.9109999999999999,0.924,0.373,0.617,0.607,0.488,4,Cl4
qs_2026_top500_common6_149,qs_2026_top500_common6,149,斯德哥尔摩大学,0.794,0.83,0.28300000000000003,0.736,0.6509999999999999,0.295,4,Cl4
qs_2026_top500_common6_150,qs_2026_top500_common6,150,开普敦大学,0.27899999999999997,0.6609999999999999,0.146,0.754,0.5820000000000001,0.623,4,Cl4
qs_2026_top500_common6_151,qs_2026_top500_common6,151,韦仕敦大学（西安大略大学）,0.687,1.0,0.052000000000000005,0.935,0.423,0.535,4,Cl4
qs_2026_top500_common6_152,qs_2026_top500_common6,152,维也纳大学,0.966,1.0,0.31,0.222,0.823,0.46399999999999997,4,Cl4
qs_2026_top500_common6_153,qs_2026_top500_common6,153,马来西亚工艺大学（UTM）,0.914,0.155,0.588,0.578,0.64,0.721,4,Cl4
qs_2026_top500_common6_154,qs_2026_top500_common6,154,瓦赫宁根大学,0.907,0.72,0.995,0.5479999999999999,0.55,0.344,4,Cl4
qs_2026_top500_common6_155,qs_2026_top500_common6,155,埃克塞特大学,0.778,0.948,0.42,0.5579999999999999,0.579,0.585,4,Cl4
qs_2026_top500_common6_156,qs_2026_top500_common6,156,日内瓦大学,0.986,1.0,0.474,0.703,0.5529999999999999,0.348,4,Cl4
qs_2026_top500_common6_157,qs_2026_top500_common6,157,兰卡斯特大学,0.9329999999999999,0.9640000000000001,0.361,0.775,0.512,0.45799999999999996,4,Cl4
qs_2026_top500_common6_158,qs_2026_top500_common6,158,巴塞尔大学,0.914,1.0,0.7020000000000001,0.9420000000000001,0.34,0.207,4,Cl4
qs_2026_top500_common6_159,qs_2026_top500_common6,159,汉阳大学,0.701,0.237,0.8170000000000001,0.429,0.5820000000000001,0.8190000000000001,4,Cl4
qs_2026_top500_common6_160,qs_2026_top500_common6,160,巴塞罗那大学,0.408,0.39899999999999997,0.19,0.478,0.8490000000000001,0.489,4,Cl4
qs_2026_top500_common6_161,qs_2026_top500_common6,161,密歇根州立大学,0.21100000000000002,0.672,0.139,0.612,0.6729999999999999,0.629,4,Cl4
qs_2026_top500_common6_162,qs_2026_top500_common6,162,根特大学,0.33799999999999997,0.8340000000000001,0.845,0.324,0.682,0.391,4,Cl4
qs_2026_top500_common6_163,qs_2026_top500_common6,163,阿卜杜勒·阿齐兹国王大学（KAU）,0.092,0.831,0.414,0.478,0.675,0.7659999999999999,4,Cl4
qs_2026_top500_common6_164,qs_2026_top500_common6,164,名古屋大学,0.276,0.226,0.8420000000000001,0.382,0.742,0.715,4,Cl4
qs_2026_top500_common6_165,qs_2026_top500_common6,165,查尔姆斯理工大学,0.743,1.0,0.595,0.809,0.34600000000000003,0.5660000000000001,4,Cl4
qs_2026_top500_common6_166,qs_2026_top500_common6,166,哈萨克国立大学,0.8320000000000001,0.809,0.996,0.021,0.607,0.863,4,Cl4
qs_2026_top500_common6_167,qs_2026_top500_common6,167,华盛顿大学在圣路易斯,0.818,0.9309999999999999,0.998,0.626,0.465,0.257,4,Cl4
qs_2026_top500_common6_168,qs_2026_top500_common6,168,蒙特利尔大学,0.664,0.915,0.795,0.263,0.6609999999999999,0.44,4,Cl4
qs_2026_top500_common6_169,qs_2026_top500_common6,169,约克大学,0.754,0.924,0.5579999999999999,0.5379999999999999,0.568,0.423,4,Cl4
qs_2026_top500_common6_170,qs_2026_top500_common6,170,北海道大学,0.205,0.282,0.768,0.42700000000000005,0.715,0.688,4,Cl4
qs_2026_top500_common6_171,qs_2026_top500_common6,171,九州大学,0.39,0.245,0.871,0.342,0.713,0.721,4,Cl4
qs_2026_top500_common6_172,qs_2026_top500_common6,172,巴塞罗那自治大学,0.272,0.265,0.152,0.762,0.764,0.42100000000000004,4,Cl4
qs_2026_top500_common6_173,qs_2026_top500_common6,173,麦克马斯特大学,0.6629999999999999,0.946,0.618,0.5660000000000001,0.525,0.436,4,Cl4
qs_2026_top500_common6_174,qs_2026_top500_common6,174,亚利桑那州立大学,0.532,0.725,0.095,0.615,0.639,0.633,4,Cl4
qs_2026_top500_common6_175,qs_2026_top500_common6,175,智利大学,0.081,0.122,0.109,0.182,0.919,0.92,4,Cl4
qs_2026_top500_common6_176,qs_2026_top500_common6,176,国立清华大学,0.373,0.267,0.342,0.735,0.67,0.7709999999999999,4,Cl4
qs_2026_top500_common6_177,qs_2026_top500_common6,177,哈利法大学,0.83,1.0,0.8320000000000001,0.8390000000000001,0.34299999999999997,0.428,4,Cl4
qs_2026_top500_common6_178,qs_2026_top500_common6,178,同济大学,0.474,0.9259999999999999,0.312,0.996,0.452,0.41200000000000003,4,Cl4
qs_2026_top500_common6_179,qs_2026_top500_common6,179,加州大学圣芭芭拉分校,0.275,0.813,0.09300000000000001,0.99,0.653,0.324,4,Cl4
qs_2026_top500_common6_180,qs_2026_top500_common6,180,印度理工学院马德拉斯分校,0.032,0.031,0.213,0.902,0.568,0.858,4,Cl4
qs_2026_top500_common6_181,qs_2026_top500_common6,181,卡迪夫大学,0.701,0.872,0.48200000000000004,0.42200000000000004,0.601,0.544,4,Cl4
