alternative_id,dataset_id,g1,g2,g3,g4,g5,g6,g7,class_label,class_index
a70,mcs_bcc,0.5,0.833333,0.125,1,0.0,1,1,Cl1,1
a71,mcs_bcc,0.5,0.333333,0.0,1,0.0,0,1,Cl1,1
a72,mcs_bcc,0.5,1.0,0.125,1,0.0,1,1,Cl1,1
a73,mcs_bcc,0.0,0.166667,0.25,0,1.0,0,0,Cl1,1
a74,mcs_bcc,0.0,0.5,0.25,0,0.0,1,1,Cl1,1
a75,mcs_bcc,0.0,0.5,0.0,1,0.5,0,0,Cl1,1
a76,mcs_bcc,0.5,0.166667,0.5,0,1.0,1,1,Cl1,1
a77,mcs_bcc,0.0,0.666667,0.25,1,0.0,0,0,Cl1,1
a78,mcs_bcc,0.5,0.166667,0.625,0,0.0,0,1,Cl1,1
a79,mcs_bcc,0.5,0.5,0.125,0,0.0,0,0,Cl1,1
a80,mcs_bcc,1.0,0.5,0.0,0,1.0,1,0,Cl1,1
a81,mcs_bcc,0.0,0.333333,1.0,1,1.0,0,0,Cl2,2
a82,mcs_bcc,0.0,1.0,0.625,1,0.5,1,0,Cl2,2
a83,mcs_bcc,0.5,0.833333,0.0,0,1.0,1,1,Cl2,2
a84,mcs_bcc,0.0,0.833333,0.625,1,1.0,1,0,Cl2,2
a85,mcs_bcc,1.0,0.833333,1.0,0,0.5,1,1,Cl2,2
a86,mcs_bcc,0.5,0.333333,0.5,1,0.0,0,0,Cl1,1
a87,mcs_bcc,1.0,1.0,0.0,1,0.0,0,1,Cl1,1
a88,mcs_bcc,0.5,0.166667,0.125,1,1.0,1,1,Cl2,2
a89,mcs_bcc,0.0,0.5,0.625,0,1.0,1,0,Cl1,1
a90,mcs_bcc,1.0,0.5,0.0,1,1.0,0,0,Cl1,1
a91,mcs_bcc,1.0,0.333333,0.25,0,0.0,0,1,Cl1,1
a92,mcs_bcc,1.0,0.833333,1.0,0,1.0,0,0,Cl2,2
a93,mcs_bcc,0.5,1.0,1.0,1,1.0,1,1,Cl2,2
a94,mcs_bcc,1.0,0.166667,1.0,0,0.0,1,0,Cl1,1
a95,mcs_bcc,0.5,0.666667,0.375,1,0.5,1,1,Cl2,2
a96,mcs_bcc,0.0,0.666667,0.25,1,0.5,0,1,Cl1,1
a97,mcs_bcc,0.0,0.333333,0.375,0,0.0,0,1,Cl1,1
a98,mcs_bcc,0.5,0.5,0.25,1,1.0,0,1,Cl2,2
a99,mcs_bcc,0.5,1.0,0.125,0,0.5,1,0,Cl1,1
a100,mcs_bcc,0.5,0.166667,1.0,0,0.0,1,0,Cl1,1
a101,mcs_bcc,0.0,0.5,0.0,0,1.0,1,1,Cl1,1
a102,mcs_bcc,0.0,0.333333,1.0,1,1.0,0,1,Cl2,2
a103,mcs_bcc,0.0,1.0,0.625,1,1.0,1,1,Cl2,2
a104,mcs_bcc,1.0,0.833333,0.5,1,1.0,0,0,Cl2,2
a105,mcs_bcc,0.0,1.0,0.125,1,0.0,0,1,Cl1,1
a106,mcs_bcc,0.0,0.0,0.0,0,0.0,1,1,Cl1,1
a107,mcs_bcc,1.0,0.166667,1.0,1,0.5,1,1,Cl2,2
a108,mcs_bcc,0.0,1.0,0.375,0,0.0,1,1,Cl1,1
a109,mcs_bcc,0.5,1.0,0.625,0,0.5,1,0,Cl1,1
a110,mcs_bcc,0.0,0.0,0.25,0,0.5,0,1,Cl1,1
a111,mcs_bcc,0.0,0.5,0.25,0,0.0,1,0,Cl1,1
a112,mcs_bcc,1.0,0.0,0.5,0,0.0,0,1,Cl1,1
a113,mcs_bcc,1.0,0.666667,0.375,0,1.0,1,1,Cl2,2
a114,mcs_bcc,0.5,1.0,0.0,0,1.0,0,1,Cl2,2
a115,mcs_bcc,1.0,0.666667,0.375,1,0.0,0,1,Cl1,1
a116,mcs_bcc,1.0,0.166667,0.5,0,0.0,1,1,Cl1,1
a117,mcs_bcc,0.5,0.833333,0.375,0,0.0,0,0,Cl1,1
a118,mcs_bcc,1.0,1.0,0.0,1,0.0,1,1,Cl1,1
a119,mcs_bcc,0.0,0.666667,0.125,1,0.5,1,0,Cl1,1
a120,mcs_bcc,1.0,0.666667,0.375,1,0.0,1,1,Cl1,1
a121,mcs_bcc,0.5,1.0,0.0,1,0.5,0,1,Cl2,2
a122,mcs_bcc,1.0,0.333333,0.625,0,1.0,1,0,Cl1,1
a123,mcs_bcc,0.5,0.333333,1.0,1,0.5,1,0,Cl1,1
a124,mcs_bcc,0.0,0.833333,0.625,1,1.0,0,1,Cl2,2
a125,mcs_bcc,0.0,0.0,0.125,1,1.0,1,0,Cl1,1
a126,mcs_bcc,0.5,0.333333,0.375,1,0.0,0,1,Cl1,1
a127,mcs_bcc,1.0,0.666667,0.625,1,0.5,0,0,Cl1,1
a128,mcs_bcc,1.0,0.166667,0.125,1,1.0,0,1,Cl2,2
a129,mcs_bcc,0.5,0.833333,0.375,1,0.5,0,0,Cl1,1
a130,mcs_bcc,1.0,0.5,0.25,0,1.0,0,1,Cl1,1
a131,mcs_bcc,1.0,0.833333,0.625,1,1.0,1,1,Cl2,2
a132,mcs_bcc,0.5,0.166667,0.125,1,0.0,1,0,Cl1,1
a133,mcs_bcc,0.0,0.5,0.5,1,1.0,0,0,Cl2,2
a134,mcs_bcc,0.0,1.0,0.125,1,0.5,0,0,Cl1,1
a135,mcs_bcc,1.0,0.0,0.125,1,1.0,0,1,Cl2,2
a136,mcs_bcc,0.0,0.833333,0.375,0,1.0,0,0,Cl1,1
a137,mcs_bcc,0.5,0.666667,0.375,1,1.0,1,0,Cl2,2
a138,mcs_bcc,0.5,0.333333,0.125,1,1.0,1,1,Cl2,2
a139,mcs_bcc,1.0,0.5,0.5,1,1.0,1,1,Cl2,2
a140,mcs_bcc,1.0,0.333333,0.375,1,1.0,0,0,Cl2,2
a141,mcs_bcc,0.5,0.666667,0.125,1,1.0,1,0,Cl2,2
a142,mcs_bcc,0.0,0.833333,0.25,0,0.5,0,0,Cl1,1
a143,mcs_bcc,0.5,0.166667,0.5,0,1.0,1,1,Cl1,1
a144,mcs_bcc,0.0,0.5,0.5,1,1.0,0,1,Cl2,2
a145,mcs_bcc,1.0,0.5,0.0,0,0.0,1,0,Cl1,1
a146,mcs_bcc,0.5,0.833333,0.0,1,0.5,0,1,Cl1,1
a147,mcs_bcc,0.5,0.166667,0.0,0,1.0,1,1,Cl1,1
a148,mcs_bcc,0.0,0.0,0.125,1,0.0,1,1,Cl1,1
a149,mcs_bcc,1.0,0.0,0.375,1,1.0,0,0,Cl1,1
a150,mcs_bcc,0.0,0.666667,0.625,0,1.0,0,0,Cl1,1
a151,mcs_bcc,0.0,0.5,0.5,1,0.0,1,1,Cl1,1
a152,mcs_bcc,1.0,0.166667,0.25,0,1.0,1,0,Cl1,1
a153,mcs_bcc,1.0,0.5,0.625,0,0.0,1,1,Cl1,1
a154,mcs_bcc,1.0,0.0,1.0,0,0.5,1,1,Cl1,1
a155,mcs_bcc,0.0,1.0,0.5,0,1.0,0,1,Cl2,2
a156,mcs_bcc,1.0,0.666667,1.0,1,0.5,1,0,Cl2,2
a157,mcs_bcc,0.5,0.166667,0.25,0,1.0,0,0,Cl1,1
a158,mcs_bcc,0.0,0.166667,1.0,0,0.0,1,0,Cl1,1
a159,mcs_bcc,0.0,1.0,0.5,1,0.0,0,1,Cl1,1
a160,mcs_bcc,0.0,1.0,0.625,0,0.0,1,1,Cl1,1
a161,mcs_bcc,0.5,0.166667,0.625,1,0.0,1,0,Cl1,1
a162,mcs_bcc,0.0,0.166667,1.0,0,1.0,0,1,Cl2,2
a163,mcs_bcc,1.0,0.5,0.0,0,0.5,1,0,Cl1,1
a164,mcs_bcc,0.0,0.833333,0.125,1,0.0,0,0,Cl1,1
a165,mcs_bcc,0.0,0.166667,0.0,1,0.0,1,0,Cl1,1
a166,mcs_bcc,0.0,0.0,0.625,1,0.0,1,1,Cl1,1
a167,mcs_bcc,1.0,1.0,0.625,1,1.0,1,1,Cl2,2
a168,mcs_bcc,1.0,0.5,0.0,1,0.0,1,1,Cl1,1
a169,mcs_bcc,0.0,0.333333,0.125,0,1.0,1,1,Cl1,1
a170,mcs_bcc,1.0,0.166667,0.0,0,1.0,1,1,Cl1,1
a171,mcs_bcc,1.0,0.666667,1.0,0,1.0,0,0,Cl2,2
a172,mcs_bcc,0.0,0.5,0.25,1,0.5,0,1,Cl1,1
a173,mcs_bcc,1.0,0.666667,0.5,0,1.0,1,0,Cl1,1
a174,mcs_bcc,0.0,0.833333,0.125,0,0.0,1,0,Cl1,1
a175,mcs_bcc,0.0,0.333333,0.375,1,1.0,1,1,Cl2,2
a176,mcs_bcc,1.0,0.0,0.0,0,1.0,1,0,Cl1,1
a177,mcs_bcc,0.5,0.5,0.5,0,1.0,1,0,Cl1,1
a178,mcs_bcc,0.0,0.833333,0.375,1,0.0,1,1,Cl1,1
a179,mcs_bcc,0.0,0.333333,0.0,1,1.0,0,1,Cl2,2
a180,mcs_bcc,0.0,0.5,1.0,0,0.0,0,0,Cl1,1
a181,mcs_bcc,0.0,0.333333,1.0,1,1.0,0,0,Cl2,2
a182,mcs_bcc,0.0,0.833333,0.0,1,0.5,1,0,Cl1,1
a183,mcs_bcc,1.0,0.333333,0.25,1,0.0,1,1,Cl1,1
a184,mcs_bcc,0.0,0.833333,0.5,0,0.5,0,1,Cl1,1
a185,mcs_bcc,1.0,1.0,0.5,0,0.0,1,0,Cl1,1
a186,mcs_bcc,1.0,0.333333,0.25,1,1.0,1,0,Cl1,1
a187,mcs_bcc,0.0,0.333333,1.0,1,0.5,1,0,Cl1,1
a188,mcs_bcc,0.0,0.333333,0.5,1,1.0,1,1,Cl2,2
a189,mcs_bcc,0.0,0.333333,0.375,1,0.0,1,1,Cl1,1
a190,mcs_bcc,0.0,0.666667,0.25,0,1.0,1,0,Cl1,1
a191,mcs_bcc,0.0,0.5,0.375,0,1.0,1,0,Cl1,1
a192,mcs_bcc,0.0,0.166667,0.0,1,0.0,0,1,Cl1,1
a193,mcs_bcc,0.5,0.0,1.0,1,0.0,1,1,Cl1,1
a194,mcs_bcc,0.5,0.166667,1.0,0,0.0,1,1,Cl1,1
a195,mcs_bcc,0.0,1.0,0.0,1,1.0,1,0,Cl2,2
a196,mcs_bcc,1.0,0.666667,0.25,1,0.0,1,0,Cl1,1
a197,mcs_bcc,1.0,0.666667,0.625,0,1.0,1,0,Cl1,1
a198,mcs_bcc,1.0,0.833333,0.0,0,1.0,0,1,Cl2,2
a199,mcs_bcc,0.0,0.5,1.0,0,1.0,1,0,Cl2,2
a200,mcs_bcc,0.0,0.5,0.375,0,0.0,1,0,Cl1,1
a201,mcs_bcc,0.0,0.0,0.25,0,1.0,0,0,Cl1,1
a202,mcs_bcc,1.0,0.5,1.0,0,1.0,1,1,Cl2,2
a203,mcs_bcc,0.0,0.5,0.125,1,1.0,1,0,Cl1,1
a204,mcs_bcc,1.0,0.5,0.125,0,0.5,0,1,Cl1,1
a205,mcs_bcc,1.0,1.0,0.25,0,0.0,1,1,Cl1,1
a206,mcs_bcc,1.0,1.0,1.0,1,1.0,0,0,Cl2,2
a207,mcs_bcc,0.0,0.0,0.25,0,0.0,1,1,Cl1,1
a208,mcs_bcc,1.0,1.0,0.25,0,1.0,0,0,Cl1,1
a209,mcs_bcc,1.0,0.0,0.125,1,0.5,1,0,Cl1,1
a210,mcs_bcc,0.0,0.5,0.125,0,0.0,0,0,Cl1,1
a211,mcs_bcc,0.0,1.0,0.625,0,0.5,1,0,Cl1,1
a212,mcs_bcc,0.0,0.666667,0.125,0,1.0,0,1,Cl1,1
a213,mcs_bcc,0.0,0.333333,1.0,1,0.0,1,0,Cl1,1
a214,mcs_bcc,1.0,0.666667,0.0,0,0.0,1,0,Cl1,1
a215,mcs_bcc,1.0,0.833333,0.5,0,0.0,0,0,Cl1,1
a216,mcs_bcc,1.0,0.5,0.125,1,1.0,1,0,Cl2,2
a217,mcs_bcc,0.0,0.5,0.0,0,1.0,1,0,Cl1,1
a218,mcs_bcc,1.0,0.5,0.25,0,1.0,0,1,Cl1,1
a219,mcs_bcc,1.0,0.0,0.5,0,1.0,1,1,Cl1,1
a220,mcs_bcc,0.0,0.166667,0.375,0,0.0,0,1,Cl1,1
a221,mcs_bcc,0.5,0.833333,0.5,0,1.0,0,0,Cl1,1
a222,mcs_bcc,0.0,0.0,1.0,0,0.0,1,0,Cl1,1
a223,mcs_bcc,1.0,0.333333,0.375,0,1.0,0,1,Cl1,1
a224,mcs_bcc,0.0,0.5,0.5,1,1.0,0,1,Cl2,2
a225,mcs_bcc,1.0,0.666667,0.375,0,1.0,0,0,Cl1,1
a226,mcs_bcc,1.0,0.333333,1.0,1,0.5,1,0,Cl2,2
a227,mcs_bcc,0.0,0.333333,0.25,1,1.0,1,1,Cl2,2
a228,mcs_bcc,0.0,0.833333,0.125,0,1.0,0,1,Cl2,2
a229,mcs_bcc,0.5,0.666667,0.625,1,0.0,1,1,Cl1,1
a230,mcs_bcc,1.0,0.333333,1.0,0,0.5,0,0,Cl1,1
a231,mcs_bcc,0.0,0.833333,1.0,0,0.5,1,1,Cl2,2
a232,mcs_bcc,0.0,0.166667,1.0,1,1.0,0,0,Cl2,2
a233,mcs_bcc,0.5,0.0,0.5,1,0.0,1,1,Cl1,1
a234,mcs_bcc,0.0,0.833333,0.25,0,0.0,0,1,Cl1,1
a235,mcs_bcc,0.5,1.0,0.5,1,0.5,0,0,Cl1,1
a236,mcs_bcc,1.0,0.333333,1.0,0,1.0,0,0,Cl2,2
a237,mcs_bcc,0.5,1.0,0.5,1,1.0,1,1,Cl2,2
a238,mcs_bcc,1.0,0.333333,1.0,0,0.0,0,0,Cl1,1
a239,mcs_bcc,1.0,0.5,0.25,0,0.5,1,1,Cl1,1
a240,mcs_bcc,0.0,0.333333,0.25,0,1.0,0,1,Cl1,1
a241,mcs_bcc,1.0,0.0,0.5,1,0.0,0,0,Cl1,1
a242,mcs_bcc,0.0,0.166667,0.5,1,1.0,0,1,Cl2,2
a243,mcs_bcc,1.0,0.0,0.5,0,1.0,0,1,Cl1,1
a244,mcs_bcc,0.0,1.0,1.0,0,0.5,0,1,Cl2,2
a245,mcs_bcc,0.0,0.166667,1.0,0,0.5,1,0,Cl1,1
a246,mcs_bcc,1.0,0.5,0.375,1,1.0,1,0,Cl2,2
a247,mcs_bcc,0.5,0.0,0.375,0,0.5,1,0,Cl1,1
a248,mcs_bcc,1.0,1.0,0.125,1,1.0,0,1,Cl2,2
a249,mcs_bcc,1.0,0.833333,0.125,0,0.0,1,1,Cl1,1
a250,mcs_bcc,0.5,0.666667,0.375,1,1.0,1,0,Cl2,2
a251,mcs_bcc,1.0,0.833333,0.0,0,0.5,0,0,Cl1,1
a252,mcs_bcc,1.0,0.666667,0.625,1,0.5,0,0,Cl1,1
a253,mcs_bcc,0.5,0.833333,0.125,1,0.0,0,0,Cl1,1
a254,mcs_bcc,0.5,0.166667,0.125,0,0.5,0,1,Cl1,1
a255,mcs_bcc,0.0,0.833333,0.625,0,1.0,1,0,Cl2,2
a256,mcs_bcc,0.0,0.666667,0.0,1,1.0,1,0,Cl1,1
a257,mcs_bcc,1.0,0.833333,0.625,1,1.0,1,0,Cl2,2
a258,mcs_bcc,0.0,1.0,0.5,1,0.0,1,0,Cl1,1
a259,mcs_bcc,0.5,0.833333,0.25,0,0.5,0,0,Cl1,1
a260,mcs_bcc,0.0,0.5,0.125,0,0.0,0,0,Cl1,1
a261,mcs_bcc,0.0,0.333333,0.0,0,1.0,1,0,Cl1,1
a262,mcs_bcc,0.5,0.5,0.25,0,0.0,0,1,Cl1,1
a263,mcs_bcc,1.0,0.0,0.25,1,0.0,0,1,Cl1,1
a264,mcs_bcc,0.5,1.0,0.125,0,0.5,1,1,Cl1,1
a265,mcs_bcc,0.0,0.0,0.5,1,0.5,1,0,Cl1,1
a266,mcs_bcc,1.0,0.333333,0.375,0,0.0,1,0,Cl1,1
a267,mcs_bcc,0.0,1.0,0.375,1,1.0,0,1,Cl2,2
a268,mcs_bcc,0.5,0.833333,0.375,1,0.0,0,0,Cl1,1
a269,mcs_bcc,1.0,0.5,0.25,0,1.0,1,1,Cl2,2
a270,mcs_bcc,0.0,0.333333,0.125,1,0.5,1,0,Cl1,1
a271,mcs_bcc,1.0,0.833333,0.25,1,0.0,1,0,Cl1,1
a272,mcs_bcc,0.5,0.833333,0.0,1,0.0,0,0,Cl1,1
a273,mcs_bcc,0.5,0.166667,1.0,0,1.0,0,0,Cl1,1
a274,mcs_bcc,0.5,0.166667,0.375,0,0.5,0,0,Cl1,1
a275,mcs_bcc,0.0,0.666667,0.5,0,1.0,1,1,Cl2,2
a276,mcs_bcc,0.5,0.333333,0.25,0,1.0,1,1,Cl1,1
a277,mcs_bcc,1.0,1.0,1.0,1,1.0,0,0,Cl2,2
a278,mcs_bcc,1.0,1.0,0.125,0,1.0,0,1,Cl2,2
