alternative_id,dataset_id,g1,g2,g3,g4,class_label,class_index
a126,mcs_esl,0.333333,0.222222,0.666667,0.333333,Cl2,2
a127,mcs_esl,0.222222,0.333333,0.166667,0.0,Cl1,1
a128,mcs_esl,0.888889,0.0,1.0,0.5,Cl4,4
a129,mcs_esl,0.555556,0.333333,0.333333,0.0,Cl2,2
a130,mcs_esl,0.444444,0.888889,0.166667,0.166667,Cl2,2
a131,mcs_esl,0.444444,0.333333,0.333333,0.666667,Cl3,3
a132,mcs_esl,0.666667,0.111111,0.333333,0.666667,Cl3,3
a133,mcs_esl,0.666667,0.0,0.5,0.833333,Cl4,4
a134,mcs_esl,0.111111,0.444444,0.333333,0.0,Cl1,1
a135,mcs_esl,0.777778,0.111111,0.333333,1.0,Cl4,4
a136,mcs_esl,1.0,0.444444,0.833333,0.5,Cl5,5
a137,mcs_esl,0.777778,1.0,0.833333,1.0,Cl5,5
a138,mcs_esl,0.777778,0.888889,0.5,0.833333,Cl5,5
a139,mcs_esl,0.555556,1.0,0.666667,0.333333,Cl4,4
a140,mcs_esl,0.888889,0.444444,1.0,0.5,Cl5,5
a141,mcs_esl,0.111111,0.222222,0.0,0.833333,Cl1,1
a142,mcs_esl,0.777778,0.555556,0.166667,0.833333,Cl4,4
a143,mcs_esl,0.222222,0.555556,1.0,0.666667,Cl4,4
a144,mcs_esl,0.0,0.666667,0.666667,0.833333,Cl4,4
a145,mcs_esl,0.0,0.0,0.666667,0.833333,Cl2,2
a146,mcs_esl,0.0,0.0,0.166667,0.666667,Cl1,1
a147,mcs_esl,0.888889,0.555556,0.166667,1.0,Cl4,4
a148,mcs_esl,0.666667,0.0,0.666667,0.166667,Cl2,2
a149,mcs_esl,0.0,1.0,0.833333,0.666667,Cl4,4
a150,mcs_esl,0.777778,0.0,0.666667,0.5,Cl3,3
a151,mcs_esl,0.444444,0.111111,0.0,1.0,Cl2,2
a152,mcs_esl,0.222222,0.111111,0.333333,0.0,Cl1,1
a153,mcs_esl,0.444444,0.111111,0.833333,0.666667,Cl4,4
a154,mcs_esl,0.111111,0.888889,0.333333,0.166667,Cl2,2
a155,mcs_esl,0.0,0.0,0.833333,0.666667,Cl2,2
a156,mcs_esl,0.444444,0.333333,0.666667,0.333333,Cl3,3
a157,mcs_esl,0.666667,1.0,0.833333,0.166667,Cl5,5
a158,mcs_esl,0.111111,0.555556,0.166667,0.5,Cl2,2
a159,mcs_esl,0.888889,0.555556,0.166667,0.833333,Cl4,4
a160,mcs_esl,0.333333,0.888889,0.5,0.833333,Cl4,4
a161,mcs_esl,0.111111,0.888889,0.666667,0.666667,Cl4,4
a162,mcs_esl,0.222222,0.222222,0.666667,0.166667,Cl2,2
a163,mcs_esl,0.0,0.666667,0.166667,0.833333,Cl2,2
a164,mcs_esl,0.222222,0.555556,0.166667,0.833333,Cl3,3
a165,mcs_esl,0.777778,0.333333,0.166667,0.666667,Cl3,3
a166,mcs_esl,0.666667,0.555556,1.0,1.0,Cl5,5
a167,mcs_esl,0.111111,0.888889,0.0,1.0,Cl3,3
a168,mcs_esl,0.555556,0.333333,0.5,0.666667,Cl4,4
a169,mcs_esl,0.666667,0.777778,0.166667,0.333333,Cl3,3
a170,mcs_esl,0.333333,0.888889,0.166667,1.0,Cl4,4
a171,mcs_esl,0.333333,0.333333,0.166667,0.833333,Cl3,3
a172,mcs_esl,0.666667,0.222222,0.666667,0.333333,Cl3,3
a173,mcs_esl,0.555556,0.0,0.166667,1.0,Cl3,3
a174,mcs_esl,0.888889,0.555556,0.5,0.0,Cl3,3
a175,mcs_esl,0.333333,1.0,0.666667,0.666667,Cl5,5
a176,mcs_esl,0.222222,0.111111,0.333333,0.333333,Cl1,1
a177,mcs_esl,0.444444,0.555556,0.5,0.166667,Cl2,2
a178,mcs_esl,0.333333,0.222222,0.5,0.166667,Cl2,2
a179,mcs_esl,0.111111,0.111111,0.666667,0.5,Cl2,2
a180,mcs_esl,0.222222,0.222222,0.0,1.0,Cl2,2
a181,mcs_esl,1.0,1.0,1.0,1.0,Cl5,5
a182,mcs_esl,0.333333,0.111111,0.0,1.0,Cl2,2
a183,mcs_esl,0.333333,0.888889,0.833333,0.333333,Cl4,4
a184,mcs_esl,0.777778,0.666667,0.666667,0.333333,Cl4,4
a185,mcs_esl,0.222222,0.777778,1.0,0.166667,Cl4,4
a186,mcs_esl,0.0,0.0,0.5,1.0,Cl2,2
a187,mcs_esl,0.333333,0.777778,1.0,0.333333,Cl4,4
a188,mcs_esl,0.444444,0.444444,0.833333,0.0,Cl3,3
a189,mcs_esl,0.222222,0.222222,0.833333,0.333333,Cl3,3
a190,mcs_esl,0.222222,0.666667,1.0,1.0,Cl5,5
a191,mcs_esl,0.555556,0.333333,0.5,0.5,Cl3,3
a192,mcs_esl,1.0,0.777778,0.666667,0.833333,Cl5,5
a193,mcs_esl,0.222222,0.666667,0.166667,0.833333,Cl3,3
a194,mcs_esl,0.888889,0.0,0.333333,0.0,Cl2,2
a195,mcs_esl,0.888889,0.555556,0.0,0.333333,Cl3,3
a196,mcs_esl,0.222222,0.222222,0.5,0.166667,Cl1,1
a197,mcs_esl,0.777778,0.111111,0.0,0.166667,Cl1,1
a198,mcs_esl,0.777778,0.666667,0.333333,1.0,Cl5,5
a199,mcs_esl,0.777778,0.444444,0.5,0.833333,Cl4,4
a200,mcs_esl,0.222222,1.0,0.333333,0.166667,Cl3,3
a201,mcs_esl,0.777778,0.111111,0.166667,0.666667,Cl3,3
a202,mcs_esl,0.111111,0.555556,0.833333,0.166667,Cl3,3
a203,mcs_esl,0.222222,0.777778,0.5,0.5,Cl3,3
a204,mcs_esl,1.0,0.444444,0.333333,0.5,Cl4,4
a205,mcs_esl,0.333333,0.444444,0.333333,0.5,Cl2,2
a206,mcs_esl,1.0,0.333333,0.833333,1.0,Cl5,5
a207,mcs_esl,0.444444,0.111111,0.0,0.0,Cl1,1
a208,mcs_esl,0.444444,0.777778,0.333333,1.0,Cl4,4
a209,mcs_esl,0.333333,0.0,0.166667,0.166667,Cl1,1
a210,mcs_esl,0.222222,0.333333,0.0,0.0,Cl1,1
a211,mcs_esl,0.111111,0.111111,0.333333,0.833333,Cl2,2
a212,mcs_esl,0.0,0.333333,0.333333,0.5,Cl2,2
a213,mcs_esl,0.444444,0.333333,0.666667,0.0,Cl2,2
a214,mcs_esl,0.111111,0.222222,0.166667,1.0,Cl2,2
a215,mcs_esl,0.222222,1.0,0.833333,0.666667,Cl5,5
a216,mcs_esl,0.111111,1.0,0.0,0.333333,Cl2,2
a217,mcs_esl,0.555556,0.555556,0.166667,0.0,Cl2,2
a218,mcs_esl,0.222222,1.0,0.5,0.666667,Cl4,4
a219,mcs_esl,0.0,0.666667,1.0,0.0,Cl3,3
a220,mcs_esl,0.666667,0.555556,0.0,0.5,Cl2,2
a221,mcs_esl,1.0,0.333333,0.166667,0.333333,Cl3,3
a222,mcs_esl,0.666667,0.888889,0.666667,0.166667,Cl4,4
a223,mcs_esl,0.444444,0.111111,0.333333,0.666667,Cl2,2
a224,mcs_esl,0.666667,0.888889,0.666667,0.5,Cl5,5
a225,mcs_esl,0.333333,0.222222,0.0,0.666667,Cl2,2
a226,mcs_esl,0.555556,0.777778,0.5,0.166667,Cl3,3
a227,mcs_esl,0.444444,0.111111,0.333333,0.0,Cl1,1
a228,mcs_esl,0.555556,0.333333,0.0,0.166667,Cl1,1
a229,mcs_esl,0.444444,0.777778,0.5,1.0,Cl5,5
a230,mcs_esl,0.333333,1.0,0.833333,0.5,Cl5,5
a231,mcs_esl,0.444444,0.888889,0.5,0.833333,Cl5,5
a232,mcs_esl,0.222222,0.444444,0.333333,1.0,Cl4,4
a233,mcs_esl,0.333333,0.0,0.833333,0.666667,Cl3,3
a234,mcs_esl,0.666667,1.0,0.0,0.333333,Cl3,3
a235,mcs_esl,0.0,0.222222,1.0,0.5,Cl3,3
a236,mcs_esl,1.0,0.333333,0.0,0.833333,Cl4,4
a237,mcs_esl,1.0,0.555556,0.666667,0.666667,Cl5,5
a238,mcs_esl,0.111111,1.0,1.0,0.333333,Cl4,4
a239,mcs_esl,0.111111,0.777778,0.833333,0.333333,Cl4,4
a240,mcs_esl,1.0,0.444444,0.666667,1.0,Cl5,5
a241,mcs_esl,0.555556,0.333333,1.0,0.166667,Cl4,4
a242,mcs_esl,0.0,0.555556,0.666667,0.0,Cl2,2
a243,mcs_esl,1.0,0.555556,0.5,1.0,Cl5,5
a244,mcs_esl,0.555556,0.222222,0.666667,0.5,Cl3,3
a245,mcs_esl,0.333333,0.444444,0.666667,0.333333,Cl3,3
a246,mcs_esl,0.666667,1.0,0.833333,0.5,Cl5,5
a247,mcs_esl,0.0,0.777778,0.0,1.0,Cl3,3
a248,mcs_esl,0.555556,0.555556,0.666667,0.0,Cl3,3
a249,mcs_esl,0.333333,0.555556,0.333333,0.833333,Cl4,4
a250,mcs_esl,0.666667,0.555556,1.0,0.833333,Cl5,5
a251,mcs_esl,0.0,0.888889,0.5,0.0,Cl2,2
a252,mcs_esl,0.444444,1.0,0.166667,1.0,Cl4,4
a253,mcs_esl,0.777778,0.444444,0.333333,1.0,Cl4,4
a254,mcs_esl,0.777778,1.0,0.833333,0.0,Cl4,4
a255,mcs_esl,0.111111,0.111111,0.5,0.5,Cl2,2
a256,mcs_esl,0.888889,0.555556,0.333333,0.666667,Cl4,4
a257,mcs_esl,0.222222,0.555556,0.166667,1.0,Cl3,3
a258,mcs_esl,0.777778,0.111111,0.833333,0.333333,Cl4,4
a259,mcs_esl,0.0,1.0,0.5,0.333333,Cl3,3
a260,mcs_esl,0.0,0.666667,1.0,0.166667,Cl3,3
a261,mcs_esl,1.0,0.333333,0.166667,0.833333,Cl4,4
a262,mcs_esl,0.888889,0.777778,0.833333,0.166667,Cl5,5
a263,mcs_esl,0.444444,0.0,0.5,0.833333,Cl3,3
a264,mcs_esl,0.777778,0.444444,0.0,0.833333,Cl3,3
a265,mcs_esl,1.0,1.0,0.166667,1.0,Cl5,5
a266,mcs_esl,1.0,0.333333,0.166667,0.166667,Cl2,2
a267,mcs_esl,0.777778,0.0,0.833333,0.333333,Cl4,4
a268,mcs_esl,0.555556,0.0,0.5,0.5,Cl2,2
a269,mcs_esl,0.0,0.777778,0.0,0.833333,Cl2,2
a270,mcs_esl,0.444444,0.555556,1.0,0.5,Cl4,4
a271,mcs_esl,0.333333,0.0,0.666667,0.833333,Cl3,3
a272,mcs_esl,0.0,0.222222,0.166667,0.5,Cl1,1
a273,mcs_esl,1.0,1.0,0.333333,0.0,Cl4,4
a274,mcs_esl,0.333333,0.333333,0.833333,1.0,Cl4,4
a275,mcs_esl,0.888889,0.333333,0.5,1.0,Cl5,5
a276,mcs_esl,0.888889,1.0,0.5,0.5,Cl5,5
a277,mcs_esl,1.0,0.888889,0.0,0.666667,Cl4,4
a278,mcs_esl,0.333333,0.444444,0.5,0.5,Cl3,3
a279,mcs_esl,0.555556,0.0,0.0,0.666667,Cl2,2
a280,mcs_esl,0.0,0.222222,0.5,0.0,Cl1,1
a281,mcs_esl,0.777778,0.0,1.0,0.666667,Cl4,4
a282,mcs_esl,0.888889,0.555556,1.0,0.666667,Cl5,5
a283,mcs_esl,0.444444,0.555556,1.0,0.5,Cl4,4
a284,mcs_esl,0.111111,0.777778,0.333333,0.166667,Cl2,2
a285,mcs_esl,0.888889,0.888889,0.166667,0.166667,Cl3,3
a286,mcs_esl,0.444444,0.777778,0.833333,0.333333,Cl4,4
a287,mcs_esl,0.666667,0.0,0.166667,0.666667,Cl2,2
a288,mcs_esl,0.0,0.444444,1.0,0.666667,Cl4,4
a289,mcs_esl,0.666667,0.666667,0.0,1.0,Cl4,4
a290,mcs_esl,1.0,1.0,0.333333,0.5,Cl5,5
a291,mcs_esl,0.444444,0.111111,0.0,0.5,Cl1,1
a292,mcs_esl,0.0,0.777778,0.0,0.333333,Cl1,1
a293,mcs_esl,1.0,0.555556,0.5,0.833333,Cl5,5
a294,mcs_esl,0.111111,0.0,0.166667,0.833333,Cl1,1
a295,mcs_esl,0.222222,0.0,0.833333,1.0,Cl4,4
a296,mcs_esl,0.222222,0.0,0.0,0.833333,Cl1,1
a297,mcs_esl,0.444444,0.333333,0.5,0.166667,Cl2,2
a298,mcs_esl,0.222222,0.777778,1.0,0.5,Cl4,4
a299,mcs_esl,0.888889,0.777778,0.0,0.166667,Cl3,3
a300,mcs_esl,0.444444,0.333333,0.0,0.166667,Cl1,1
a301,mcs_esl,0.777778,0.0,0.333333,0.833333,Cl3,3
a302,mcs_esl,0.0,1.0,0.833333,0.5,Cl4,4
a303,mcs_esl,1.0,1.0,0.333333,0.5,Cl5,5
a304,mcs_esl,0.777778,0.444444,1.0,0.333333,Cl5,5
a305,mcs_esl,0.777778,1.0,0.166667,1.0,Cl5,5
a306,mcs_esl,0.666667,0.555556,0.333333,0.0,Cl2,2
a307,mcs_esl,0.555556,0.555556,0.666667,0.333333,Cl4,4
a308,mcs_esl,1.0,0.777778,0.5,0.0,Cl4,4
a309,mcs_esl,1.0,0.333333,0.5,0.0,Cl3,3
a310,mcs_esl,1.0,0.111111,0.333333,0.166667,Cl2,2
a311,mcs_esl,0.777778,0.111111,0.166667,0.5,Cl2,2
a312,mcs_esl,0.777778,0.222222,1.0,0.666667,Cl5,5
a313,mcs_esl,0.222222,0.0,0.5,1.0,Cl3,3
a314,mcs_esl,0.222222,0.555556,0.833333,0.166667,Cl3,3
a315,mcs_esl,0.444444,1.0,0.0,0.666667,Cl3,3
a316,mcs_esl,0.444444,0.555556,0.5,0.333333,Cl3,3
a317,mcs_esl,0.333333,0.777778,1.0,0.0,Cl4,4
a318,mcs_esl,0.777778,0.555556,0.0,0.333333,Cl2,2
a319,mcs_esl,0.444444,0.777778,0.166667,0.166667,Cl2,2
a320,mcs_esl,0.333333,0.333333,1.0,0.5,Cl4,4
a321,mcs_esl,0.777778,0.444444,0.0,0.166667,Cl2,2
a322,mcs_esl,1.0,0.666667,0.833333,1.0,Cl5,5
a323,mcs_esl,0.333333,0.444444,1.0,0.333333,Cl4,4
a324,mcs_esl,0.444444,0.111111,0.666667,0.166667,Cl2,2
a325,mcs_esl,0.888889,0.555556,0.0,0.166667,Cl2,2
a326,mcs_esl,0.333333,0.333333,0.5,0.833333,Cl4,4
a327,mcs_esl,0.0,0.777778,0.0,1.0,Cl3,3
a328,mcs_esl,0.888889,0.666667,0.0,0.333333,Cl3,3
a329,mcs_esl,0.222222,0.111111,0.166667,0.5,Cl1,1
a330,mcs_esl,0.777778,0.666667,1.0,0.666667,Cl5,5
a331,mcs_esl,0.111111,1.0,1.0,0.666667,Cl5,5
a332,mcs_esl,1.0,0.444444,1.0,0.333333,Cl5,5
a333,mcs_esl,0.777778,0.777778,0.5,0.5,Cl4,4
a334,mcs_esl,0.444444,0.222222,1.0,1.0,Cl5,5
a335,mcs_esl,0.222222,0.555556,0.333333,0.5,Cl2,2
a336,mcs_esl,0.333333,0.333333,0.666667,1.0,Cl4,4
a337,mcs_esl,0.555556,0.0,1.0,0.333333,Cl3,3
a338,mcs_esl,0.444444,0.0,0.5,0.166667,Cl1,1
a339,mcs_esl,1.0,0.666667,0.333333,1.0,Cl5,5
a340,mcs_esl,0.222222,0.222222,0.0,0.166667,Cl1,1
a341,mcs_esl,0.111111,1.0,0.166667,0.833333,Cl4,4
a342,mcs_esl,0.777778,0.555556,0.0,1.0,Cl4,4
a343,mcs_esl,0.333333,0.555556,0.166667,0.0,Cl1,1
a344,mcs_esl,1.0,1.0,0.166667,0.833333,Cl5,5
a345,mcs_esl,0.777778,0.555556,0.333333,0.666667,Cl4,4
a346,mcs_esl,0.777778,1.0,1.0,1.0,Cl5,5
a347,mcs_esl,0.444444,0.222222,0.666667,0.0,Cl2,2
a348,mcs_esl,0.111111,1.0,0.5,0.333333,Cl3,3
a349,mcs_esl,0.0,0.333333,0.833333,0.5,Cl3,3
a350,mcs_esl,0.0,0.222222,0.666667,1.0,Cl3,3
a351,mcs_esl,1.0,0.0,0.833333,0.833333,Cl5,5
a352,mcs_esl,0.111111,0.111111,0.333333,0.166667,Cl1,1
a353,mcs_esl,0.666667,0.555556,0.0,0.5,Cl2,2
a354,mcs_esl,0.111111,0.333333,0.0,0.333333,Cl1,1
a355,mcs_esl,0.0,0.777778,1.0,0.333333,Cl4,4
a356,mcs_esl,0.777778,0.222222,0.0,0.833333,Cl3,3
a357,mcs_esl,0.222222,0.888889,0.666667,1.0,Cl5,5
a358,mcs_esl,0.555556,0.111111,0.5,0.666667,Cl3,3
a359,mcs_esl,1.0,0.111111,0.166667,0.833333,Cl4,4
a360,mcs_esl,0.555556,0.111111,0.666667,0.666667,Cl4,4
a361,mcs_esl,0.888889,0.111111,0.166667,0.833333,Cl3,3
a362,mcs_esl,0.888889,0.777778,0.833333,1.0,Cl5,5
a363,mcs_esl,0.0,0.111111,0.833333,1.0,Cl4,4
a364,mcs_esl,0.555556,0.222222,0.166667,0.0,Cl1,1
a365,mcs_esl,0.444444,0.222222,0.333333,0.333333,Cl2,2
a366,mcs_esl,0.444444,0.444444,1.0,0.5,Cl4,4
a367,mcs_esl,1.0,0.222222,0.333333,0.666667,Cl4,4
a368,mcs_esl,0.666667,0.222222,0.166667,0.166667,Cl2,2
a369,mcs_esl,1.0,1.0,1.0,0.333333,Cl5,5
a370,mcs_esl,0.111111,0.666667,0.0,0.666667,Cl2,2
a371,mcs_esl,0.888889,0.777778,0.5,0.333333,Cl4,4
a372,mcs_esl,0.0,0.777778,0.0,0.5,Cl2,2
a373,mcs_esl,0.444444,0.444444,0.666667,0.166667,Cl3,3
a374,mcs_esl,0.0,0.888889,0.5,0.333333,Cl3,3
a375,mcs_esl,0.111111,0.444444,0.833333,0.166667,Cl2,2
a376,mcs_esl,1.0,0.222222,0.833333,0.333333,Cl4,4
a377,mcs_esl,1.0,0.111111,0.833333,0.833333,Cl5,5
a378,mcs_esl,0.0,0.0,0.333333,0.333333,Cl1,1
a379,mcs_esl,0.222222,0.888889,0.166667,0.333333,Cl2,2
a380,mcs_esl,0.111111,0.0,1.0,0.833333,Cl4,4
a381,mcs_esl,0.555556,0.444444,0.333333,1.0,Cl4,4
a382,mcs_esl,0.555556,0.555556,0.5,0.833333,Cl4,4
a383,mcs_esl,0.0,0.222222,0.0,0.833333,Cl1,1
a384,mcs_esl,0.777778,0.888889,0.666667,1.0,Cl5,5
a385,mcs_esl,0.111111,0.444444,0.833333,0.5,Cl3,3
a386,mcs_esl,0.555556,0.111111,0.166667,1.0,Cl3,3
a387,mcs_esl,0.777778,0.555556,0.666667,0.5,Cl4,4
a388,mcs_esl,0.0,0.111111,0.833333,0.333333,Cl2,2
a389,mcs_esl,0.222222,0.444444,0.0,0.5,Cl1,1
a390,mcs_esl,0.333333,0.333333,0.333333,0.166667,Cl1,1
