alternative_id,dataset_id,g1,g2,g3,g4,class_label,class_index
a87,mcs_lev,0.5,1.0,0.0,1.0,Cl4,4
a88,mcs_lev,0.25,0.5,0.25,0.0,Cl2,2
a89,mcs_lev,1.0,0.0,0.25,1.0,Cl3,3
a90,mcs_lev,0.5,0.75,0.75,0.0,Cl3,3
a91,mcs_lev,1.0,1.0,0.0,0.25,Cl4,4
a92,mcs_lev,0.0,0.5,0.25,0.75,Cl2,2
a93,mcs_lev,0.5,1.0,0.5,0.75,Cl4,4
a94,mcs_lev,0.5,0.25,0.75,0.5,Cl2,2
a95,mcs_lev,0.75,1.0,0.75,0.5,Cl4,4
a96,mcs_lev,0.75,0.5,1.0,0.0,Cl3,3
a97,mcs_lev,0.25,0.5,0.0,0.75,Cl2,2
a98,mcs_lev,0.5,0.75,0.0,1.0,Cl4,4
a99,mcs_lev,0.0,0.0,0.75,0.75,Cl1,1
a100,mcs_lev,0.25,0.75,1.0,0.25,Cl3,3
a101,mcs_lev,0.5,0.75,0.25,0.25,Cl3,3
a102,mcs_lev,1.0,0.75,1.0,0.5,Cl4,4
a103,mcs_lev,0.5,1.0,0.5,0.5,Cl4,4
a104,mcs_lev,0.25,0.0,0.75,0.75,Cl2,2
a105,mcs_lev,0.0,0.5,0.0,0.0,Cl1,1
a106,mcs_lev,0.75,0.0,1.0,0.0,Cl2,2
a107,mcs_lev,0.0,1.0,0.25,0.0,Cl3,3
a108,mcs_lev,1.0,0.75,1.0,0.5,Cl4,4
a109,mcs_lev,0.75,1.0,0.25,0.5,Cl4,4
a110,mcs_lev,1.0,0.0,0.0,0.25,Cl2,2
a111,mcs_lev,1.0,0.0,0.5,0.5,Cl3,3
a112,mcs_lev,1.0,0.5,1.0,0.25,Cl3,3
a113,mcs_lev,0.5,0.25,0.0,0.25,Cl2,2
a114,mcs_lev,0.5,0.0,0.25,0.5,Cl2,2
a115,mcs_lev,0.0,0.5,0.75,0.25,Cl2,2
a116,mcs_lev,0.5,1.0,0.5,0.5,Cl4,4
a117,mcs_lev,0.75,0.75,0.75,1.0,Cl4,4
a118,mcs_lev,0.0,0.0,0.5,0.0,Cl1,1
a119,mcs_lev,1.0,1.0,0.75,0.25,Cl4,4
a120,mcs_lev,0.5,0.0,0.5,0.5,Cl2,2
a121,mcs_lev,0.25,0.0,0.5,0.75,Cl1,1
a122,mcs_lev,0.0,0.75,1.0,0.25,Cl2,2
a123,mcs_lev,0.75,0.0,1.0,0.25,Cl2,2
a124,mcs_lev,1.0,0.0,0.25,1.0,Cl3,3
a125,mcs_lev,0.0,1.0,0.75,0.0,Cl3,3
a126,mcs_lev,0.25,0.75,0.25,0.0,Cl2,2
a127,mcs_lev,0.5,0.5,0.5,1.0,Cl3,3
a128,mcs_lev,0.25,0.75,0.0,1.0,Cl3,3
a129,mcs_lev,0.5,0.5,1.0,0.0,Cl2,2
a130,mcs_lev,0.75,0.0,0.5,0.0,Cl2,2
a131,mcs_lev,0.75,1.0,0.75,0.5,Cl4,4
a132,mcs_lev,0.25,0.5,0.75,0.5,Cl2,2
a133,mcs_lev,0.75,0.0,0.0,0.5,Cl2,2
a134,mcs_lev,0.0,0.25,0.25,0.75,Cl2,2
a135,mcs_lev,1.0,0.75,1.0,0.5,Cl4,4
a136,mcs_lev,0.5,0.0,0.25,0.5,Cl2,2
a137,mcs_lev,0.75,0.75,0.0,0.25,Cl3,3
a138,mcs_lev,0.25,1.0,0.5,0.5,Cl3,3
a139,mcs_lev,0.75,0.5,0.5,0.25,Cl3,3
a140,mcs_lev,0.25,0.5,1.0,0.75,Cl3,3
a141,mcs_lev,0.75,0.25,0.75,0.0,Cl2,2
a142,mcs_lev,0.5,0.0,1.0,0.75,Cl2,2
a143,mcs_lev,1.0,0.75,0.0,1.0,Cl4,4
a144,mcs_lev,0.5,0.5,0.25,0.0,Cl2,2
a145,mcs_lev,0.75,0.75,0.75,0.75,Cl4,4
a146,mcs_lev,0.25,0.5,0.75,0.5,Cl2,2
a147,mcs_lev,0.25,0.0,0.75,0.75,Cl2,2
a148,mcs_lev,1.0,0.5,0.0,0.0,Cl3,3
a149,mcs_lev,0.0,0.0,0.75,0.25,Cl1,1
a150,mcs_lev,0.25,0.75,0.75,1.0,Cl3,3
a151,mcs_lev,0.75,1.0,1.0,0.75,Cl4,4
a152,mcs_lev,0.0,0.75,0.25,0.0,Cl2,2
a153,mcs_lev,0.25,0.0,1.0,1.0,Cl2,2
a154,mcs_lev,0.75,0.5,0.75,0.75,Cl3,3
a155,mcs_lev,0.75,0.75,0.75,0.0,Cl3,3
a156,mcs_lev,0.5,0.25,0.75,0.25,Cl2,2
a157,mcs_lev,0.75,0.5,0.25,0.25,Cl3,3
a158,mcs_lev,0.75,0.25,0.75,0.0,Cl2,2
a159,mcs_lev,0.25,0.5,0.25,1.0,Cl3,3
a160,mcs_lev,0.25,0.75,1.0,0.75,Cl3,3
a161,mcs_lev,0.75,0.25,1.0,0.25,Cl3,3
a162,mcs_lev,0.25,0.5,0.0,0.25,Cl2,2
a163,mcs_lev,0.25,1.0,0.5,0.25,Cl3,3
a164,mcs_lev,0.25,1.0,0.25,0.25,Cl3,3
a165,mcs_lev,0.75,0.5,1.0,0.75,Cl3,3
a166,mcs_lev,0.5,0.5,0.0,1.0,Cl3,3
a167,mcs_lev,0.5,0.75,0.0,0.75,Cl3,3
a168,mcs_lev,0.0,1.0,0.75,0.5,Cl3,3
a169,mcs_lev,0.75,0.75,0.25,0.25,Cl3,3
a170,mcs_lev,0.75,0.5,0.75,0.25,Cl3,3
a171,mcs_lev,0.5,0.25,0.25,0.5,Cl2,2
a172,mcs_lev,1.0,0.75,1.0,0.75,Cl4,4
a173,mcs_lev,0.75,0.25,0.75,1.0,Cl3,3
a174,mcs_lev,0.0,0.0,0.25,1.0,Cl1,1
a175,mcs_lev,1.0,0.25,0.75,0.5,Cl3,3
a176,mcs_lev,0.75,1.0,1.0,0.25,Cl4,4
a177,mcs_lev,1.0,1.0,0.25,1.0,Cl4,4
a178,mcs_lev,0.25,0.75,1.0,1.0,Cl3,3
a179,mcs_lev,0.75,0.5,0.25,0.25,Cl3,3
a180,mcs_lev,0.5,0.5,0.75,0.25,Cl3,3
a181,mcs_lev,0.0,0.75,1.0,0.25,Cl2,2
a182,mcs_lev,0.0,0.75,0.0,0.0,Cl2,2
a183,mcs_lev,1.0,0.75,0.75,0.25,Cl4,4
a184,mcs_lev,0.75,0.75,1.0,0.25,Cl4,4
a185,mcs_lev,0.75,0.0,0.25,0.0,Cl2,2
a186,mcs_lev,0.25,1.0,0.75,1.0,Cl4,4
a187,mcs_lev,0.75,0.25,0.0,1.0,Cl3,3
a188,mcs_lev,0.75,0.75,0.0,0.0,Cl3,3
a189,mcs_lev,0.25,0.0,0.5,1.0,Cl2,2
a190,mcs_lev,0.5,0.0,0.0,0.5,Cl2,2
a191,mcs_lev,0.0,0.75,1.0,1.0,Cl3,3
a192,mcs_lev,0.5,0.75,0.25,0.0,Cl3,3
a193,mcs_lev,0.25,1.0,0.0,0.75,Cl3,3
a194,mcs_lev,0.5,0.5,1.0,0.25,Cl3,3
a195,mcs_lev,0.0,0.5,0.25,1.0,Cl2,2
a196,mcs_lev,0.75,1.0,1.0,0.0,Cl4,4
a197,mcs_lev,0.0,0.25,0.25,0.0,Cl1,1
a198,mcs_lev,0.0,1.0,0.0,1.0,Cl3,3
a199,mcs_lev,1.0,0.0,0.0,0.75,Cl3,3
a200,mcs_lev,1.0,0.75,0.25,0.25,Cl4,4
a201,mcs_lev,0.25,0.75,0.5,0.0,Cl2,2
a202,mcs_lev,1.0,1.0,0.25,0.0,Cl4,4
a203,mcs_lev,0.25,0.5,1.0,0.25,Cl2,2
a204,mcs_lev,0.0,1.0,0.25,0.0,Cl3,3
a205,mcs_lev,0.75,0.0,0.75,0.0,Cl2,2
a206,mcs_lev,1.0,0.75,0.0,0.0,Cl3,3
a207,mcs_lev,0.75,0.5,0.75,1.0,Cl4,4
a208,mcs_lev,0.25,0.5,0.25,0.0,Cl2,2
a209,mcs_lev,0.75,0.0,0.0,0.25,Cl2,2
a210,mcs_lev,0.75,0.25,0.0,1.0,Cl3,3
a211,mcs_lev,0.5,0.5,1.0,0.5,Cl3,3
a212,mcs_lev,0.25,0.25,1.0,1.0,Cl2,2
a213,mcs_lev,0.75,0.25,0.0,0.0,Cl2,2
a214,mcs_lev,1.0,0.5,0.75,0.75,Cl4,4
a215,mcs_lev,0.25,0.25,1.0,0.5,Cl2,2
a216,mcs_lev,1.0,0.75,0.75,0.75,Cl4,4
a217,mcs_lev,1.0,1.0,0.75,0.5,Cl4,4
a218,mcs_lev,0.5,0.5,0.75,0.5,Cl3,3
a219,mcs_lev,0.0,0.5,0.75,0.25,Cl2,2
a220,mcs_lev,0.0,0.75,0.75,1.0,Cl3,3
a221,mcs_lev,0.0,0.5,1.0,0.25,Cl2,2
a222,mcs_lev,0.75,0.0,1.0,0.25,Cl2,2
a223,mcs_lev,1.0,0.25,0.75,0.5,Cl3,3
a224,mcs_lev,0.5,0.5,0.25,0.5,Cl3,3
a225,mcs_lev,0.5,0.75,0.25,0.5,Cl3,3
a226,mcs_lev,1.0,1.0,1.0,1.0,Cl4,4
a227,mcs_lev,0.0,0.75,1.0,0.25,Cl2,2
a228,mcs_lev,0.5,1.0,0.75,1.0,Cl4,4
a229,mcs_lev,1.0,1.0,0.0,1.0,Cl4,4
a230,mcs_lev,0.0,1.0,0.0,1.0,Cl3,3
a231,mcs_lev,1.0,0.25,0.5,0.25,Cl3,3
a232,mcs_lev,0.0,0.0,0.75,0.5,Cl1,1
a233,mcs_lev,0.25,0.0,0.25,1.0,Cl2,2
a234,mcs_lev,0.5,0.5,0.25,0.75,Cl3,3
a235,mcs_lev,1.0,0.0,1.0,1.0,Cl3,3
a236,mcs_lev,1.0,0.0,0.75,0.25,Cl2,2
a237,mcs_lev,0.25,0.75,0.25,1.0,Cl3,3
a238,mcs_lev,0.75,0.0,0.0,0.5,Cl2,2
a239,mcs_lev,0.25,1.0,0.75,0.25,Cl3,3
a240,mcs_lev,0.75,1.0,0.0,0.0,Cl4,4
a241,mcs_lev,1.0,0.0,0.0,0.0,Cl2,2
a242,mcs_lev,1.0,0.25,0.25,0.0,Cl3,3
a243,mcs_lev,0.5,0.0,0.75,0.75,Cl2,2
a244,mcs_lev,0.0,1.0,0.25,0.5,Cl3,3
a245,mcs_lev,0.5,0.5,0.25,0.25,Cl3,3
a246,mcs_lev,0.25,0.5,0.25,1.0,Cl3,3
a247,mcs_lev,0.0,0.75,0.25,0.75,Cl3,3
a248,mcs_lev,0.5,0.5,0.75,0.25,Cl3,3
a249,mcs_lev,1.0,0.25,0.5,0.0,Cl3,3
a250,mcs_lev,0.25,0.75,0.25,0.5,Cl3,3
a251,mcs_lev,0.75,1.0,0.75,1.0,Cl4,4
a252,mcs_lev,0.75,0.5,0.25,0.75,Cl3,3
a253,mcs_lev,0.5,0.75,0.75,0.75,Cl4,4
a254,mcs_lev,0.0,0.0,0.0,0.25,Cl1,1
a255,mcs_lev,0.25,0.75,0.25,0.5,Cl3,3
a256,mcs_lev,0.5,0.5,0.5,0.5,Cl3,3
a257,mcs_lev,0.75,0.0,0.25,0.75,Cl2,2
a258,mcs_lev,0.0,0.75,0.5,1.0,Cl3,3
a259,mcs_lev,0.25,0.0,0.5,0.25,Cl1,1
a260,mcs_lev,0.75,1.0,1.0,0.0,Cl4,4
a261,mcs_lev,0.5,1.0,1.0,0.25,Cl4,4
a262,mcs_lev,1.0,0.0,0.25,0.5,Cl3,3
a263,mcs_lev,0.5,0.75,0.0,1.0,Cl4,4
a264,mcs_lev,1.0,0.0,0.5,0.25,Cl2,2
a265,mcs_lev,0.0,1.0,0.75,1.0,Cl3,3
a266,mcs_lev,0.25,0.5,0.75,0.25,Cl2,2
a267,mcs_lev,0.0,1.0,1.0,0.5,Cl3,3
a268,mcs_lev,1.0,0.75,0.5,0.25,Cl4,4
a269,mcs_lev,0.5,1.0,0.75,1.0,Cl4,4
a270,mcs_lev,0.0,1.0,0.5,0.75,Cl3,3
a271,mcs_lev,0.75,0.75,0.0,0.75,Cl4,4
a272,mcs_lev,0.0,0.75,0.0,1.0,Cl3,3
a273,mcs_lev,1.0,1.0,0.75,0.75,Cl4,4
a274,mcs_lev,0.0,1.0,0.25,1.0,Cl3,3
a275,mcs_lev,0.5,0.5,0.5,0.0,Cl2,2
a276,mcs_lev,1.0,0.5,1.0,0.75,Cl4,4
a277,mcs_lev,0.5,0.0,1.0,0.5,Cl2,2
a278,mcs_lev,0.75,0.25,0.5,0.5,Cl3,3
a279,mcs_lev,0.75,1.0,0.0,1.0,Cl4,4
a280,mcs_lev,0.0,0.25,0.5,1.0,Cl2,2
a281,mcs_lev,0.25,0.25,0.75,1.0,Cl2,2
a282,mcs_lev,0.25,0.75,0.75,0.75,Cl3,3
a283,mcs_lev,0.0,0.25,0.0,1.0,Cl2,2
a284,mcs_lev,0.5,1.0,0.0,0.5,Cl4,4
a285,mcs_lev,1.0,1.0,0.5,1.0,Cl4,4
a286,mcs_lev,0.25,0.0,0.25,0.0,Cl1,1
a287,mcs_lev,0.0,1.0,0.75,0.5,Cl3,3
a288,mcs_lev,0.5,0.5,1.0,1.0,Cl3,3
a289,mcs_lev,0.0,0.25,0.0,0.5,Cl1,1
a290,mcs_lev,0.75,0.75,0.75,0.5,Cl4,4
a291,mcs_lev,1.0,0.25,1.0,0.25,Cl3,3
a292,mcs_lev,0.5,0.75,0.5,0.25,Cl3,3
a293,mcs_lev,0.5,0.0,0.0,0.5,Cl2,2
a294,mcs_lev,0.75,0.5,0.25,0.0,Cl3,3
a295,mcs_lev,1.0,1.0,0.75,0.25,Cl4,4
a296,mcs_lev,0.75,0.5,0.0,0.75,Cl3,3
a297,mcs_lev,0.75,0.5,0.75,0.5,Cl3,3
a298,mcs_lev,0.75,0.75,0.25,0.0,Cl3,3
a299,mcs_lev,0.25,0.0,0.0,0.0,Cl1,1
a300,mcs_lev,0.0,1.0,0.5,1.0,Cl3,3
a301,mcs_lev,0.75,0.25,0.0,0.5,Cl3,3
a302,mcs_lev,0.75,0.0,0.75,0.5,Cl2,2
a303,mcs_lev,0.0,0.25,0.5,0.75,Cl2,2
a304,mcs_lev,1.0,0.75,0.5,0.0,Cl4,4
a305,mcs_lev,1.0,0.0,1.0,0.25,Cl3,3
a306,mcs_lev,0.5,0.0,0.25,0.5,Cl2,2
a307,mcs_lev,1.0,0.75,0.5,0.5,Cl4,4
a308,mcs_lev,0.5,1.0,0.5,0.5,Cl4,4
a309,mcs_lev,0.0,0.75,0.5,0.0,Cl2,2
a310,mcs_lev,0.75,0.0,0.25,1.0,Cl3,3
a311,mcs_lev,0.25,0.75,0.75,1.0,Cl3,3
a312,mcs_lev,0.25,0.25,0.75,0.0,Cl1,1
a313,mcs_lev,0.25,0.25,1.0,1.0,Cl2,2
a314,mcs_lev,0.0,0.75,0.5,0.25,Cl2,2
a315,mcs_lev,0.75,0.5,0.75,0.75,Cl3,3
a316,mcs_lev,1.0,0.75,0.0,1.0,Cl4,4
a317,mcs_lev,0.75,1.0,0.5,0.75,Cl4,4
a318,mcs_lev,0.5,0.0,0.0,1.0,Cl2,2
a319,mcs_lev,0.25,1.0,0.0,0.75,Cl3,3
a320,mcs_lev,0.0,0.0,0.5,0.0,Cl1,1
a321,mcs_lev,0.0,0.25,0.25,0.0,Cl1,1
a322,mcs_lev,0.75,0.25,1.0,0.25,Cl3,3
a323,mcs_lev,0.25,0.0,0.75,1.0,Cl2,2
a324,mcs_lev,0.25,0.75,1.0,0.75,Cl3,3
a325,mcs_lev,1.0,0.75,0.25,0.0,Cl4,4
a326,mcs_lev,0.75,0.75,0.5,1.0,Cl4,4
a327,mcs_lev,0.0,1.0,0.25,0.25,Cl3,3
a328,mcs_lev,0.5,1.0,0.25,0.75,Cl4,4
a329,mcs_lev,0.25,0.0,1.0,0.75,Cl2,2
a330,mcs_lev,0.75,0.75,0.25,0.75,Cl4,4
a331,mcs_lev,0.0,1.0,0.25,0.25,Cl3,3
a332,mcs_lev,0.75,0.25,0.75,0.0,Cl2,2
a333,mcs_lev,0.0,0.75,0.75,0.75,Cl3,3
a334,mcs_lev,0.25,0.25,1.0,0.75,Cl2,2
a335,mcs_lev,0.0,0.0,0.5,1.0,Cl1,1
a336,mcs_lev,1.0,0.5,0.5,0.5,Cl4,4
a337,mcs_lev,0.75,1.0,0.0,0.5,Cl4,4
a338,mcs_lev,0.25,1.0,0.0,1.0,Cl4,4
a339,mcs_lev,0.25,1.0,1.0,0.25,Cl3,3
a340,mcs_lev,0.5,0.5,0.75,0.0,Cl2,2
a341,mcs_lev,1.0,0.25,0.75,0.75,Cl3,3
a342,mcs_lev,1.0,1.0,0.75,0.5,Cl4,4
a343,mcs_lev,0.75,0.0,0.75,1.0,Cl3,3
a344,mcs_lev,0.5,0.5,0.0,1.0,Cl3,3
a345,mcs_lev,0.25,0.5,0.75,0.5,Cl2,2
a346,mcs_lev,0.25,0.0,0.5,0.75,Cl1,1
a347,mcs_lev,0.5,0.0,0.75,1.0,Cl2,2
a348,mcs_lev,0.0,0.5,0.25,0.0,Cl1,1
a349,mcs_lev,1.0,0.25,0.75,0.75,Cl3,3
a350,mcs_lev,0.0,0.25,0.75,0.0,Cl1,1
a351,mcs_lev,1.0,1.0,1.0,1.0,Cl4,4
a352,mcs_lev,0.5,1.0,1.0,0.25,Cl4,4
a353,mcs_lev,0.25,0.25,1.0,0.25,Cl2,2
a354,mcs_lev,0.5,0.25,0.75,0.0,Cl2,2
a355,mcs_lev,0.25,0.75,0.5,0.5,Cl3,3
a356,mcs_lev,0.5,0.0,1.0,0.0,Cl1,1
a357,mcs_lev,1.0,0.5,0.25,0.5,Cl3,3
a358,mcs_lev,0.0,0.5,0.0,0.5,Cl2,2
a359,mcs_lev,0.5,0.25,1.0,1.0,Cl3,3
a360,mcs_lev,0.75,0.25,0.75,0.5,Cl3,3
a361,mcs_lev,0.0,0.75,1.0,0.25,Cl2,2
a362,mcs_lev,0.5,1.0,1.0,1.0,Cl4,4
a363,mcs_lev,0.75,0.25,0.25,0.5,Cl3,3
a364,mcs_lev,0.0,0.75,0.75,0.5,Cl3,3
a365,mcs_lev,0.25,0.0,0.5,0.75,Cl1,1
a366,mcs_lev,0.75,0.75,0.75,1.0,Cl4,4
a367,mcs_lev,0.75,0.25,0.25,0.0,Cl2,2
a368,mcs_lev,0.5,0.75,0.75,0.5,Cl3,3
a369,mcs_lev,0.25,1.0,0.5,0.25,Cl3,3
a370,mcs_lev,0.0,1.0,0.5,0.25,Cl3,3
a371,mcs_lev,1.0,0.25,0.25,0.75,Cl3,3
a372,mcs_lev,0.0,0.75,0.75,0.75,Cl3,3
a373,mcs_lev,0.0,0.5,0.0,0.0,Cl1,1
a374,mcs_lev,0.75,0.5,0.25,1.0,Cl3,3
a375,mcs_lev,0.75,1.0,1.0,0.75,Cl4,4
a376,mcs_lev,0.25,1.0,1.0,0.75,Cl4,4
a377,mcs_lev,0.0,0.5,0.75,0.75,Cl2,2
a378,mcs_lev,1.0,0.75,0.5,0.25,Cl4,4
a379,mcs_lev,1.0,0.5,0.25,1.0,Cl4,4
a380,mcs_lev,0.75,0.25,0.5,0.25,Cl2,2
a381,mcs_lev,0.25,0.0,0.0,1.0,Cl2,2
a382,mcs_lev,0.25,0.5,0.25,0.5,Cl2,2
a383,mcs_lev,0.5,1.0,1.0,1.0,Cl4,4
a384,mcs_lev,0.25,0.75,0.5,1.0,Cl3,3
a385,mcs_lev,0.25,0.5,0.5,0.25,Cl2,2
a386,mcs_lev,0.0,0.75,0.25,0.0,Cl2,2
a387,mcs_lev,0.75,0.25,0.0,0.75,Cl3,3
a388,mcs_lev,1.0,0.0,0.5,1.0,Cl3,3
a389,mcs_lev,0.5,0.0,0.25,0.75,Cl2,2
a390,mcs_lev,1.0,1.0,1.0,0.0,Cl4,4
a391,mcs_lev,1.0,0.75,0.75,1.0,Cl4,4
a392,mcs_lev,0.75,1.0,0.25,0.5,Cl4,4
a393,mcs_lev,0.0,0.0,0.0,0.75,Cl1,1
a394,mcs_lev,0.0,1.0,1.0,0.75,Cl3,3
a395,mcs_lev,0.5,0.75,1.0,0.0,Cl3,3
a396,mcs_lev,1.0,0.0,0.75,1.0,Cl3,3
a397,mcs_lev,0.5,1.0,0.25,0.0,Cl3,3
a398,mcs_lev,0.5,0.0,0.5,0.75,Cl2,2
a399,mcs_lev,0.25,1.0,0.5,0.25,Cl3,3
a400,mcs_lev,0.0,0.0,1.0,0.25,Cl1,1
a401,mcs_lev,0.0,0.25,0.5,1.0,Cl2,2
a402,mcs_lev,0.25,0.5,0.5,1.0,Cl3,3
a403,mcs_lev,0.75,0.75,0.0,0.5,Cl3,3
a404,mcs_lev,0.5,0.75,0.25,0.25,Cl3,3
a405,mcs_lev,0.25,0.5,0.5,0.25,Cl2,2
a406,mcs_lev,0.0,0.5,0.75,1.0,Cl2,2
a407,mcs_lev,1.0,0.75,1.0,0.5,Cl4,4
a408,mcs_lev,1.0,0.0,0.75,0.75,Cl3,3
a409,mcs_lev,0.5,0.0,0.75,1.0,Cl2,2
a410,mcs_lev,0.25,0.75,0.0,1.0,Cl3,3
a411,mcs_lev,0.5,0.0,0.0,0.25,Cl1,1
a412,mcs_lev,0.5,0.0,0.75,0.25,Cl1,1
a413,mcs_lev,0.75,0.0,0.0,0.25,Cl2,2
a414,mcs_lev,0.5,0.5,0.25,0.75,Cl3,3
a415,mcs_lev,0.5,0.5,1.0,0.5,Cl3,3
a416,mcs_lev,0.5,0.25,1.0,0.25,Cl2,2
a417,mcs_lev,0.0,0.25,1.0,0.0,Cl1,1
a418,mcs_lev,0.5,0.75,0.25,0.0,Cl3,3
a419,mcs_lev,1.0,1.0,0.25,0.75,Cl4,4
a420,mcs_lev,0.5,0.75,0.75,0.5,Cl3,3
a421,mcs_lev,0.5,0.75,0.75,0.5,Cl3,3
a422,mcs_lev,0.75,1.0,1.0,0.5,Cl4,4
