alternative_id,dataset_id,g1,g2,g3,g4,g5,class_label,class_index
a154,mcs_mmg,0.054545,0.628205,1.0,0.25,0.333333,Cl2,2
a155,mcs_mmg,0.0,0.448718,0.666667,0.25,1.0,Cl1,1
a156,mcs_mmg,0.090909,0.410256,0.666667,1.0,1.0,Cl2,2
a157,mcs_mmg,0.109091,0.641026,1.0,0.25,0.666667,Cl2,2
a158,mcs_mmg,1.0,0.615385,0.333333,0.75,0.666667,Cl2,2
a159,mcs_mmg,0.090909,0.602564,0.333333,0.0,0.0,Cl1,1
a160,mcs_mmg,0.054545,0.333333,0.666667,0.0,0.666667,Cl1,1
a161,mcs_mmg,0.072727,0.474359,1.0,0.75,0.0,Cl2,2
a162,mcs_mmg,0.036364,0.294872,1.0,0.75,1.0,Cl2,2
a163,mcs_mmg,0.054545,0.128205,0.666667,0.5,0.0,Cl1,1
a164,mcs_mmg,1.0,0.012821,1.0,0.75,0.0,Cl2,2
a165,mcs_mmg,0.072727,0.423077,0.666667,0.25,0.0,Cl1,1
a166,mcs_mmg,0.090909,0.551282,0.666667,1.0,0.0,Cl2,2
a167,mcs_mmg,0.090909,0.333333,1.0,0.75,1.0,Cl2,2
a168,mcs_mmg,1.0,0.115385,0.666667,0.5,1.0,Cl2,2
a169,mcs_mmg,0.090909,0.435897,0.333333,0.0,0.333333,Cl1,1
a170,mcs_mmg,0.036364,0.897436,0.0,0.0,0.666667,Cl1,1
a171,mcs_mmg,1.0,0.692308,1.0,0.75,0.0,Cl2,2
a172,mcs_mmg,1.0,0.858974,0.333333,0.5,0.0,Cl2,2
a173,mcs_mmg,0.109091,0.730769,0.333333,0.5,0.0,Cl2,2
a174,mcs_mmg,0.090909,0.346154,0.666667,0.5,1.0,Cl2,2
a175,mcs_mmg,0.090909,0.205128,0.0,0.25,0.666667,Cl1,1
a176,mcs_mmg,0.072727,0.089744,1.0,0.5,0.0,Cl1,1
a177,mcs_mmg,0.090909,0.897436,0.333333,0.25,0.666667,Cl2,2
a178,mcs_mmg,0.036364,0.051282,0.666667,0.75,1.0,Cl1,1
a179,mcs_mmg,0.036364,0.564103,0.333333,0.25,0.666667,Cl1,1
a180,mcs_mmg,0.054545,0.74359,1.0,0.0,0.0,Cl2,2
a181,mcs_mmg,0.054545,0.615385,0.0,0.25,0.333333,Cl1,1
a182,mcs_mmg,0.109091,0.102564,0.333333,1.0,1.0,Cl1,1
a183,mcs_mmg,0.036364,0.358974,1.0,0.75,0.333333,Cl2,2
a184,mcs_mmg,0.090909,0.128205,0.333333,0.25,0.333333,Cl1,1
a185,mcs_mmg,0.054545,0.346154,0.333333,0.5,1.0,Cl1,1
a186,mcs_mmg,1.0,0.461538,0.0,1.0,0.666667,Cl2,2
a187,mcs_mmg,0.0,0.615385,1.0,0.75,1.0,Cl2,2
a188,mcs_mmg,0.036364,0.089744,0.666667,1.0,0.333333,Cl1,1
a189,mcs_mmg,0.0,0.846154,0.666667,0.75,0.666667,Cl2,2
a190,mcs_mmg,0.072727,0.551282,1.0,1.0,0.0,Cl2,2
a191,mcs_mmg,0.0,0.205128,0.0,0.0,0.333333,Cl1,1
a192,mcs_mmg,0.054545,0.166667,0.0,0.25,1.0,Cl1,1
a193,mcs_mmg,0.109091,0.705128,1.0,0.25,0.666667,Cl2,2
a194,mcs_mmg,0.109091,0.858974,0.0,0.25,0.333333,Cl1,1
a195,mcs_mmg,1.0,0.089744,0.0,0.75,0.0,Cl1,1
a196,mcs_mmg,0.054545,0.217949,0.666667,0.25,0.0,Cl1,1
a197,mcs_mmg,0.0,0.205128,0.666667,0.25,0.333333,Cl1,1
a198,mcs_mmg,0.109091,0.294872,0.333333,0.5,0.0,Cl1,1
a199,mcs_mmg,0.090909,0.564103,0.666667,0.5,0.333333,Cl2,2
a200,mcs_mmg,0.0,0.230769,1.0,1.0,0.333333,Cl2,2
a201,mcs_mmg,1.0,0.25641,0.333333,0.25,0.0,Cl1,1
a202,mcs_mmg,0.036364,0.858974,0.333333,0.25,0.0,Cl2,2
a203,mcs_mmg,1.0,0.269231,0.0,0.25,0.0,Cl1,1
a204,mcs_mmg,1.0,0.166667,0.0,0.75,0.333333,Cl1,1
a205,mcs_mmg,0.0,0.602564,0.0,0.25,0.333333,Cl1,1
a206,mcs_mmg,0.109091,0.782051,0.666667,0.25,0.666667,Cl2,2
a207,mcs_mmg,0.036364,0.474359,0.666667,0.75,0.0,Cl2,2
a208,mcs_mmg,0.072727,0.269231,0.0,0.0,1.0,Cl1,1
a209,mcs_mmg,0.0,0.25641,1.0,0.5,1.0,Cl2,2
a210,mcs_mmg,0.109091,0.794872,0.666667,0.25,0.0,Cl2,2
a211,mcs_mmg,0.072727,0.448718,0.0,1.0,0.0,Cl1,1
a212,mcs_mmg,0.109091,0.076923,0.0,0.75,0.0,Cl1,1
a213,mcs_mmg,0.036364,0.782051,0.0,0.75,0.0,Cl2,2
a214,mcs_mmg,0.109091,0.435897,0.0,0.5,0.333333,Cl1,1
a215,mcs_mmg,0.054545,0.74359,1.0,0.25,0.666667,Cl2,2
a216,mcs_mmg,1.0,0.602564,1.0,0.0,0.0,Cl2,2
a217,mcs_mmg,0.036364,0.192308,0.0,1.0,0.0,Cl1,1
a218,mcs_mmg,0.072727,0.24359,0.333333,0.0,1.0,Cl1,1
a219,mcs_mmg,0.054545,0.538462,0.666667,0.75,0.666667,Cl2,2
a220,mcs_mmg,0.036364,0.166667,0.0,1.0,0.333333,Cl1,1
a221,mcs_mmg,0.072727,0.782051,0.666667,0.0,0.666667,Cl2,2
a222,mcs_mmg,0.109091,0.012821,1.0,0.75,0.666667,Cl1,1
a223,mcs_mmg,0.090909,0.089744,0.0,0.5,0.666667,Cl1,1
a224,mcs_mmg,0.109091,0.551282,0.0,0.25,0.333333,Cl1,1
a225,mcs_mmg,0.072727,0.653846,1.0,0.25,0.333333,Cl2,2
a226,mcs_mmg,0.0,0.807692,0.333333,0.5,0.333333,Cl2,2
a227,mcs_mmg,0.0,0.089744,0.0,1.0,0.0,Cl1,1
a228,mcs_mmg,1.0,0.102564,1.0,1.0,0.333333,Cl2,2
a229,mcs_mmg,0.0,0.397436,0.333333,0.25,0.333333,Cl1,1
a230,mcs_mmg,0.036364,0.038462,0.0,1.0,0.333333,Cl1,1
a231,mcs_mmg,0.072727,0.705128,0.666667,0.25,1.0,Cl2,2
a232,mcs_mmg,0.109091,0.0,0.666667,0.25,0.666667,Cl1,1
a233,mcs_mmg,0.090909,0.525641,1.0,0.5,0.333333,Cl2,2
a234,mcs_mmg,1.0,0.512821,1.0,0.75,0.0,Cl2,2
a235,mcs_mmg,0.0,0.397436,1.0,0.75,0.0,Cl2,2
a236,mcs_mmg,0.0,0.858974,1.0,0.0,0.666667,Cl2,2
a237,mcs_mmg,0.072727,0.307692,0.666667,0.5,1.0,Cl1,1
a238,mcs_mmg,0.054545,1.0,1.0,0.5,0.666667,Cl2,2
a239,mcs_mmg,0.109091,1.0,1.0,1.0,0.666667,Cl2,2
a240,mcs_mmg,0.109091,0.628205,0.333333,0.75,0.0,Cl2,2
a241,mcs_mmg,0.054545,0.602564,0.0,0.75,1.0,Cl2,2
a242,mcs_mmg,1.0,0.153846,0.0,0.0,0.666667,Cl1,1
a243,mcs_mmg,1.0,0.384615,0.666667,0.0,0.333333,Cl1,1
a244,mcs_mmg,0.072727,0.397436,0.666667,0.25,0.333333,Cl1,1
a245,mcs_mmg,0.072727,0.961538,0.333333,1.0,1.0,Cl2,2
a246,mcs_mmg,1.0,0.435897,0.666667,0.0,0.666667,Cl2,2
a247,mcs_mmg,0.072727,0.782051,0.0,0.0,1.0,Cl1,1
a248,mcs_mmg,0.0,0.602564,0.0,0.0,1.0,Cl1,1
a249,mcs_mmg,0.072727,0.564103,0.666667,0.75,0.666667,Cl2,2
a250,mcs_mmg,0.109091,0.282051,0.333333,0.5,0.666667,Cl1,1
a251,mcs_mmg,1.0,0.166667,0.333333,0.25,0.666667,Cl1,1
a252,mcs_mmg,0.036364,0.564103,0.333333,0.0,0.333333,Cl1,1
a253,mcs_mmg,0.0,0.166667,0.666667,0.0,1.0,Cl1,1
a254,mcs_mmg,0.036364,0.75641,0.333333,0.75,0.666667,Cl2,2
a255,mcs_mmg,0.090909,0.74359,1.0,0.25,1.0,Cl2,2
a256,mcs_mmg,0.054545,1.0,0.0,0.75,0.0,Cl2,2
a257,mcs_mmg,0.054545,0.474359,0.333333,0.75,0.333333,Cl1,1
a258,mcs_mmg,1.0,0.371795,1.0,0.75,0.333333,Cl2,2
a259,mcs_mmg,0.072727,0.807692,1.0,0.75,0.0,Cl2,2
a260,mcs_mmg,0.072727,0.064103,0.333333,0.25,0.666667,Cl1,1
a261,mcs_mmg,0.109091,0.166667,0.333333,0.75,1.0,Cl1,1
a262,mcs_mmg,0.090909,0.705128,1.0,0.25,1.0,Cl2,2
a263,mcs_mmg,0.054545,0.897436,1.0,0.25,0.333333,Cl2,2
a264,mcs_mmg,0.072727,0.346154,1.0,1.0,0.666667,Cl2,2
a265,mcs_mmg,0.054545,0.833333,0.333333,0.0,0.0,Cl1,1
a266,mcs_mmg,0.054545,0.064103,1.0,0.0,0.666667,Cl1,1
a267,mcs_mmg,0.090909,0.846154,1.0,1.0,0.0,Cl2,2
a268,mcs_mmg,1.0,0.833333,1.0,0.5,0.333333,Cl2,2
a269,mcs_mmg,0.109091,0.320513,0.0,0.5,0.333333,Cl1,1
a270,mcs_mmg,0.090909,0.282051,1.0,0.75,0.333333,Cl2,2
a271,mcs_mmg,0.036364,0.089744,1.0,0.5,0.666667,Cl1,1
a272,mcs_mmg,0.0,0.282051,0.333333,0.75,0.333333,Cl1,1
a273,mcs_mmg,0.090909,0.333333,0.0,0.75,0.666667,Cl1,1
a274,mcs_mmg,0.054545,0.858974,0.0,0.0,0.666667,Cl1,1
a275,mcs_mmg,0.109091,0.282051,1.0,0.75,0.333333,Cl2,2
a276,mcs_mmg,0.109091,0.512821,0.0,0.5,0.333333,Cl1,1
a277,mcs_mmg,0.0,0.24359,0.333333,1.0,0.333333,Cl1,1
a278,mcs_mmg,0.109091,0.102564,0.0,0.5,0.666667,Cl1,1
a279,mcs_mmg,0.109091,0.769231,1.0,1.0,0.666667,Cl2,2
a280,mcs_mmg,0.054545,0.846154,1.0,0.5,0.333333,Cl2,2
a281,mcs_mmg,0.054545,0.641026,0.0,0.75,0.333333,Cl2,2
a282,mcs_mmg,0.0,1.0,1.0,0.75,0.666667,Cl2,2
a283,mcs_mmg,0.109091,0.679487,0.0,1.0,0.333333,Cl2,2
a284,mcs_mmg,0.109091,0.089744,0.666667,0.0,0.0,Cl1,1
a285,mcs_mmg,0.054545,0.884615,1.0,0.0,0.333333,Cl2,2
a286,mcs_mmg,0.054545,0.692308,0.333333,0.25,1.0,Cl2,2
a287,mcs_mmg,0.109091,0.358974,0.0,0.5,0.333333,Cl1,1
a288,mcs_mmg,0.072727,0.538462,0.333333,0.75,0.0,Cl1,1
a289,mcs_mmg,0.090909,0.423077,0.333333,0.0,0.666667,Cl1,1
a290,mcs_mmg,0.090909,0.846154,1.0,0.75,0.333333,Cl2,2
a291,mcs_mmg,0.090909,0.166667,0.666667,0.75,1.0,Cl2,2
a292,mcs_mmg,0.090909,0.833333,0.0,1.0,0.333333,Cl2,2
a293,mcs_mmg,0.054545,0.102564,0.0,0.5,0.0,Cl1,1
a294,mcs_mmg,0.090909,0.064103,0.666667,0.0,0.666667,Cl1,1
a295,mcs_mmg,0.036364,0.807692,0.666667,0.25,1.0,Cl2,2
a296,mcs_mmg,1.0,0.064103,0.333333,1.0,0.666667,Cl2,2
a297,mcs_mmg,0.109091,0.782051,0.0,0.0,1.0,Cl1,1
a298,mcs_mmg,0.054545,0.269231,1.0,0.25,0.333333,Cl1,1
a299,mcs_mmg,0.109091,0.038462,1.0,1.0,0.0,Cl1,1
a300,mcs_mmg,0.109091,0.858974,0.0,0.75,0.0,Cl2,2
a301,mcs_mmg,0.072727,0.230769,0.0,0.0,0.333333,Cl1,1
a302,mcs_mmg,1.0,0.294872,1.0,0.25,1.0,Cl2,2
a303,mcs_mmg,0.090909,0.487179,0.0,0.75,0.333333,Cl1,1
a304,mcs_mmg,0.109091,0.320513,0.666667,1.0,0.666667,Cl2,2
a305,mcs_mmg,0.036364,0.269231,1.0,0.75,1.0,Cl2,2
a306,mcs_mmg,0.090909,0.371795,0.666667,0.75,0.666667,Cl2,2
a307,mcs_mmg,0.109091,0.384615,0.333333,1.0,0.0,Cl1,1
a308,mcs_mmg,1.0,0.576923,0.666667,1.0,1.0,Cl2,2
a309,mcs_mmg,0.054545,0.576923,1.0,0.5,1.0,Cl2,2
a310,mcs_mmg,0.036364,0.666667,0.666667,0.5,1.0,Cl2,2
a311,mcs_mmg,0.109091,0.807692,1.0,0.5,0.0,Cl2,2
a312,mcs_mmg,0.036364,0.807692,0.333333,1.0,1.0,Cl2,2
a313,mcs_mmg,0.036364,0.794872,1.0,0.75,0.333333,Cl2,2
a314,mcs_mmg,0.072727,0.807692,0.666667,0.0,0.666667,Cl2,2
a315,mcs_mmg,1.0,0.320513,0.0,1.0,0.333333,Cl2,2
a316,mcs_mmg,0.036364,0.0,0.0,1.0,0.333333,Cl1,1
a317,mcs_mmg,0.036364,0.230769,1.0,0.0,0.0,Cl1,1
a318,mcs_mmg,1.0,0.871795,0.333333,1.0,1.0,Cl2,2
a319,mcs_mmg,0.054545,0.153846,0.333333,0.5,0.0,Cl1,1
a320,mcs_mmg,0.036364,0.384615,0.333333,0.25,0.0,Cl1,1
a321,mcs_mmg,0.0,0.794872,0.666667,0.5,1.0,Cl2,2
a322,mcs_mmg,0.0,0.679487,0.666667,0.25,0.333333,Cl2,2
a323,mcs_mmg,0.090909,0.564103,0.666667,0.75,0.666667,Cl2,2
a324,mcs_mmg,0.036364,0.448718,1.0,0.25,0.666667,Cl2,2
a325,mcs_mmg,0.0,0.230769,0.333333,0.5,0.333333,Cl1,1
a326,mcs_mmg,0.072727,0.320513,0.666667,0.0,0.333333,Cl1,1
a327,mcs_mmg,1.0,0.294872,1.0,0.25,0.333333,Cl2,2
a328,mcs_mmg,0.109091,0.75641,1.0,1.0,0.333333,Cl2,2
a329,mcs_mmg,0.036364,0.102564,0.333333,0.75,0.666667,Cl1,1
a330,mcs_mmg,0.0,0.230769,0.333333,0.25,0.666667,Cl1,1
a331,mcs_mmg,0.072727,0.858974,0.666667,0.5,0.333333,Cl2,2
a332,mcs_mmg,0.036364,0.474359,0.0,0.5,0.666667,Cl1,1
a333,mcs_mmg,0.072727,0.435897,1.0,0.5,1.0,Cl2,2
a334,mcs_mmg,0.072727,0.448718,0.0,0.0,1.0,Cl1,1
a335,mcs_mmg,0.0,0.576923,0.0,0.25,0.666667,Cl1,1
a336,mcs_mmg,0.109091,0.730769,0.333333,1.0,1.0,Cl2,2
a337,mcs_mmg,0.054545,0.064103,1.0,0.5,0.0,Cl1,1
a338,mcs_mmg,0.072727,0.74359,0.333333,0.5,0.666667,Cl2,2
a339,mcs_mmg,1.0,0.717949,0.0,0.75,0.666667,Cl2,2
a340,mcs_mmg,0.109091,0.282051,1.0,0.75,0.0,Cl2,2
a341,mcs_mmg,0.090909,0.423077,0.333333,1.0,0.666667,Cl2,2
a342,mcs_mmg,1.0,0.461538,0.666667,0.25,0.0,Cl2,2
